frame,t,norm,peak_density,Fz,pop_c1,pop_c2,pop_c3,pop_c4,pop_c5,pop_c6,pop_c7,pop_c8,pop_c9,pop_c10,pop_c11,pop_c12,pop_c13
398,8.060000e+00,9.969101e-01,1.215278e-02,5.772553e+00,8.319420e-01,1.365532e-01,2.515494e-02,3.170636e-03,2.834330e-03,2.406360e-04,9.401937e-05,7.313426e-06,2.536370e-06,4.235235e-07,4.758489e-08,1.452870e-09,3.035720e-11
399,8.080000e+00,9.969016e-01,1.206036e-02,5.775056e+00,8.338526e-01,1.352310e-01,2.461633e-02,3.133132e-03,2.822318e-03,2.389278e-04,9.558109e-05,7.095876e-06,2.578062e-06,4.202090e-07,5.005999e-08,1.564668e-09,3.231651e-11
400,8.100000e+00,9.968931e-01,1.196746e-02,5.777541e+00,8.357713e-01,1.338772e-01,2.409817e-02,3.099014e-03,2.809931e-03,2.372823e-04,9.714080e-05,6.865427e-06,2.622951e-06,4.163322e-07,5.254668e-08,1.681112e-09,3.436706e-11
401,8.120000e+00,9.968848e-01,1.187453e-02,5.780007e+00,8.376959e-01,1.324943e-01,2.360037e-02,3.068042e-03,2.797223e-03,2.357026e-04,9.869451e-05,6.624015e-06,2.670672e-06,4.120058e-07,5.503879e-08,1.801971e-09,3.650831e-11
402,8.140000e+00,9.968765e-01,1.178190e-02,5.782452e+00,8.396241e-01,1.310849e-01,2.312276e-02,3.039986e-03,2.784245e-03,2.341917e-04,1.002378e-04,6.373728e-06,2.720811e-06,4.073444e-07,5.753096e-08,1.926990e-09,3.873971e-11
403,8.160000e+00,9.968683e-01,1.168982e-02,5.784874e+00,8.415540e-01,1.296514e-01,2.266506e-02,3.014617e-03,2.771044e-03,2.327530e-04,1.017660e-04,6.116753e-06,2.772911e-06,4.024627e-07,6.001869e-08,2.055895e-09,4.106077e-11
404,8.180000e+00,9.968603e-01,1.159847e-02,5.787272e+00,8.434839e-01,1.281960e-01,2.222691e-02,2.991719e-03,2.757664e-03,2.313896e-04,1.032743e-04,5.855322e-06,2.826487e-06,3.974722e-07,6.249843e-08,2.188399e-09,4.347118e-11
405,8.200000e+00,9.968523e-01,1.150805e-02,5.789646e+00,8.454120e-01,1.267211e-01,2.180787e-02,2.971083e-03,2.744142e-03,2.301049e-04,1.047576e-04,5.591671e-06,2.881035e-06,3.924800e-07,6.496757e-08,2.324213e-09,4.597089e-11
406,8.220000e+00,9.968444e-01,1.141868e-02,5.791995e+00,8.473369e-01,1.252288e-01,2.140744e-02,2.952514e-03,2.730512e-03,2.289017e-04,1.062111e-04,5.327993e-06,2.936043e-06,3.875862e-07,6.742440e-08,2.463044e-09,4.856020e-11
407,8.240000e+00,9.968367e-01,1.133025e-02,5.794318e+00,8.492572e-01,1.237212e-01,2.102505e-02,2.935826e-03,2.716803e-03,2.277827e-04,1.076301e-04,5.066405e-06,2.991002e-06,3.828828e-07,6.986810e-08,2.604607e-09,5.123977e-11
408,8.260000e+00,9.968290e-01,1.124271e-02,5.796616e+00,8.511718e-01,1.222001e-01,2.066008e-02,2.920849e-03,2.703037e-03,2.267501e-04,1.090099e-04,4.808921e-06,3.045416e-06,3.784525e-07,7.229868e-08,2.748630e-09,5.401074e-11
409,8.280000e+00,9.968215e-01,1.115601e-02,5.798887e+00,8.530797e-01,1.206675e-01,2.031184e-02,2.907422e-03,2.689235e-03,2.258054e-04,1.103463e-04,4.557427e-06,3.098807e-06,3.743676e-07,7.471683e-08,2.894852e-09,5.687467e-11
410,8.300000e+00,9.968140e-01,1.107014e-02,5.801132e+00,8.549800e-01,1.191251e-01,1.997963e-02,2.895399e-03,2.675413e-03,2.249496e-04,1.116352e-04,4.313666e-06,3.150724e-06,3.706899e-07,7.712390e-08,3.043031e-09,5.983355e-11
411,8.320000e+00,9.968067e-01,1.098510e-02,5.803352e+00,8.568719e-01,1.175744e-01,1.966270e-02,2.884643e-03,2.661581e-03,2.241831e-04,1.128731e-04,4.079226e-06,3.200752e-06,3.674706e-07,7.952169e-08,3.192945e-09,6.288978e-11
412,8.340000e+00,9.967994e-01,1.090098e-02,5.805547e+00,8.587549e-01,1.160169e-01,1.936030e-02,2.875031e-03,2.647748e-03,2.235055e-04,1.140567e-04,3.855527e-06,3.248511e-06,3.647501e-07,8.191245e-08,3.344392e-09,6.604608e-11
413,8.360000e+00,9.967923e-01,1.081794e-02,5.807716e+00,8.606285e-01,1.144540e-01,1.907163e-02,2.866448e-03,2.633922e-03,2.229158e-04,1.151830e-04,3.643821e-06,3.293664e-06,3.625590e-07,8.429865e-08,3.497191e-09,6.930545e-11
414,8.380000e+00,9.967852e-01,1.073620e-02,5.809862e+00,8.624923e-01,1.128870e-01,1.879592e-02,2.858788e-03,2.620106e-03,2.224123e-04,1.162495e-04,3.445189e-06,3.335920e-06,3.609181e-07,8.668296e-08,3.651180e-09,7.267106e-11
415,8.400000e+00,9.967782e-01,1.065607e-02,5.811984e+00,8.643462e-01,1.113168e-01,1.853238e-02,2.851955e-03,2.606303e-03,2.219929e-04,1.172541e-04,3.260542e-06,3.375031e-06,3.598396e-07,8.906809e-08,3.806215e-09,7.614618e-11
416,8.420000e+00,9.967714e-01,1.057804e-02,5.814084e+00,8.661899e-01,1.097447e-01,1.828023e-02,2.845858e-03,2.592514e-03,2.216548e-04,1.181949e-04,3.090623e-06,3.410798e-06,3.593279e-07,9.145675e-08,3.962170e-09,7.973406e-11
417,8.440000e+00,9.967646e-01,1.050246e-02,5.816162e+00,8.680234e-01,1.081714e-01,1.803868e-02,2.840414e-03,2.578740e-03,2.213947e-04,1.190705e-04,2.936014e-06,3.443066e-06,3.593806e-07,9.385152e-08,4.118928e-09,8.343787e-11
418,8.460000e+00,9.967579e-01,1.042958e-02,5.818220e+00,8.698468e-01,1.065979e-01,1.780699e-02,2.835546e-03,2.564980e-03,2.212089e-04,1.198797e-04,2.797146e-06,3.471725e-06,3.599892e-07,9.625480e-08,4.276388e-09,8.726056e-11
419,8.480000e+00,9.967513e-01,1.035960e-02,5.820257e+00,8.716599e-01,1.050249e-01,1.758440e-02,2.831180e-03,2.551234e-03,2.210935e-04,1.206218e-04,2.674302e-06,3.496706e-06,3.611408e-07,9.866876e-08,4.434454e-09,9.120479e-11
420,8.500000e+00,9.967447e-01,1.029265e-02,5.822276e+00,8.734631e-01,1.034530e-01,1.737021e-02,2.827246e-03,2.537500e-03,2.210441e-04,1.212960e-04,2.567632e-06,3.517983e-06,3.628181e-07,1.010953e-07,4.593038e-09,9.527283e-11
421,8.520000e+00,9.967383e-01,1.022882e-02,5.824277e+00,8.752565e-01,1.018829e-01,1.716371e-02,2.823678e-03,2.523776e-03,2.210560e-04,1.219022e-04,2.477160e-06,3.535563e-06,3.650011e-07,1.035359e-07,4.752054e-09,9.946646e-11
422,8.540000e+00,9.967319e-01,1.016808e-02,5.826262e+00,8.770403e-01,1.003150e-01,1.696423e-02,2.820411e-03,2.510062e-03,2.211247e-04,1.224402e-04,2.402797e-06,3.549491e-06,3.676680e-07,1.059919e-07,4.911418e-09,1.037869e-10
423,8.560000e+00,9.967256e-01,1.011032e-02,5.828230e+00,8.788146e-01,9.874994e-02,1.677113e-02,2.817384e-03,2.496355e-03,2.212450e-04,1.229101e-04,2.344350e-06,3.559842e-06,3.707955e-07,1.084640e-07,5.071050e-09,1.082349e-10
424,8.580000e+00,9.967193e-01,1.005531e-02,5.830184e+00,8.805799e-01,9.718803e-02,1.658382e-02,2.814537e-03,2.482652e-03,2.214121e-04,1.233120e-04,2.301532e-06,3.566716e-06,3.743599e-07,1.109528e-07,5.230863e-09,1.128103e-10
425,8.600000e+00,9.967131e-01,1.000273e-02,5.832124e+00,8.823363e-01,9.562966e-02,1.640171e-02,2.811810e-03,2.468952e-03,2.216208e-04,1.236464e-04,2.273973e-06,3.570242e-06,3.783380e-07,1.134583e-07,5.390772e-09,1.175124e-10
426,8.620000e+00,9.967070e-01,9.952535e-03,5.834051e+00,8.840841e-01,9.407515e-02,1.622428e-02,2.809146e-03,2.455252e-03,2.218661e-04,1.239137e-04,2.261229e-06,3.570568e-06,3.827071e-07,1.159804e-07,5.550687e-09,1.223400e-10
427,8.640000e+00,9.967010e-01,9.903978e-03,5.835966e+00,8.858236e-01,9.252476e-02,1.605104e-02,2.806489e-03,2.441549e-03,2.221426e-04,1.241146e-04,2.262794e-06,3.567862e-06,3.874460e-07,1.185185e-07,5.710513e-09,1.272911e-10
428,8.660000e+00,9.966950e-01,9.856665e-03,5.837870e+00,8.875551e-01,9.097870e-02,1.588152e-02,2.803785e-03,2.427840e-03,2.224453e-04,1.242495e-04,2.278105e-06,3.562308e-06,3.925351e-07,1.210716e-07,5.870151e-09,1.323631e-10
429,8.680000e+00,9.966890e-01,9.810295e-03,5.839764e+00,8.892790e-01,8.943714e-02,1.571533e-02,2.800982e-03,2.414121e-03,2.227690e-04,1.243193e-04,2.306553e-06,3.554104e-06,3.979569e-07,1.236388e-07,6.029495e-09,1.375528e-10
430,8.700000e+00,9.966831e-01,9.764756e-03,5.841648e+00,8.909955e-01,8.790021e-02,1.555206e-02,2.798027e-03,2.400391e-03,2.231087e-04,1.243246e-04,2.347493e-06,3.543457e-06,4.036959e-07,1.262187e-07,6.188433e-09,1.428568e-10
431,8.720000e+00,9.966772e-01,9.720128e-03,5.843524e+00,8.927049e-01,8.636798e-02,1.539137e-02,2.794873e-03,2.386645e-03,2.234591e-04,1.242663e-04,2.400249e-06,3.530587e-06,4.097391e-07,1.288097e-07,6.346846e-09,1.482710e-10
432,8.740000e+00,9.966714e-01,9.676347e-03,5.845391e+00,8.944077e-01,8.484054e-02,1.523294e-02,2.791472e-03,2.372880e-03,2.238152e-04,1.241451e-04,2.464124e-06,3.515719e-06,4.160760e-07,1.314103e-07,6.504610e-09,1.537912e-10
433,8.760000e+00,9.966656e-01,9.633660e-03,5.847252e+00,8.961040e-01,8.331790e-02,1.507646e-02,2.787781e-03,2.359092e-03,2.241721e-04,1.239618e-04,2.538409e-06,3.499084e-06,4.226982e-07,1.340186e-07,6.661593e-09,1.594127e-10
434,8.780000e+00,9.966599e-01,9.592449e-03,5.849106e+00,8.977943e-01,8.180010e-02,1.492167e-02,2.783758e-03,2.345279e-03,2.245249e-04,1.237173e-04,2.622386e-06,3.480918e-06,4.296000e-07,1.366328e-07,6.817662e-09,1.651307e-10
435,8.800000e+00,9.966542e-01,9.553184e-03,5.850953e+00,8.994787e-01,8.028713e-02,1.476831e-02,2.779366e-03,2.331436e-03,2.248687e-04,1.234124e-04,2.715338e-06,3.461458e-06,4.367779e-07,1.392511e-07,6.972676e-09,1.709403e-10
436,8.820000e+00,9.966485e-01,9.516377e-03,5.852796e+00,9.011576e-01,7.877899e-02,1.461615e-02,2.774569e-03,2.317561e-03,2.251986e-04,1.230479e-04,2.816556e-06,3.440945e-06,4.442305e-07,1.418716e-07,7.126494e-09,1.768364e-10
437,8.840000e+00,9.966428e-01,9.482526e-03,5.854634e+00,9.028313e-01,7.727566e-02,1.446496e-02,2.769338e-03,2.303648e-03,2.255100e-04,1.226247e-04,2.925338e-06,3.419621e-06,4.519586e-07,1.444923e-07,7.278974e-09,1.828139e-10
438,8.860000e+00,9.966372e-01,9.452051e-03,5.856467e+00,9.045000e-01,7.577711e-02,1.431454e-02,2.763645e-03,2.289696e-03,2.257983e-04,1.221438e-04,3.041001e-06,3.397726e-06,4.599649e-07,1.471114e-07,7.429972e-09,1.888678e-10
439,8.880000e+00,9.966316e-01,9.425231e-03,5.858297e+00,9.061640e-01,7.428333e-02,1.416470e-02,2.757468e-03,2.275700e-03,2.260588e-04,1.216059e-04,3.162877e-06,3.375502e-06,4.682538e-07,1.497269e-07,7.579344e-09,1.949931e-10
440,8.900000e+00,9.966260e-01,9.402156e-03,5.860124e+00,9.078234e-01,7.279427e-02,1.401527e-02,2.750786e-03,2.261657e-03,2.262871e-04,1.210119e-04,3.290322e-06,3.353189e-06,4.768315e-07,1.523371e-07,7.726946e-09,2.011853e-10
441,8.920000e+00,9.966204e-01,9.382839e-03,5.861947e+00,9.094786e-01,7.130993e-02,1.386610e-02,2.743585e-03,2.247562e-03,2.264789e-04,1.203628e-04,3.422714e-06,3.331025e-06,4.857054e-07,1.549402e-07,7.872634e-09,2.074399e-10
442,8.940000e+00,9.966148e-01,9.366951e-03,5.863768e+00,9.111296e-01,6.983029e-02,1.371703e-02,2.735851e-03,2.233414e-03,2.266300e-04,1.196594e-04,3.559454e-06,3.309246e-06,4.948844e-07,1.575343e-07,8.016258e-09,2.137531e-10
443,8.960000e+00,9.966092e-01,9.353747e-03,5.865587e+00,9.127766e-01,6.835535e-02,1.356794e-02,2.727576e-03,2.219208e-03,2.267364e-04,1.189028e-04,3.699970e-06,3.288085e-06,5.043782e-07,1.601180e-07,8.157668e-09,2.201218e-10
444,8.980000e+00,9.966036e-01,9.342339e-03,5.867404e+00,9.144198e-01,6.688514e-02,1.341871e-02,2.718754e-03,2.204941e-03,2.267942e-04,1.180939e-04,3.843714e-06,3.267771e-06,5.141978e-07,1.626896e-07,8.296708e-09,2.265433e-10
445,9.000000e+00,9.965981e-01,9.331753e-03,5.869219e+00,9.160591e-01,6.541969e-02,1.326925e-02,2.709384e-03,2.190612e-03,2.267997e-04,1.172337e-04,3.990166e-06,3.248530e-06,5.243547e-07,1.652476e-07,8.433215e-09,2.330157e-10
446,9.020000e+00,9.965925e-01,9.321015e-03,5.871032e+00,9.176947e-01,6.395904e-02,1.311947e-02,2.699468e-03,2.176216e-03,2.267494e-04,1.163231e-04,4.138830e-06,3.230581e-06,5.348612e-07,1.677909e-07,8.567020e-09,2.395382e-10
447,9.040000e+00,9.965869e-01,9.309209e-03,5.872843e+00,9.193265e-01,6.250324e-02,1.296929e-02,2.689010e-03,2.161751e-03,2.266400e-04,1.153634e-04,4.289236e-06,3.214138e-06,5.457300e-07,1.703181e-07,8.697947e-09,2.461103e-10
448,9.060000e+00,9.965813e-01,9.295354e-03,5.874653e+00,9.209545e-01,6.105237e-02,1.281868e-02,2.678020e-03,2.147215e-03,2.264687e-04,1.143555e-04,4.440938e-06,3.199409e-06,5.569742e-07,1.728283e-07,8.825815e-09,2.527328e-10
449,9.080000e+00,9.965757e-01,9.278822e-03,5.876461e+00,9.225788e-01,5.960648e-02,1.266757e-02,2.666510e-03,2.132605e-03,2.262328e-04,1.133005e-04,4.593516e-06,3.186592e-06,5.686072e-07,1.753206e-07,8.950435e-09,2.594069e-10
450,9.100000e+00,9.965701e-01,9.259287e-03,5.878267e+00,9.241992e-01,5.816567e-02,1.251594e-02,2.654496e-03,2.117919e-03,2.259298e-04,1.121996e-04,4.746572e-06,3.175879e-06,5.806423e-07,1.777941e-07,9.071618e-09,2.661348e-10
451,9.120000e+00,9.965645e-01,9.237118e-03,5.880072e+00,9.258156e-01,5.672999e-02,1.236377e-02,2.641996e-03,2.103154e-03,2.255580e-04,1.110539e-04,4.899727e-06,3.167452e-06,5.930929e-07,1.802481e-07,9.189172e-09,2.729194e-10
452,9.140000e+00,9.965588e-01,9.212176e-03,5.881875e+00,9.274281e-01,5.529955e-02,1.221106e-02,2.629032e-03,2.088307e-03,2.251154e-04,1.098646e-04,5.052624e-06,3.161482e-06,6.059723e-07,1.826822e-07,9.302906e-09,2.797641e-10
453,9.160000e+00,9.965531e-01,9.185084e-03,5.883675e+00,9.290363e-01,5.387445e-02,1.205781e-02,2.615626e-03,2.073374e-03,2.246010e-04,1.086329e-04,5.204919e-06,3.158126e-06,6.192933e-07,1.850958e-07,9.412635e-09,2.866732e-10
454,9.180000e+00,9.965474e-01,9.156802e-03,5.885473e+00,9.306403e-01,5.245479e-02,1.190405e-02,2.601805e-03,2.058354e-03,2.240134e-04,1.073601e-04,5.356286e-06,3.157530e-06,6.330686e-07,1.874885e-07,9.518174e-09,2.936515e-10
455,9.200000e+00,9.965417e-01,9.128558e-03,5.887268e+00,9.322397e-01,5.104073e-02,1.174980e-02,2.587598e-03,2.043242e-03,2.233520e-04,1.060476e-04,5.506410e-06,3.159823e-06,6.473106e-07,1.898598e-07,9.619351e-09,3.007044e-10
456,9.220000e+00,9.965359e-01,9.101784e-03,5.889061e+00,9.338344e-01,4.963244e-02,1.159510e-02,2.573035e-03,2.028037e-03,2.226160e-04,1.046966e-04,5.654990e-06,3.165115e-06,6.620310e-07,1.922095e-07,9.715997e-09,3.078384e-10
457,9.240000e+00,9.965301e-01,9.078187e-03,5.890849e+00,9.354240e-01,4.823012e-02,1.144002e-02,2.558148e-03,2.012736e-03,2.218052e-04,1.033086e-04,5.801734e-06,3.173500e-06,6.772415e-07,1.945370e-07,9.807957e-09,3.150602e-10
458,9.260000e+00,9.965242e-01,9.059498e-03,5.892634e+00,9.370082e-01,4.683402e-02,1.128461e-02,2.542974e-03,1.997337e-03,2.209193e-04,1.018851e-04,5.946365e-06,3.185047e-06,6.929531e-07,1.968422e-07,9.895082e-09,3.223777e-10
459,9.280000e+00,9.965183e-01,9.046812e-03,5.894414e+00,9.385866e-01,4.544444e-02,1.112895e-02,2.527549e-03,1.981836e-03,2.199585e-04,1.004277e-04,6.088615e-06,3.199804e-06,7.091766e-07,1.991244e-07,9.977239e-09,3.297992e-10
460,9.300000e+00,9.965124e-01,9.041465e-03,5.896189e+00,9.401587e-01,4.406171e-02,1.097315e-02,2.511911e-03,1.966234e-03,2.189233e-04,9.893792e-05,6.228226e-06,3.217796e-06,7.259228e-07,2.013833e-07,1.005431e-08,3.373341e-10
461,9.320000e+00,9.965064e-01,9.044623e-03,5.897958e+00,9.417240e-01,4.268625e-02,1.081731e-02,2.496100e-03,1.950528e-03,2.178145e-04,9.741743e-05,6.364951e-06,3.239022e-06,7.432019e-07,2.036184e-07,1.012618e-08,3.449925e-10
462,9.340000e+00,9.965003e-01,9.057235e-03,5.899720e+00,9.432818e-01,4.131852e-02,1.066155e-02,2.480156e-03,1.934718e-03,2.166331e-04,9.586792e-05,6.498552e-06,3.263456e-06,7.610242e-07,2.058289e-07,1.019276e-08,3.527850e-10
463,9.360000e+00,9.964942e-01,9.079985e-03,5.901475e+00,9.448314e-01,3.995907e-02,1.050604e-02,2.464118e-03,1.918803e-03,2.153804e-04,9.429111e-05,6.628795e-06,3.291048e-06,7.793995e-07,2.080142e-07,1.025399e-08,3.607231e-10
464,9.380000e+00,9.964881e-01,9.113496e-03,5.903220e+00,9.463719e-01,3.860855e-02,1.035095e-02,2.448024e-03,1.902784e-03,2.140578e-04,9.268874e-05,6.755452e-06,3.321721e-06,7.983374e-07,2.101735e-07,1.030981e-08,3.688187e-10
465,9.400000e+00,9.964818e-01,9.157835e-03,5.904955e+00,9.479023e-01,3.726768e-02,1.019647e-02,2.431912e-03,1.886662e-03,2.126668e-04,9.106258e-05,6.878296e-06,3.355378e-06,8.178471e-07,2.123057e-07,1.036021e-08,3.770843e-10
466,9.420000e+00,9.964756e-01,9.212424e-03,5.906678e+00,9.494215e-01,3.593731e-02,1.004283e-02,2.415814e-03,1.870439e-03,2.112089e-04,8.941441e-05,6.997099e-06,3.391896e-06,8.379370e-07,2.144096e-07,1.040519e-08,3.855325e-10
467,9.440000e+00,9.964692e-01,9.276647e-03,5.908388e+00,9.509284e-01,3.461839e-02,9.890269e-03,2.399764e-03,1.854116e-03,2.096853e-04,8.774602e-05,7.111630e-06,3.431135e-06,8.586146e-07,2.164841e-07,1.044478e-08,3.941761e-10
468,9.460000e+00,9.964628e-01,9.349587e-03,5.910083e+00,9.524215e-01,3.331198e-02,9.739069e-03,2.383787e-03,1.837698e-03,2.080974e-04,8.605924e-05,7.221655e-06,3.472931e-06,8.798864e-07,2.185275e-07,1.047904e-08,4.030278e-10
469,9.480000e+00,9.964563e-01,9.430073e-03,5.911761e+00,9.538993e-01,3.201928e-02,9.589525e-03,2.367907e-03,1.821188e-03,2.064460e-04,8.435592e-05,7.326933e-06,3.517105e-06,9.017572e-07,2.205383e-07,1.050806e-08,4.121003e-10
470,9.500000e+00,9.964498e-01,9.516737e-03,5.913420e+00,9.553602e-01,3.074161e-02,9.441957e-03,2.352142e-03,1.804592e-03,2.047324e-04,8.263791e-05,7.427222e-06,3.563462e-06,9.242300e-07,2.225149e-07,1.053199e-08,4.214060e-10
471,9.520000e+00,9.964432e-01,9.608260e-03,5.915058e+00,9.568023e-01,2.948043e-02,9.296710e-03,2.336505e-03,1.787913e-03,2.029573e-04,8.090715e-05,7.522274e-06,3.611791e-06,9.473058e-07,2.244554e-07,1.055096e-08,4.309569e-10
472,9.540000e+00,9.964365e-01,9.702719e-03,5.916673e+00,9.582236e-01,2.823735e-02,9.154146e-03,2.321004e-03,1.771159e-03,2.011218e-04,7.916561e-05,7.611841e-06,3.661868e-06,9.709831e-07,2.263580e-07,1.056518e-08,4.407646e-10
473,9.560000e+00,9.964297e-01,9.798422e-03,5.918261e+00,9.596220e-01,2.701413e-02,9.014649e-03,2.305640e-03,1.754335e-03,1.992267e-04,7.741531e-05,7.695679e-06,3.713459e-06,9.952578e-07,2.282211e-07,1.057484e-08,4.508403e-10
474,9.580000e+00,9.964229e-01,9.893735e-03,5.919821e+00,9.609951e-01,2.581266e-02,8.878616e-03,2.290410e-03,1.737446e-03,1.972730e-04,7.565834e-05,7.773549e-06,3.766320e-06,1.020123e-06,2.300431e-07,1.058020e-08,4.611950e-10
475,9.600000e+00,9.964159e-01,9.987256e-03,5.921348e+00,9.623407e-01,2.463496e-02,8.746460e-03,2.275308e-03,1.720499e-03,1.952617e-04,7.389685e-05,7.845221e-06,3.820201e-06,1.045567e-06,2.318226e-07,1.058151e-08,4.718389e-10
476,9.620000e+00,9.964089e-01,1.007778e-02,5.922842e+00,9.636560e-01,2.348316e-02,8.618602e-03,2.260318e-03,1.703500e-03,1.931935e-04,7.213305e-05,7.910483e-06,3.874844e-06,1.071578e-06,2.335588e-07,1.057908e-08,4.827823e-10
477,9.640000e+00,9.964019e-01,1.016391e-02,5.924297e+00,9.649385e-01,2.235945e-02,8.495468e-03,2.245426e-03,1.686452e-03,1.910692e-04,7.036919e-05,7.969140e-06,3.929991e-06,1.098138e-06,2.352510e-07,1.057320e-08,4.940350e-10
478,9.660000e+00,9.963947e-01,1.024477e-02,5.925712e+00,9.661856e-01,2.126608e-02,8.377489e-03,2.230608e-03,1.669362e-03,1.888890e-04,6.860758e-05,8.021022e-06,3.985379e-06,1.125228e-06,2.368992e-07,1.056421e-08,5.056066e-10
479,9.680000e+00,9.963875e-01,1.031972e-02,5.927083e+00,9.673945e-01,2.020530e-02,8.265093e-03,2.215840e-03,1.652233e-03,1.866533e-04,6.685051e-05,8.065990e-06,4.040749e-06,1.152822e-06,2.385042e-07,1.055244e-08,5.175066e-10
480,9.700000e+00,9.963802e-01,1.038840e-02,5.928407e+00,9.685627e-01,1.917933e-02,8.158700e-03,2.201090e-03,1.635070e-03,1.843619e-04,6.510033e-05,8.103938e-06,4.095846e-06,1.180894e-06,2.400674e-07,1.053826e-08,5.297447e-10
481,9.720000e+00,9.963728e-01,1.045066e-02,5.929681e+00,9.696876e-01,1.819032e-02,8.058722e-03,2.186324e-03,1.617879e-03,1.820146e-04,6.335934e-05,8.134795e-06,4.150422e-06,1.209413e-06,2.415910e-07,1.052205e-08,5.423302e-10
482,9.740000e+00,9.963653e-01,1.050658e-02,5.930903e+00,9.707669e-01,1.724031e-02,7.965555e-03,2.171501e-03,1.600663e-03,1.796107e-04,6.162986e-05,8.158536e-06,4.204239e-06,1.238344e-06,2.430782e-07,1.050418e-08,5.552729e-10
483,9.760000e+00,9.963577e-01,1.055638e-02,5.932071e+00,9.717982e-01,1.633122e-02,7.879581e-03,2.156578e-03,1.583429e-03,1.771499e-04,5.991420e-05,8.175174e-06,4.257074e-06,1.267650e-06,2.445335e-07,1.048507e-08,5.685825e-10
484,9.780000e+00,9.963501e-01,1.060058e-02,5.933180e+00,9.727795e-01,1.546477e-02,7.801158e-03,2.141504e-03,1.566184e-03,1.746316e-04,5.821466e-05,8.184768e-06,4.308720e-06,1.297290e-06,2.459621e-07,1.046515e-08,5.822688e-10
485,9.800000e+00,9.963424e-01,1.063967e-02,5.934231e+00,9.737090e-01,1.464250e-02,7.730623e-03,2.126225e-03,1.548934e-03,1.720554e-04,5.653352e-05,8.187417e-06,4.358993e-06,1.327217e-06,2.473707e-07,1.044486e-08,5.963422e-10
486,9.820000e+00,9.963346e-01,1.067400e-02,5.935220e+00,9.745851e-01,1.386573e-02,7.668288e-03,2.110681e-03,1.531689e-03,1.694212e-04,5.487309e-05,8.183261e-06,4.407732e-06,1.357384e-06,2.487671e-07,1.042467e-08,6.108130e-10
487,9.840000e+00,9.963267e-01,1.070409e-02,5.936147e+00,9.754065e-01,1.313557e-02,7.614441e-03,2.094809e-03,1.514456e-03,1.667293e-04,5.323568e-05,8.172471e-06,4.454803e-06,1.387738e-06,2.501606e-07,1.040510e-08,6.256918e-10
488,9.860000e+00,9.963188e-01,1.073050e-02,5.937010e+00,9.761720e-01,1.245289e-02,7.569342e-03,2.078542e-03,1.497245e-03,1.639803e-04,5.162362e-05,8.155251e-06,4.500102e-06,1.418222e-06,2.515616e-07,1.038670e-08,6.409896e-10
489,9.880000e+00,9.963108e-01,1.075381e-02,5.937807e+00,9.768809e-01,1.181836e-02,7.533224e-03,2.061812e-03,1.480067e-03,1.611751e-04,5.003925e-05,8.131822e-06,4.543552e-06,1.448775e-06,2.529821e-07,1.037007e-08,6.567176e-10
490,9.900000e+00,9.963027e-01,1.077470e-02,5.938540e+00,9.775325e-01,1.123246e-02,7.506293e-03,2.044548e-03,1.462933e-03,1.583154e-04,4.848495e-05,8.102425e-06,4.585111e-06,1.479330e-06,2.544353e-07,1.035590e-08,6.728871e-10
491,9.920000e+00,9.962945e-01,1.079360e-02,5.939206e+00,9.781264e-01,1.069547e-02,7.488727e-03,2.026683e-03,1.445855e-03,1.554027e-04,4.696308e-05,8.067308e-06,4.624766e-06,1.509817e-06,2.559358e-07,1.034492e-08,6.895096e-10
492,9.940000e+00,9.962863e-01,1.081104e-02,5.939805e+00,9.786624e-01,1.020755e-02,7.480675e-03,2.008147e-03,1.428843e-03,1.524395e-04,4.547601e-05,8.026724e-06,4.662536e-06,1.540159e-06,2.574998e-07,1.033797e-08,7.065967e-10
493,9.960000e+00,9.962779e-01,1.082759e-02,5.940338e+00,9.791403e-01,9.768723e-03,7.482254e-03,1.988878e-03,1.411909e-03,1.494281e-04,4.402606e-05,7.980923e-06,4.698469e-06,1.570274e-06,2.591446e-07,1.033598e-08,7.241599e-10
494,9.980000e+00,9.962696e-01,1.084374e-02,5.940804e+00,9.795601e-01,9.378944e-03,7.493553e-03,1.968816e-03,1.395068e-03,1.463712e-04,4.261554e-05,7.930156e-06,4.732642e-06,1.600075e-06,2.608892e-07,1.034002e-08,7.422105e-10
495,1.000000e+01,9.962611e-01,1.085997e-02,5.941204e+00,9.799220e-01,9.038104e-03,7.514627e-03,1.947907e-03,1.378330e-03,1.432716e-04,4.124665e-05,7.874664e-06,4.765160e-06,1.629468e-06,2.627538e-07,1.035126e-08,7.607595e-10
496,1.002000e+01,9.962526e-01,1.087668e-02,5.941538e+00,9.802260e-01,8.746079e-03,7.545497e-03,1.926105e-03,1.361709e-03,1.401325e-04,3.992151e-05,7.814685e-06,4.796150e-06,1.658353e-06,2.647599e-07,1.037106e-08,7.798177e-10
497,1.004000e+01,9.962440e-01,1.089451e-02,5.941805e+00,9.804724e-01,8.502755e-03,7.586146e-03,1.903371e-03,1.345218e-03,1.369569e-04,3.864208e-05,7.750449e-06,4.825768e-06,1.686626e-06,2.669305e-07,1.040089e-08,7.993949e-10
