frame,t,norm,peak_density,Fz,pop_c1,pop_c2,pop_c3,pop_c4,pop_c5,pop_c6,pop_c7,pop_c8,pop_c9,pop_c10,pop_c11,pop_c12,pop_c13
198,4.060000e+00,9.985357e-01,1.112119e-02,5.615992e+00,7.441993e-01,1.502801e-01,9.448628e-02,7.775119e-03,3.124029e-03,1.145812e-04,1.978826e-05,8.575967e-07,3.253002e-08,7.487395e-10,1.537903e-11,2.265821e-13,4.523064e-15
199,4.080000e+00,9.985294e-01,1.113464e-02,5.615412e+00,7.442605e-01,1.495848e-01,9.515628e-02,7.729650e-03,3.134323e-03,1.141392e-04,1.947663e-05,8.459584e-07,3.213656e-08,7.589727e-10,1.602211e-11,2.432719e-13,4.794700e-15
200,4.100000e+00,9.985230e-01,1.114637e-02,5.614845e+00,7.443342e-01,1.488771e-01,9.582542e-02,7.685627e-03,3.143840e-03,1.137581e-04,1.915798e-05,8.335274e-07,3.171755e-08,7.695422e-10,1.668227e-11,2.614713e-13,5.086600e-15
201,4.120000e+00,9.985167e-01,1.115673e-02,5.614290e+00,7.444205e-01,1.481573e-01,9.649324e-02,7.643223e-03,3.152546e-03,1.134393e-04,1.883282e-05,8.203265e-07,3.127538e-08,7.804397e-10,1.735745e-11,2.812610e-13,5.400894e-15
202,4.140000e+00,9.985102e-01,1.116608e-02,5.613748e+00,7.445196e-01,1.474256e-01,9.715925e-02,7.602615e-03,3.160404e-03,1.131839e-04,1.850169e-05,8.063797e-07,3.081281e-08,7.916555e-10,1.804585e-11,3.027193e-13,5.739938e-15
203,4.160000e+00,9.985038e-01,1.117472e-02,5.613220e+00,7.446314e-01,1.466822e-01,9.782296e-02,7.563987e-03,3.167380e-03,1.129929e-04,1.816514e-05,7.917123e-07,3.033303e-08,8.031775e-10,1.874606e-11,3.259221e-13,6.106324e-15
204,4.180000e+00,9.984973e-01,1.118294e-02,5.612705e+00,7.447562e-01,1.459276e-01,9.848383e-02,7.527527e-03,3.173437e-03,1.128673e-04,1.782373e-05,7.763511e-07,2.983955e-08,8.149899e-10,1.945711e-11,3.509427e-13,6.502898e-15
205,4.200000e+00,9.984908e-01,1.119102e-02,5.612204e+00,7.448938e-01,1.451619e-01,9.914131e-02,7.493426e-03,3.178541e-03,1.128077e-04,1.747800e-05,7.603247e-07,2.933628e-08,8.270724e-10,2.017865e-11,3.778526e-13,6.932777e-15
206,4.220000e+00,9.984843e-01,1.119900e-02,5.611717e+00,7.450443e-01,1.443856e-01,9.979485e-02,7.461878e-03,3.182656e-03,1.128145e-04,1.712852e-05,7.436635e-07,2.882740e-08,8.393985e-10,2.091092e-11,4.067216e-13,7.399361e-15
207,4.240000e+00,9.984777e-01,1.120690e-02,5.611245e+00,7.452077e-01,1.435992e-01,1.004439e-01,7.433078e-03,3.185748e-03,1.128883e-04,1.677584e-05,7.263997e-07,2.831739e-08,8.519353e-10,2.165492e-11,4.376195e-13,7.906363e-15
208,4.260000e+00,9.984710e-01,1.121471e-02,5.610788e+00,7.453840e-01,1.428029e-01,1.010878e-01,7.407222e-03,3.187785e-03,1.130292e-04,1.642051e-05,7.085683e-07,2.781097e-08,8.646428e-10,2.241245e-11,4.706172e-13,8.457823e-15
209,4.280000e+00,9.984644e-01,1.122238e-02,5.610346e+00,7.455732e-01,1.419975e-01,1.017261e-01,7.384503e-03,3.188737e-03,1.132372e-04,1.606308e-05,6.902062e-07,2.731306e-08,8.774738e-10,2.318613e-11,5.057882e-13,9.058136e-15
210,4.300000e+00,9.984576e-01,1.122986e-02,5.609918e+00,7.457750e-01,1.411832e-01,1.023581e-01,7.365111e-03,3.188575e-03,1.135123e-04,1.570408e-05,6.713530e-07,2.682872e-08,8.903738e-10,2.397953e-11,5.432113e-13,9.712084e-15
211,4.320000e+00,9.984509e-01,1.123705e-02,5.609506e+00,7.459895e-01,1.403608e-01,1.029834e-01,7.349233e-03,3.187272e-03,1.138541e-04,1.534403e-05,6.520503e-07,2.636315e-08,9.032815e-10,2.479712e-11,5.829726e-13,1.042486e-14
212,4.340000e+00,9.984440e-01,1.124389e-02,5.609109e+00,7.462163e-01,1.395306e-01,1.036013e-01,7.337051e-03,3.184806e-03,1.142623e-04,1.498342e-05,6.323423e-07,2.592157e-08,9.161295e-10,2.564439e-11,6.251687e-13,1.120211e-14
213,4.360000e+00,9.984372e-01,1.125039e-02,5.608728e+00,7.464554e-01,1.386933e-01,1.042113e-01,7.328738e-03,3.181155e-03,1.147364e-04,1.462274e-05,6.122747e-07,2.550926e-08,9.288457e-10,2.652777e-11,6.699096e-13,1.204997e-14
214,4.380000e+00,9.984303e-01,1.125650e-02,5.608362e+00,7.467066e-01,1.378495e-01,1.048130e-01,7.324465e-03,3.176304e-03,1.152755e-04,1.426246e-05,5.918950e-07,2.513142e-08,9.413535e-10,2.745473e-11,7.173228e-13,1.297511e-14
215,4.400000e+00,9.984233e-01,1.126221e-02,5.608011e+00,7.469695e-01,1.369996e-01,1.054059e-01,7.324392e-03,3.170237e-03,1.158789e-04,1.390304e-05,5.712521e-07,2.479315e-08,9.535741e-10,2.843370e-11,7.675571e-13,1.398479e-14
216,4.420000e+00,9.984162e-01,1.126763e-02,5.607676e+00,7.472440e-01,1.361444e-01,1.059894e-01,7.328674e-03,3.162944e-03,1.165457e-04,1.354494e-05,5.503955e-07,2.449941e-08,9.654274e-10,2.947407e-11,8.207864e-13,1.508690e-14
217,4.440000e+00,9.984091e-01,1.127293e-02,5.607355e+00,7.475297e-01,1.352842e-01,1.065633e-01,7.337461e-03,3.154416e-03,1.172747e-04,1.318858e-05,5.293757e-07,2.425492e-08,9.768334e-10,3.058613e-11,8.772149e-13,1.629003e-14
218,4.460000e+00,9.984020e-01,1.127842e-02,5.607049e+00,7.478264e-01,1.344196e-01,1.071271e-01,7.350898e-03,3.144647e-03,1.180647e-04,1.283444e-05,5.082441e-07,2.406410e-08,9.877141e-10,3.178102e-11,9.370813e-13,1.760355e-14
219,4.480000e+00,9.983948e-01,1.128448e-02,5.606758e+00,7.481337e-01,1.335511e-01,1.076805e-01,7.369124e-03,3.133635e-03,1.189143e-04,1.248295e-05,4.870528e-07,2.393103e-08,9.979954e-10,3.307056e-11,1.000663e-12,1.903765e-14
220,4.500000e+00,9.983875e-01,1.129162e-02,5.606481e+00,7.484515e-01,1.326792e-01,1.082232e-01,7.392277e-03,3.121379e-03,1.198218e-04,1.213459e-05,4.658555e-07,2.385935e-08,1.007609e-09,3.446718e-11,1.068282e-12,2.060342e-14
221,4.520000e+00,9.983801e-01,1.130045e-02,5.606218e+00,7.487793e-01,1.318042e-01,1.087551e-01,7.420495e-03,3.107880e-03,1.207855e-04,1.178984e-05,4.447084e-07,2.385218e-08,1.016494e-09,3.598371e-11,1.140305e-12,2.231295e-14
222,4.540000e+00,9.983727e-01,1.131164e-02,5.605969e+00,7.491168e-01,1.309265e-01,1.092760e-01,7.453913e-03,3.093141e-03,1.218031e-04,1.144919e-05,4.236707e-07,2.391210e-08,1.024601e-09,3.763321e-11,1.217152e-12,2.417939e-14
223,4.560000e+00,9.983652e-01,1.132587e-02,5.605732e+00,7.494639e-01,1.300463e-01,1.097856e-01,7.492669e-03,3.077165e-03,1.228723e-04,1.111317e-05,4.028068e-07,2.404107e-08,1.031896e-09,3.942874e-11,1.299294e-12,2.621701e-14
224,4.580000e+00,9.983576e-01,1.134394e-02,5.605509e+00,7.498201e-01,1.291640e-01,1.102839e-01,7.536901e-03,3.059955e-03,1.239902e-04,1.078229e-05,3.821871e-07,2.424037e-08,1.038361e-09,4.138318e-11,1.387255e-12,2.844129e-14
225,4.600000e+00,9.983499e-01,1.136649e-02,5.605297e+00,7.501854e-01,1.282796e-01,1.107708e-01,7.586750e-03,3.041516e-03,1.251536e-04,1.045708e-05,3.618898e-07,2.451064e-08,1.044002e-09,4.350897e-11,1.481615e-12,3.086899e-14
226,4.620000e+00,9.983422e-01,1.139408e-02,5.605097e+00,7.505594e-01,1.273933e-01,1.112462e-01,7.642362e-03,3.021852e-03,1.263590e-04,1.013807e-05,3.420029e-07,2.485182e-08,1.048851e-09,4.581791e-11,1.583007e-12,3.351819e-14
227,4.640000e+00,9.983343e-01,1.142723e-02,5.604908e+00,7.509421e-01,1.265051e-01,1.117102e-01,7.703883e-03,3.000966e-03,1.276026e-04,9.825766e-06,3.226244e-07,2.526318e-08,1.052972e-09,4.832100e-11,1.692113e-12,3.640835e-14
228,4.660000e+00,9.983264e-01,1.146638e-02,5.604730e+00,7.513332e-01,1.256150e-01,1.121628e-01,7.771466e-03,2.978859e-03,1.288802e-04,9.520669e-06,3.038643e-07,2.574342e-08,1.056470e-09,5.102825e-11,1.809664e-12,3.956035e-14
229,4.680000e+00,9.983184e-01,1.151188e-02,5.604563e+00,7.517328e-01,1.247228e-01,1.126038e-01,7.845266e-03,2.955533e-03,1.301872e-04,9.223239e-06,2.858440e-07,2.629073e-08,1.059488e-09,5.394857e-11,1.936434e-12,4.299651e-14
230,4.700000e+00,9.983103e-01,1.156398e-02,5.604405e+00,7.521408e-01,1.238286e-01,1.130334e-01,7.925440e-03,2.930988e-03,1.315189e-04,8.933901e-06,2.686964e-07,2.690290e-08,1.062222e-09,5.708967e-11,2.073234e-12,4.674059e-14
231,4.720000e+00,9.983021e-01,1.162286e-02,5.604258e+00,7.525572e-01,1.229322e-01,1.134514e-01,8.012149e-03,2.905225e-03,1.328705e-04,8.653040e-06,2.525646e-07,2.757749e-08,1.064917e-09,6.045806e-11,2.220909e-12,5.081781e-14
232,4.740000e+00,9.982938e-01,1.168870e-02,5.604120e+00,7.529821e-01,1.220335e-01,1.138577e-01,8.105557e-03,2.878241e-03,1.342368e-04,8.380995e-06,2.375999e-07,2.831194e-08,1.067878e-09,6.405902e-11,2.380328e-12,5.525480e-14
233,4.760000e+00,9.982854e-01,1.176163e-02,5.603992e+00,7.534155e-01,1.211323e-01,1.142523e-01,8.205826e-03,2.850037e-03,1.356129e-04,8.118068e-06,2.239588e-07,2.910385e-08,1.071469e-09,6.789664e-11,2.552379e-12,6.007956e-14
234,4.780000e+00,9.982769e-01,1.184181e-02,5.603873e+00,7.538576e-01,1.202286e-01,1.146350e-01,8.313119e-03,2.820613e-03,1.369935e-04,7.864526e-06,2.117999e-07,2.995109e-08,1.076115e-09,7.197389e-11,2.737963e-12,6.532143e-14
235,4.800000e+00,9.982683e-01,1.192945e-02,5.603764e+00,7.543085e-01,1.193223e-01,1.150054e-01,8.427594e-03,2.789972e-03,1.383735e-04,7.620614e-06,2.012792e-07,3.085207e-08,1.082305e-09,7.629271e-11,2.937986e-12,7.101093e-14
236,4.820000e+00,9.982596e-01,1.202503e-02,5.603665e+00,7.547682e-01,1.184135e-01,1.153634e-01,8.549403e-03,2.758119e-03,1.397476e-04,7.386574e-06,1.925456e-07,3.180590e-08,1.090590e-09,8.085406e-11,3.153351e-12,7.717973e-14
237,4.840000e+00,9.982508e-01,1.212851e-02,5.603575e+00,7.552370e-01,1.175022e-01,1.157086e-01,8.678692e-03,2.725060e-03,1.411106e-04,7.162659e-06,1.857358e-07,3.281261e-08,1.101579e-09,8.565809e-11,3.384949e-12,8.386044e-14
238,4.860000e+00,9.982419e-01,1.224000e-02,5.603496e+00,7.557148e-01,1.165888e-01,1.160404e-01,8.815592e-03,2.690810e-03,1.424572e-04,6.949162e-06,1.809690e-07,3.387326e-08,1.115939e-09,9.070417e-11,3.633654e-12,9.108648e-14
239,4.880000e+00,9.982329e-01,1.235953e-02,5.603427e+00,7.562017e-01,1.156734e-01,1.163586e-01,8.960222e-03,2.655385e-03,1.437819e-04,6.746439e-06,1.783423e-07,3.499018e-08,1.134387e-09,9.599101e-11,3.900309e-12,9.889181e-14
240,4.900000e+00,9.982237e-01,1.248697e-02,5.603368e+00,7.566976e-01,1.147568e-01,1.166623e-01,9.112682e-03,2.618810e-03,1.450790e-04,6.554933e-06,1.779259e-07,3.616694e-08,1.157687e-09,1.015167e-10,4.185719e-12,1.073107e-13
241,4.920000e+00,9.982145e-01,1.262194e-02,5.603321e+00,7.572024e-01,1.138393e-01,1.169512e-01,9.273049e-03,2.581117e-03,1.463424e-04,6.375202e-06,1.797591e-07,3.740851e-08,1.186639e-09,1.072788e-10,4.490634e-12,1.163776e-13
242,4.940000e+00,9.982052e-01,1.276376e-02,5.603284e+00,7.577159e-01,1.129220e-01,1.172244e-01,9.441378e-03,2.542344e-03,1.475657e-04,6.207937e-06,1.838477e-07,3.872118e-08,1.222076e-09,1.132742e-10,4.815743e-12,1.261263e-13
243,4.960000e+00,9.981957e-01,1.291145e-02,5.603259e+00,7.582377e-01,1.120057e-01,1.174813e-01,9.617692e-03,2.502542e-03,1.487420e-04,6.053988e-06,1.901615e-07,4.011255e-08,1.264854e-09,1.194994e-10,5.161654e-12,1.365903e-13
244,4.980000e+00,9.981862e-01,1.306369e-02,5.603245e+00,7.587674e-01,1.110917e-01,1.177211e-01,9.801987e-03,2.461767e-03,1.498637e-04,5.914369e-06,1.986339e-07,4.159140e-08,1.315844e-09,1.259503e-10,5.528880e-12,1.478018e-13
245,5.000000e+00,9.981765e-01,1.321883e-02,5.603243e+00,7.593044e-01,1.101814e-01,1.179430e-01,9.994220e-03,2.420089e-03,1.509226e-04,5.790268e-06,2.091622e-07,4.316748e-08,1.375925e-09,1.326221e-10,5.917820e-12,1.597915e-13
246,5.020000e+00,9.981668e-01,1.337510e-02,5.603252e+00,7.598478e-01,1.092763e-01,1.181462e-01,1.019431e-02,2.377587e-03,1.519096e-04,5.683041e-06,2.216098e-07,4.485135e-08,1.445979e-09,1.395092e-10,6.328743e-12,1.725878e-13
247,5.040000e+00,9.981570e-01,1.352996e-02,5.603272e+00,7.603967e-01,1.083783e-01,1.183299e-01,1.040214e-02,2.334352e-03,1.528150e-04,5.594207e-06,2.358090e-07,4.665401e-08,1.526884e-09,1.466054e-10,6.761768e-12,1.862169e-13
248,5.060000e+00,9.981470e-01,1.368094e-02,5.603304e+00,7.609499e-01,1.074894e-01,1.184933e-01,1.061754e-02,2.290484e-03,1.536282e-04,5.525418e-06,2.515654e-07,4.858664e-08,1.619507e-09,1.539036e-10,7.216845e-12,2.007014e-13
249,5.080000e+00,9.981370e-01,1.382559e-02,5.603346e+00,7.615061e-01,1.066118e-01,1.186355e-01,1.084029e-02,2.246097e-03,1.543376e-04,5.478433e-06,2.686636e-07,5.066017e-08,1.724705e-09,1.613954e-10,7.693737e-12,2.160604e-13
250,5.100000e+00,9.981269e-01,1.396156e-02,5.603399e+00,7.620639e-01,1.057480e-01,1.187559e-01,1.107014e-02,2.201313e-03,1.549311e-04,5.455079e-06,2.868734e-07,5.288493e-08,1.843320e-09,1.690717e-10,8.192003e-12,2.323082e-13
251,5.120000e+00,9.981167e-01,1.408669e-02,5.603462e+00,7.626216e-01,1.049005e-01,1.188536e-01,1.130676e-02,2.156267e-03,1.553960e-04,5.457199e-06,3.059568e-07,5.527019e-08,1.976177e-09,1.769221e-10,8.710981e-12,2.494545e-13
252,5.140000e+00,9.981064e-01,1.419909e-02,5.603533e+00,7.631774e-01,1.040721e-01,1.189280e-01,1.154978e-02,2.111102e-03,1.557190e-04,5.486597e-06,3.256755e-07,5.782375e-08,2.124085e-09,1.849351e-10,9.249779e-12,2.675029e-13
253,5.160000e+00,9.980961e-01,1.429721e-02,5.603613e+00,7.637295e-01,1.032655e-01,1.189784e-01,1.179878e-02,2.065968e-03,1.558867e-04,5.544983e-06,3.457989e-07,6.055155e-08,2.287834e-09,1.930982e-10,9.807264e-12,2.864508e-13
254,5.180000e+00,9.980858e-01,1.437999e-02,5.603700e+00,7.642758e-01,1.024837e-01,1.190043e-01,1.205328e-02,2.021025e-03,1.558857e-04,5.633909e-06,3.661110e-07,6.345725e-08,2.468195e-09,2.013983e-10,1.038206e-11,3.062888e-13
255,5.200000e+00,9.980753e-01,1.444653e-02,5.603794e+00,7.648143e-01,1.017294e-01,1.190052e-01,1.231273e-02,1.976437e-03,1.557030e-04,5.754707e-06,3.864182e-07,6.654193e-08,2.665919e-09,2.098214e-10,1.097256e-11,3.270003e-13
256,5.220000e+00,9.980649e-01,1.449625e-02,5.603893e+00,7.653431e-01,1.010056e-01,1.189806e-01,1.257654e-02,1.932371e-03,1.553261e-04,5.908433e-06,4.065557e-07,6.980381e-08,2.881733e-09,2.183538e-10,1.157692e-11,3.485608e-13
257,5.240000e+00,9.980544e-01,1.452903e-02,5.603998e+00,7.658603e-01,1.003150e-01,1.189304e-01,1.284407e-02,1.888999e-03,1.547439e-04,6.095813e-06,4.263928e-07,7.323805e-08,3.116335e-09,2.269821e-10,1.219307e-11,3.709383e-13
258,5.260000e+00,9.980439e-01,1.454506e-02,5.604107e+00,7.663638e-01,9.966004e-02,1.188542e-01,1.311462e-02,1.846490e-03,1.539461e-04,6.317198e-06,4.458380e-07,7.683667e-08,3.370387e-09,2.356942e-10,1.281877e-11,3.940927e-13
259,5.280000e+00,9.980334e-01,1.454482e-02,5.604219e+00,7.668521e-01,9.904322e-02,1.187521e-01,1.338746e-02,1.805012e-03,1.529245e-04,6.572524e-06,4.648422e-07,8.058853e-08,3.644507e-09,2.444798e-10,1.345160e-11,4.179763e-13
260,5.300000e+00,9.980229e-01,1.452897e-02,5.604335e+00,7.673235e-01,9.846661e-02,1.186242e-01,1.366181e-02,1.764729e-03,1.516726e-04,6.861285e-06,4.834005e-07,8.447950e-08,3.939254e-09,2.533317e-10,1.408903e-11,4.425343e-13
261,5.320000e+00,9.980124e-01,1.449830e-02,5.604453e+00,7.677767e-01,9.793202e-02,1.184707e-01,1.393688e-02,1.725799e-03,1.501861e-04,7.182517e-06,5.015525e-07,8.849262e-08,4.255120e-09,2.622463e-10,1.472846e-11,4.677048e-13
262,5.340000e+00,9.980019e-01,1.445380e-02,5.604574e+00,7.682103e-01,9.744096e-02,1.182919e-01,1.421183e-02,1.688372e-03,1.484631e-04,7.534792e-06,5.193812e-07,9.260844e-08,4.592509e-09,2.712249e-10,1.536724e-11,4.934205e-13
263,5.360000e+00,9.979915e-01,1.439653e-02,5.604697e+00,7.686236e-01,9.699459e-02,1.180883e-01,1.448585e-02,1.652585e-03,1.465042e-04,7.916220e-06,5.370103e-07,9.680548e-08,4.951724e-09,2.802744e-10,1.600276e-11,5.196089e-13
264,5.380000e+00,9.979811e-01,1.432746e-02,5.604822e+00,7.690156e-01,9.659369e-02,1.178607e-01,1.475809e-02,1.618568e-03,1.443125e-04,8.324471e-06,5.545996e-07,1.010606e-07,5.332951e-09,2.894080e-10,1.663248e-11,5.461943e-13
265,5.400000e+00,9.979708e-01,1.424768e-02,5.604949e+00,7.693860e-01,9.623871e-02,1.176098e-01,1.502772e-02,1.586434e-03,1.418938e-04,8.756801e-06,5.723401e-07,1.053498e-07,5.736240e-09,2.986464e-10,1.725404e-11,5.730987e-13
266,5.420000e+00,9.979606e-01,1.415824e-02,5.605079e+00,7.697343e-01,9.592972e-02,1.173366e-01,1.529395e-02,1.556284e-03,1.392564e-04,9.210091e-06,5.904465e-07,1.096483e-07,6.161491e-09,3.080176e-10,1.786523e-11,6.002433e-13
267,5.440000e+00,9.979504e-01,1.406016e-02,5.605211e+00,7.700606e-01,9.566647e-02,1.170419e-01,1.555597e-02,1.528203e-03,1.364113e-04,9.680895e-06,6.091506e-07,1.139316e-07,6.608438e-09,3.175577e-10,1.846412e-11,6.275505e-13
268,5.460000e+00,9.979403e-01,1.395443e-02,5.605347e+00,7.703650e-01,9.544842e-02,1.167270e-01,1.581304e-02,1.502260e-03,1.333716e-04,1.016549e-05,6.286929e-07,1.181757e-07,7.076633e-09,3.273112e-10,1.904908e-11,6.549452e-13
269,5.480000e+00,9.979303e-01,1.384197e-02,5.605486e+00,7.706476e-01,9.527472e-02,1.163931e-01,1.606446e-02,1.478510e-03,1.301526e-04,1.065996e-05,6.493145e-07,1.223578e-07,7.565441e-09,3.373301e-10,1.961881e-11,6.823567e-13
270,5.500000e+00,9.979204e-01,1.372361e-02,5.605628e+00,7.709091e-01,9.514429e-02,1.160413e-01,1.630956e-02,1.456991e-03,1.267716e-04,1.116023e-05,6.712493e-07,1.264567e-07,8.074022e-09,3.476744e-10,2.017237e-11,7.097198e-13
271,5.520000e+00,9.979106e-01,1.360019e-02,5.605774e+00,7.711498e-01,9.505586e-02,1.156731e-01,1.654774e-02,1.437725e-03,1.232474e-04,1.166215e-05,6.947163e-07,1.304531e-07,8.601330e-09,3.584110e-10,2.070925e-11,7.369768e-13
272,5.540000e+00,9.979009e-01,1.347251e-02,5.605925e+00,7.713706e-01,9.500797e-02,1.152897e-01,1.677845e-02,1.420721e-03,1.196005e-04,1.216155e-05,7.199129e-07,1.343302e-07,9.146106e-09,3.696130e-10,2.122928e-11,7.640785e-13
273,5.560000e+00,9.978913e-01,1.334138e-02,5.606081e+00,7.715720e-01,9.499904e-02,1.148924e-01,1.700121e-02,1.405972e-03,1.158522e-04,1.265434e-05,7.470086e-07,1.380736e-07,9.706882e-09,3.813592e-10,2.173275e-11,7.909853e-13
274,5.580000e+00,9.978819e-01,1.320769e-02,5.606241e+00,7.717548e-01,9.502740e-02,1.144826e-01,1.721558e-02,1.393460e-03,1.120248e-04,1.313654e-05,7.761407e-07,1.416721e-07,1.028198e-08,3.937321e-10,2.222030e-11,8.176686e-13
275,5.600000e+00,9.978725e-01,1.307232e-02,5.606407e+00,7.719200e-01,9.509130e-02,1.140616e-01,1.742122e-02,1.383155e-03,1.081412e-04,1.360436e-05,8.074099e-07,1.451170e-07,1.086951e-08,4.068175e-10,2.269295e-11,8.441107e-13
276,5.620000e+00,9.978633e-01,1.293624e-02,5.606578e+00,7.720683e-01,9.518898e-02,1.136306e-01,1.761782e-02,1.375016e-03,1.042245e-04,1.405423e-05,8.408788e-07,1.484028e-07,1.146741e-08,4.207024e-10,2.315207e-11,8.703059e-13
277,5.640000e+00,9.978542e-01,1.280048e-02,5.606756e+00,7.722005e-01,9.531865e-02,1.131909e-01,1.780514e-02,1.368993e-03,1.002982e-04,1.448288e-05,8.765701e-07,1.515273e-07,1.207343e-08,4.354739e-10,2.359931e-11,8.962605e-13
278,5.660000e+00,9.978452e-01,1.266608e-02,5.606939e+00,7.723175e-01,9.547857e-02,1.127436e-01,1.798300e-02,1.365028e-03,9.638521e-05,1.488736e-05,9.144674e-07,1.544907e-07,1.268515e-08,4.512177e-10,2.403659e-11,9.219918e-13
279,5.680000e+00,9.978364e-01,1.253410e-02,5.607128e+00,7.724201e-01,9.566701e-02,1.122897e-01,1.815127e-02,1.363056e-03,9.250848e-05,1.526509e-05,9.545159e-07,1.572966e-07,1.330004e-08,4.680164e-10,2.446605e-11,9.475285e-13
280,5.700000e+00,9.978277e-01,1.240556e-02,5.607323e+00,7.725090e-01,9.588231e-02,1.118304e-01,1.830986e-02,1.363007e-03,8.869027e-05,1.561385e-05,9.966255e-07,1.599509e-07,1.391544e-08,4.859479e-10,2.488998e-11,9.729091e-13
281,5.720000e+00,9.978191e-01,1.228145e-02,5.607524e+00,7.725850e-01,9.612289e-02,1.113664e-01,1.845875e-02,1.364806e-03,8.495217e-05,1.593184e-05,1.040673e-06,1.624624e-07,1.452860e-08,5.050845e-10,2.531077e-11,9.981810e-13
282,5.740000e+00,9.978107e-01,1.216250e-02,5.607731e+00,7.726488e-01,9.638723e-02,1.108988e-01,1.859795e-02,1.368373e-03,8.131493e-05,1.621764e-05,1.086506e-06,1.648419e-07,1.513671e-08,5.254911e-10,2.573085e-11,1.023399e-12
283,5.760000e+00,9.978023e-01,1.204935e-02,5.607944e+00,7.727011e-01,9.667393e-02,1.104282e-01,1.872749e-02,1.373627e-03,7.779827e-05,1.647025e-05,1.133948e-06,1.671028e-07,1.573695e-08,5.472247e-10,2.615265e-11,1.048626e-12
284,5.780000e+00,9.977941e-01,1.194246e-02,5.608163e+00,7.727425e-01,9.698165e-02,1.099554e-01,1.884747e-02,1.380484e-03,7.442084e-05,1.668903e-05,1.182801e-06,1.692603e-07,1.632646e-08,5.703334e-10,2.657854e-11,1.073925e-12
285,5.800000e+00,9.977860e-01,1.184202e-02,5.608388e+00,7.727737e-01,9.730915e-02,1.094809e-01,1.895797e-02,1.388858e-03,7.120007e-05,1.687374e-05,1.232851e-06,1.713315e-07,1.690244e-08,5.948557e-10,2.701075e-11,1.099366e-12
286,5.820000e+00,9.977780e-01,1.174806e-02,5.608619e+00,7.727950e-01,9.765528e-02,1.090052e-01,1.905914e-02,1.398665e-03,6.815211e-05,1.702449e-05,1.283872e-06,1.733352e-07,1.746210e-08,6.208204e-10,2.745137e-11,1.125019e-12
287,5.840000e+00,9.977702e-01,1.166036e-02,5.608856e+00,7.728073e-01,9.801899e-02,1.085288e-01,1.915112e-02,1.409818e-03,6.529181e-05,1.714171e-05,1.335629e-06,1.752917e-07,1.800276e-08,6.482466e-10,2.790225e-11,1.150952e-12
288,5.860000e+00,9.977624e-01,1.157854e-02,5.609098e+00,7.728108e-01,9.839931e-02,1.080521e-01,1.923408e-02,1.422234e-03,6.263267e-05,1.722616e-05,1.387883e-06,1.772227e-07,1.852180e-08,6.771435e-10,2.836504e-11,1.177233e-12
289,5.880000e+00,9.977548e-01,1.150216e-02,5.609347e+00,7.728062e-01,9.879532e-02,1.075754e-01,1.930820e-02,1.435830e-03,6.018684e-05,1.727886e-05,1.440394e-06,1.791511e-07,1.901674e-08,7.075109e-10,2.884109e-11,1.203923e-12
290,5.900000e+00,9.977472e-01,1.143063e-02,5.609602e+00,7.727939e-01,9.920623e-02,1.070987e-01,1.937366e-02,1.450523e-03,5.796514e-05,1.730108e-05,1.492922e-06,1.811009e-07,1.948524e-08,7.393392e-10,2.933153e-11,1.231080e-12
291,5.920000e+00,9.977398e-01,1.136326e-02,5.609863e+00,7.727744e-01,9.963129e-02,1.066224e-01,1.943065e-02,1.466236e-03,5.597710e-05,1.729434e-05,1.545231e-06,1.830969e-07,1.992510e-08,7.726100e-10,2.983718e-11,1.258751e-12
292,5.940000e+00,9.977324e-01,1.129947e-02,5.610130e+00,7.727481e-01,1.000698e-01,1.061465e-01,1.947936e-02,1.482892e-03,5.423100e-05,1.726034e-05,1.597092e-06,1.851647e-07,2.033430e-08,8.072961e-10,3.035863e-11,1.286979e-12
293,5.960000e+00,9.977252e-01,1.123874e-02,5.610403e+00,7.727156e-01,1.005212e-01,1.056710e-01,1.951999e-02,1.500418e-03,5.273389e-05,1.720096e-05,1.648282e-06,1.873305e-07,2.071099e-08,8.433620e-10,3.089624e-11,1.315792e-12
294,5.980000e+00,9.977180e-01,1.118067e-02,5.610683e+00,7.726771e-01,1.009850e-01,1.051959e-01,1.955271e-02,1.518744e-03,5.149167e-05,1.711823e-05,1.698591e-06,1.896205e-07,2.105353e-08,8.807645e-10,3.145016e-11,1.345211e-12
295,6.000000e+00,9.977109e-01,1.112504e-02,5.610971e+00,7.726333e-01,1.014606e-01,1.047210e-01,1.957771e-02,1.537803e-03,5.050914e-05,1.701430e-05,1.747818e-06,1.920614e-07,2.136051e-08,9.194524e-10,3.202041e-11,1.375243e-12
296,6.020000e+00,9.977039e-01,1.107176e-02,5.611266e+00,7.725845e-01,1.019478e-01,1.042464e-01,1.959515e-02,1.557531e-03,4.979005e-05,1.689144e-05,1.795773e-06,1.946798e-07,2.163069e-08,9.593674e-10,3.260683e-11,1.405883e-12
297,6.040000e+00,9.976970e-01,1.102087e-02,5.611568e+00,7.725311e-01,1.024460e-01,1.037716e-01,1.960519e-02,1.577868e-03,4.933714e-05,1.675198e-05,1.842282e-06,1.975019e-07,2.186310e-08,1.000445e-09,3.320922e-11,1.437115e-12
