nu_Hz,N0,value
30.338983050847457,495353.52089591697,0.3041118804601799
30.338983050847457,556881.3990945267,0.27692069987775525
30.338983050847457,626051.6572014815,0.2521607307966609
30.338983050847457,703813.5554931562,0.22961459430073367
30.338983050847457,791234.2618981326,0.20908434770680312
30.338983050847457,889513.4973108236,0.19038974673675454
30.338983050847457,1.0e6,0.17336666307186277
34.40677966101695,1000.0,32.19751642433718
34.40677966101695,1124.2100350620863,29.318679589436307
34.40677966101695,1263.8482029342983,26.697244642704568
34.40677966101695,1420.8308325339224,24.31019682650456
34.40677966101695,1597.312280060254,22.13657917334507
34.40677966101695,1795.714494371641,20.15730851522822
34.40677966101695,2018.7602546790388,18.355007943925855
34.40677966101695,2269.5105366946686,16.713854251278583
34.40677966101695,2551.4065200312875,15.21943901012739
34.40677966101695,2868.3168133420118,13.858642076244491
34.40677966101695,3224.590545296395,12.619516400680174
34.40677966101695,3625.1170499885316,11.491183141241157
34.40677966101695,4075.392965871778,10.46373615223699
34.40677966101695,4581.597669054491,9.528155013967133
34.40677966101695,5150.678076168122,8.676225838395052
34.40677966101695,5790.443980602489,7.900469155727103
34.40677966101695,6509.6752304581705,7.194074248779754
34.40677966101695,7318.2422190761745,6.5508393586270275
34.40677966101695,8227.241341700466,5.965117236566734
34.40677966101695,9249.147277217335,5.431765564381538
34.40677966101695,10397.984184814899,4.946101807612148
34.40677966101695,11689.518164985777,4.503862105479073
34.40677966101695,13141.473626117553,4.101163836529148
34.40677966101695,14773.776525985128,3.7344715313537242
34.40677966101695,16608.827826277167,3.4005658331110036
34.40677966101695,18671.810912919205,3.096515233342831
34.40677966101695,20991.037201085546,2.819650334942128
34.40677966101695,23598.33466782194,2.5675404163138595
34.40677966101695,26529.484644318945,2.3379720909757586
34.40677966101695,29824.71286216888,2.1289298752418855
34.40677966101695,33529.2414924956,1.9385784933839119
34.40677966101695,37693.909753883636,1.7652467649192323
34.40677966101695,42375.87160604064,1.607412932565074
34.40677966101695,47639.380104013406,1.463691302046187
34.40677966101695,53556.669177068965,1.332820076460926
34.40677966101695,60208.94493336126,1.2136502783981515
34.40677966101695,67687.50009458528,1.1051356625472417
34.40677966101695,76094.96685459884,1.0063235302394582
34.40677966101695,85546.72535565685,0.9163463652774099
34.40677966101695,96172.48711152964,0.8344142176197682
34.40677966101695,108118.07510766077,0.7598077680542025
34.40677966101695,121547.4250076286,0.6918720129701582
34.40677966101695,136644.83492953243,0.6300105137872594
34.40677966101695,153617.49466718297,0.5736801605524768
34.40677966101695,172698.3290659436,0.5223864037333338
34.40677966101695,194149.19457438815,0.47567891234489257
34.40677966101695,218264.47283974872,0.4331476202912926
34.40677966101695,245375.11066398167,0.3944191262108706
34.40677966101695,275853.1617629181,0.3591534152174911
34.40677966101695,310116.8926574775,0.3270408737567763
34.40677966101695,348636.52276780875,0.29779957136931834
34.40677966101695,391940.6774847221,0.271172785496242
34.40677966101695,440623.6427773573,0.24692674759627598
34.40677966101695,495353.52089591697,0.22484859078648206
34.40677966101695,556881.3990945267,0.20474448098805043
34.40677966101695,626051.6572014815,0.18643791516965302
34.40677966101695,703813.5554931562,0.16976817174786418
34.40677966101695,791234.2618981326,0.15458889954002056
34.40677966101695,889513.4973108236,0.14076683288129488
34.40677966101695,1.0e6,0.12818062162542626
38.47457627118644,1000.0,24.623558016590376
38.47457627118644,1124.2100350620863,22.421922185731777
38.47457627118644,1263.8482029342983,20.41713850469059
38.47457627118644,1420.8308325339224,18.591606074923813
38.47457627118644,1597.312280060254,16.92929772532695
38.47457627118644,1795.714494371641,15.41561930248324
38.47457627118644,2018.7602546790388,14.037281542020049
38.47457627118644,2269.5105366946686,12.782183396173739
38.47457627118644,2551.4065200312875,11.639305793243198
38.47457627118644,2868.3168133420118,10.598614896198216
38.47457627118644,3224.590545296395,9.650974011106788
38.47457627118644,3625.1170499885316,8.788063371985428
38.47457627118644,4075.392965871778,8.002307097827833
38.47457627118644,4581.597669054491,7.28680668053471
38.47457627118644,5150.678076168122,6.63528041980521
38.47457627118644,5790.443980602489,6.042008273261835
38.47457627118644,6509.6752304581705,5.50178163762312
38.47457627118644,7318.2422190761745,5.009857620030301
38.47457627118644,8227.241341700466,4.561917398055587
38.47457627118644,9249.147277217335,4.154028302815593
38.47457627118644,10397.984184814899,3.782609292300639
38.47457627118644,11689.518164985777,3.4443995117946375
38.47457627118644,13141.473626117553,3.1364296653634423
38.47457627118644,14773.776525985128,2.85599594706897
38.47457627118644,16608.827826277167,2.6006363030395607
38.47457627118644,18671.810912919205,2.36810881599054
38.47457627118644,20991.037201085546,2.1563720224230085
38.47457627118644,23598.33466782194,1.9635669896966719
38.47457627118644,26529.484644318945,1.7880009956232463
38.47457627118644,29824.71286216888,1.6281326672962548
38.47457627118644,33529.2414924956,1.482558448684316
38.47457627118644,37693.909753883636,1.350000278180835
38.47457627118644,42375.87160604064,1.2292943679257269
38.47457627118644,47639.380104013406,1.1193809863878326
38.47457627118644,53556.669177068965,1.019295154504689
38.47457627118644,60208.94493336126,0.9281581736968751
38.47457627118644,67687.50009458528,0.8451699113775742
38.47457627118644,76094.96685459884,0.7696017762283491
38.47457627118644,85546.72535565685,0.7007903215679321
38.47457627118644,96172.48711152964,0.6381314206551008
38.47457627118644,108118.07510766077,0.5810749627880297
38.47457627118644,121547.4250076286,0.5291200236347599
38.47457627118644,136644.83492953243,0.4818104673929627
38.47457627118644,153617.49466718297,0.43873094216836317
38.47457627118644,172698.3290659436,0.3995032334134618
38.47457627118644,194149.19457438815,0.36378294341173534
38.47457627118644,218264.47283974872,0.3312564676550287
38.47457627118644,245375.11066398167,0.30163824156838476
38.47457627118644,275853.1617629181,0.2746682334100716
38.47457627118644,310116.8926574775,0.2501096613358486
38.47457627118644,348636.52276780875,0.2277469145845497
38.47457627118644,391940.6774847221,0.20738366053413976
38.47457627118644,440623.6427773573,0.1888411210092282
38.47457627118644,495353.52089591697,0.1719565027069788
38.47457627118644,556881.3990945267,0.15658156796140937
38.47457627118644,626051.6572014815,0.1425813332981819
38.47457627118644,703813.5554931562,0.12983288435390772
38.47457627118644,791234.2618981326,0.1182242967556129
38.47457627118644,889513.4973108236,0.1076536534862751
38.47457627118644,1.0e6,0.09802815010944677
42.54237288135593,1000.0,19.346211567472896
42.54237288135593,1124.2100350620863,17.61643260743707
42.54237288135593,1263.8482029342983,16.04131624065092
42.54237288135593,1420.8308325339224,14.607033811370966
42.54237288135593,1597.312280060254,13.300993108398242
42.54237288135593,1795.714494371641,12.111727812386881
42.54237288135593,2018.7602546790388,11.028796827864198
42.54237288135593,2269.5105366946686,10.042692616152557
42.54237288135593,2551.4065200312875,9.14475772440688
42.54237288135593,2868.3168133420118,8.327108777938204
42.54237288135593,3224.590545296395,7.582567268518091
42.54237288135593,3625.1170499885316,6.904596531022829
42.54237288135593,4075.392965871778,6.287244355107396
42.54237288135593,4581.597669054491,5.7250907280709775
42.54237288135593,5150.678076168122,5.2132002501252215
42.54237288135593,5790.443980602489,4.7470788042974625
42.54237288135593,6509.6752304581705,4.322634100554445
42.54237288135593,7318.2422190761745,3.936139747745649
42.54237288135593,8227.241341700466,3.5842025379376756
42.54237288135593,9249.147277217335,3.2637326559140765
42.54237288135593,10397.984184814899,2.971916552296459
42.54237288135593,11689.518164985777,2.7061922421277496
42.54237288135593,13141.473626117553,2.4642268120527886
42.54237288135593,14773.776525985128,2.2438959386216366
42.54237288135593,16608.827826277167,2.0432652378975997
42.54237288135593,18671.810912919205,1.8605732826297119
42.54237288135593,20991.037201085546,1.694216137889871
42.54237288135593,23598.33466782194,1.5427332794059723
42.54237288135593,26529.484644318945,1.4047947709617523
42.54237288135593,29824.71286216888,1.2791895882879745
42.54237288135593,33529.2414924956,1.1648149869351319
42.54237288135593,37693.909753883636,1.0606668207834478
42.54237288135593,42375.87160604064,0.9658307261919857
42.54237288135593,47639.380104013406,0.879474094388581
42.54237288135593,53556.669177068965,0.8008387616225675
42.54237288135593,60208.94493336126,0.7292343529038627
42.54237288135593,67687.50009458528,0.6640322208901056
42.54237288135593,76094.96685459884,0.604659926708603
42.54237288135593,85546.72535565685,0.5505962142577435
42.54237288135593,96172.48711152964,0.5013664338649909
42.54237288135593,108118.07510766077,0.4565383751237134
42.54237288135593,121547.4250076286,0.415718472323431
42.54237288135593,136644.83492953243,0.37854834915924795
42.54237288135593,153617.49466718297,0.3447016723849225
42.54237288135593,172698.3290659436,0.31388128678637467
42.54237288135593,194149.19457438815,0.2858166063222726
42.54237288135593,218264.47283974872,0.2602612385273524
42.54237288135593,245375.11066398167,0.23699082132203236
42.54237288135593,275853.1617629181,0.21580105323670332
42.54237288135593,310116.8926574775,0.19650589975714372
42.54237288135593,348636.52276780875,0.17893596004376222
42.54237288135593,391940.6774847221,0.16293697968535908
42.54237288135593,440623.6427773573,0.14836849643019862
42.54237288135593,495353.52089591697,0.1351026070046633
42.54237288135593,556881.3990945267,0.12302284419282805
42.54237288135593,626051.6572014815,0.11202315431833568
42.54237288135593,703813.5554931562,0.1020069661514232
42.54237288135593,791234.2618981326,0.09288634306661799
42.54237288135593,889513.4973108236,0.08458121100750997
42.54237288135593,1.0e6,0.07701865548055971
46.610169491525426,1000.0,15.538689881834282
46.610169491525426,1124.2100350620863,14.149348163411757
46.610169491525426,1263.8482029342983,12.884229942930697
46.610169491525426,1420.8308325339224,11.73222817794347
46.610169491525426,1597.312280060254,10.683228926293236
46.610169491525426,1795.714494371641,9.728022551262251
46.610169491525426,2018.7602546790388,8.858222866024674
46.610169491525426,2269.5105366946686,8.066193507536719
46.610169491525426,2551.4065200312875,7.344980893467434
46.610169491525426,2868.3168133420118,6.688253173568688
46.610169491525426,3224.590545296395,6.090244639511122
46.610169491525426,3625.1170499885316,5.54570510513481
46.610169491525426,4075.392965871778,5.049853812701195
46.610169491525426,4581.597669054491,4.598337460468507
46.610169491525426,5150.678076168122,4.18719198309575
46.610169491525426,5790.443980602489,3.8128077493283787
46.610169491525426,6509.6752304581705,3.471897871420366
46.610169491525426,7318.2422190761745,3.1614693480668072
46.610169491525426,8227.241341700466,2.8787967874979645
46.610169491525426,9249.147277217335,2.6213984800378527
46.610169491525426,10397.984184814899,2.3870146100576854
46.610169491525426,11689.518164985777,2.173587416037019
46.610169491525426,13141.473626117553,1.979243124548915
46.610169491525426,14773.776525985128,1.8022754995594006
46.610169491525426,16608.827826277167,1.6411308626131431
46.610169491525426,18671.810912919205,1.4943944523907629
46.610169491525426,20991.037201085546,1.3607780038822619
46.610169491525426,23598.33466782194,1.2391084381284867
46.610169491525426,26529.484644318945,1.1283175632327935
46.610169491525426,29824.71286216888,1.0274326962234572
46.610169491525426,33529.2414924956,0.9355681234319378
46.610169491525426,37693.909753883636,0.8519173244138143
46.610169491525426,42375.87160604064,0.7757458911426789
46.610169491525426,47639.380104013406,0.706385080311428
46.610169491525426,53556.669177068965,0.6432259421336821
46.610169491525426,60208.94493336126,0.585713974099446
46.610169491525426,67687.50009458528,0.5333442527479216
46.610169491525426,76094.96685459884,0.4856570007171143
