t,AR,ell_angle,field_angle,lag,Lz,Fmag,Fz,Nv
3.72000,1.2542,-0.4481,0.0204,0.4685,1.6939,5.9970,0.0959,10
3.84000,1.3934,-0.2270,0.1224,0.3494,1.5215,5.9961,0.4906,20
3.96000,1.5885,-0.1187,0.2244,0.3431,1.3151,5.9966,0.4205,12
4.08000,1.8206,-0.0630,0.3264,0.3894,1.1587,5.9959,0.0320,8
4.20000,2.0708,-0.0301,0.4284,0.4585,1.0465,5.9923,0.3268,2
4.32000,2.3097,-0.0088,0.5304,0.5392,0.9614,5.9893,0.4875,2
4.44000,2.4802,0.0070,0.6324,0.6254,0.9105,5.9859,0.0922,0
4.56000,2.5258,0.0211,0.7344,0.7133,0.9047,5.9836,0.2483,0
4.68000,2.4347,0.0355,0.8364,0.8009,0.9517,5.9850,0.6119,0
4.80000,2.2352,0.0516,0.9384,0.8869,1.0210,5.9857,0.3434,0
4.92000,1.9810,0.0729,1.0404,0.9675,1.1358,5.9854,0.1578,0
5.04000,1.7230,0.1043,1.1424,1.0381,1.2319,5.9856,0.5083,1
5.16000,1.4898,0.1580,1.2444,1.0864,1.3276,5.9862,0.5551,4
5.28000,1.2936,0.2677,1.3464,1.0787,1.4055,5.9866,0.1693,2
5.40000,1.1557,0.5604,1.4484,0.8880,1.4525,5.9864,0.2417,7
5.52000,1.1599,1.1208,1.5504,0.4296,1.4364,5.9854,0.5610,18
5.64000,1.2951,1.3866,1.6524,0.2658,1.3621,5.9848,0.3076,30
5.76000,1.4736,1.4827,1.7544,0.2717,1.2823,5.9842,0.0884,24
5.88000,1.6705,1.5243,1.8564,0.3321,1.2260,5.9816,0.4157,15
6.00000,1.8668,1.5485,1.9584,0.4099,1.1499,5.9792,0.3655,5
6.12000,2.0335,1.5631,2.0604,0.4973,1.0848,5.9746,0.0427,6
6.24000,2.1371,-1.5681,2.1624,0.5889,1.0096,5.9696,0.3312,6
6.36000,2.1582,-1.5595,2.2644,0.6823,0.9395,5.9698,0.5267,0
6.48000,2.0927,-1.5509,2.3664,0.7757,0.9194,5.9725,0.2175,0
6.60000,1.9598,-1.5422,2.4684,0.8690,0.9464,5.9736,0.2521,0
6.72000,1.7888,-1.5293,2.5704,0.9581,1.0070,5.9727,0.5871,0
6.84000,1.6036,-1.5083,2.6724,1.0391,1.0835,5.9725,0.4395,0
6.96000,1.4205,-1.4739,2.7744,1.1067,1.1438,5.9730,0.1520,1
7.08000,1.2527,-1.3969,2.8764,1.1317,1.2079,5.9727,0.3824,12
7.20000,1.1194,-1.1556,2.9784,0.9925,1.2441,5.9725,0.5557,14
7.32000,1.1045,-0.4708,3.0804,0.4097,1.2003,5.9725,0.2314,25
7.44000,1.2263,-0.1844,0.0408,0.2252,1.1492,5.9714,0.1779,41
7.56000,1.3827,-0.0975,0.1428,0.2404,1.0815,5.9697,0.4916,23
7.68000,1.5549,-0.0580,0.2448,0.3028,1.0813,5.9680,0.3256,21
7.80000,1.7268,-0.0338,0.3468,0.3806,1.0825,5.9644,0.0697,8
7.92000,1.8753,-0.0159,0.4488,0.4647,0.9907,5.9599,0.3690,5
8.04000,1.9726,-0.0030,0.5508,0.5538,0.8427,5.9557,0.3921,2
8.16000,1.9986,0.0080,0.6528,0.6448,0.7308,5.9509,0.1555,0
8.28000,1.9566,0.0173,0.7548,0.7375,0.6684,5.9539,0.3583,0
8.40000,1.8633,0.0286,0.8568,0.8282,0.6818,5.9568,0.5397,0
8.52000,1.7365,0.0439,0.9588,0.9149,0.7424,5.9546,0.3039,0
8.64000,1.5903,0.0602,1.0608,1.0006,0.7829,5.9537,0.2358,0
8.76000,1.4402,0.0909,1.1628,1.0719,0.8590,5.9555,0.4957,7
8.88000,1.2962,0.1485,1.2648,1.1163,0.9564,5.9558,0.4541,16
9.00000,1.1676,0.2764,1.3668,1.0904,0.9946,5.9553,0.1874,19
9.12000,1.0871,0.7018,1.4688,0.7670,0.9982,5.9555,0.3160,41
9.24000,1.1386,1.2442,1.5708,0.3266,0.9845,5.9552,0.5022,42
9.36000,1.2582,1.4070,1.6728,0.2658,0.9784,5.9543,0.2489,35
9.48000,1.3956,1.4740,1.7748,0.3008,0.9817,5.9520,0.1636,25
9.60000,1.5375,1.5169,1.8768,0.3599,0.9526,5.9492,0.4159,6
9.72000,1.6706,1.5410,1.9788,0.4378,0.8661,5.9463,0.2750,6
9.84000,1.7705,1.5595,2.0808,0.5213,0.7468,5.9403,0.1317,8
9.96000,1.8234,-1.5677,2.1828,0.6090,0.6427,5.9372,0.4200,2
10.08000,1.8270,-1.5563,2.2848,0.6995,0.5514,5.9385,0.4439,0
10.20000,1.7831,-1.5479,2.3868,0.7931,0.4801,5.9380,0.1983,0
10.32000,1.6998,-1.5366,2.4888,0.8838,0.4766,5.9377,0.3307,0
10.44000,1.5909,-1.5230,2.5908,0.9722,0.5204,5.9389,0.5499,2
10.56000,1.4679,-1.5045,2.6928,1.0558,0.5351,5.9390,0.3480,7
10.68000,1.3419,-1.4592,2.7948,1.1125,0.6194,5.9388,0.1969,6
10.80000,1.2191,-1.3763,2.8968,1.1316,0.7120,5.9390,0.4394,16
10.92000,1.1134,-1.1597,2.9988,1.0169,0.8348,5.9394,0.4746,19
11.04000,1.0867,-0.5334,3.1008,0.4926,0.8722,5.9393,0.1927,23
11.16000,1.1815,-0.2060,0.0612,0.2672,0.9074,5.9382,0.2594,24
11.28000,1.3080,-0.1110,0.1632,0.2742,0.9448,5.9362,0.4756,29
11.40000,1.4421,-0.0642,0.2652,0.3294,0.9537,5.9341,0.2352,10
11.52000,1.5684,-0.0331,0.3672,0.4003,0.8868,5.9308,0.1357,12
11.64000,1.6691,-0.0097,0.4692,0.4790,0.7538,5.9278,0.4161,4
11.76000,1.7317,0.0038,0.5712,0.5675,0.5954,5.9239,0.3366,2
11.88000,1.7488,0.0116,0.6732,0.6616,0.4359,5.9218,0.1805,0
12.00000,1.7249,0.0187,0.7752,0.7565,0.3416,5.9237,0.3973,0
12.12000,1.6662,0.0260,0.8772,0.8513,0.3300,5.9236,0.4808,0
12.24000,1.5791,0.0364,0.9792,0.9428,0.3924,5.9225,0.2649,6
12.36000,1.4740,0.0556,1.0812,1.0256,0.4349,5.9230,0.2912,2
12.48000,1.3596,0.0887,1.1832,1.0945,0.5245,5.9235,0.4982,4
12.60000,1.2428,0.1424,1.2852,1.1428,0.6085,5.9235,0.3816,17
12.72000,1.1380,0.2926,1.3872,1.0947,0.7282,5.9240,0.2041,24
12.84000,1.0769,0.7581,1.4892,0.7311,0.9557,5.9236,0.3716,28
12.96000,1.1316,1.2542,1.5912,0.3371,1.0689,5.9227,0.4443,32
13.08000,1.2358,1.4121,1.6932,0.2811,1.1415,5.9213,0.2155,28
13.20000,1.3515,1.4798,1.7952,0.3154,1.1773,5.9198,0.2331,21
13.32000,1.4641,1.5213,1.8972,0.3759,1.1099,5.9186,0.3993,17
13.44000,1.5603,1.5491,1.9992,0.4501,0.9308,5.9147,0.2406,19
13.56000,1.6257,1.5657,2.1012,0.5355,0.7939,5.9087,0.2078,8
13.68000,1.6555,-1.5642,2.2032,0.6258,0.6225,5.9096,0.4318,4
13.80000,1.6504,-1.5555,2.3052,0.7191,0.4762,5.9101,0.3748,1
13.92000,1.6125,-1.5455,2.4072,0.8112,0.4291,5.9065,0.2226,0
14.04000,1.5492,-1.5358,2.5092,0.9034,0.4204,5.9076,0.3774,2
14.16000,1.4688,-1.5179,2.6112,0.9876,0.4658,5.9087,0.4961,7
14.28000,1.3767,-1.4952,2.7132,1.0668,0.5289,5.9078,0.3007,4
14.40000,1.2795,-1.4523,2.8152,1.1259,0.5753,5.9078,0.2497,16
14.52000,1.1862,-1.3532,2.9172,1.1289,0.6478,5.9084,0.4560,26
14.64000,1.1077,-1.1221,3.0192,0.9997,0.7401,5.9081,0.3970,38
14.76000,1.0950,-0.6151,3.1212,0.5947,0.8396,5.9072,0.1931,35
14.88000,1.1603,-0.2929,0.0816,0.3745,1.0159,5.9062,0.3314,34
15.00000,1.2519,-0.1573,0.1836,0.3410,1.0881,5.9050,0.4259,31
15.12000,1.3484,-0.0823,0.2856,0.3679,1.0858,5.9032,0.1983,24
15.24000,1.4386,-0.0370,0.3876,0.4246,0.9321,5.9009,0.2268,10
15.36000,1.5102,-0.0123,0.4896,0.5020,0.8515,5.8984,0.4225,8
15.48000,1.5545,0.0022,0.5916,0.5895,0.7386,5.8952,0.3039,9
15.60000,1.5696,0.0132,0.6936,0.6804,0.6054,5.8931,0.2113,0
15.72000,1.5567,0.0252,0.7956,0.7704,0.4918,5.8934,0.4051,2
15.84000,1.5198,0.0412,0.8976,0.8564,0.4470,5.8933,0.4452,0
15.96000,1.4618,0.0583,0.9996,0.9414,0.4690,5.8925,0.2649,3
16.08000,1.3901,0.0879,1.1016,1.0137,0.5492,5.8927,0.3142,3
16.20000,1.3103,0.1351,1.2036,1.0686,0.6318,5.8925,0.4775,4
16.32000,1.2279,0.2159,1.3056,1.0897,0.7860,5.8929,0.3519,15
16.44000,1.1512,0.3668,1.4076,1.0408,0.8824,5.8930,0.2211,26
16.56000,1.1071,0.6938,1.5096,0.8158,0.9950,5.8920,0.3818,25
16.68000,1.1313,1.0806,1.6116,0.5310,1.1030,5.8908,0.4133,49
16.80000,1.1958,1.3055,1.7136,0.4081,1.1861,5.8897,0.2117,35
16.92000,1.2791,1.4129,1.8156,0.4027,1.2321,5.8888,0.2665,30
17.04000,1.3591,1.4890,1.9176,0.4286,1.2712,5.8875,0.4042,19
17.16000,1.4285,1.5418,2.0196,0.4778,1.2150,5.8848,0.2540,11
17.28000,1.4782,-1.5693,2.1216,0.5494,1.0964,5.8818,0.2309,10
17.40000,1.5023,-1.5496,2.2236,0.6316,0.9668,5.8812,0.4144,10
17.52000,1.5000,-1.5340,2.3256,0.7180,0.8721,5.8805,0.3698,2
17.64000,1.4728,-1.5219,2.4276,0.8079,0.7585,5.8791,0.2433,2
17.76000,1.4265,-1.5073,2.5296,0.8954,0.7325,5.8780,0.3667,3
17.88000,1.3654,-1.4818,2.6316,0.9719,0.7889,5.8786,0.4560,6
18.00000,1.2977,-1.4294,2.7336,1.0214,0.7982,5.8790,0.3086,7
18.12000,1.2294,-1.3488,2.8356,1.0429,0.7792,5.8792,0.2762,16
18.24000,1.1679,-1.2130,2.9376,1.0090,0.8403,5.8789,0.4194,32
18.36000,1.1222,-0.9757,3.0396,0.8737,0.9991,5.8784,0.3712,44
18.48000,1.1168,-0.6300,0.0000,0.6301,1.1128,5.8770,0.2330,65
18.60000,1.1561,-0.3551,0.1020,0.4572,1.2708,5.8758,0.3262,48
18.72000,1.2197,-0.2050,0.2040,0.4090,1.3283,5.8739,0.3872,40
18.84000,1.2864,-0.1152,0.3060,0.4212,1.3173,5.8719,0.2424,32
18.96000,1.3476,-0.0689,0.4080,0.4769,1.1968,5.8698,0.2601,24
19.08000,1.3938,-0.0330,0.5100,0.5430,1.0274,5.8684,0.3963,25
19.20000,1.4221,-0.0148,0.6120,0.6268,0.8655,5.8663,0.3197,18
19.32000,1.4293,0.0032,0.7140,0.7109,0.7667,5.8651,0.2478,8
19.44000,1.4156,0.0167,0.8160,0.7993,0.6795,5.8645,0.3834,4
19.56000,1.3842,0.0337,0.9180,0.8844,0.6070,5.8636,0.4148,3
19.68000,1.3382,0.0597,1.0200,0.9603,0.5759,5.8639,0.2780,20
19.80000,1.2812,0.0949,1.1220,1.0271,0.5961,5.8639,0.3092,17
19.92000,1.2211,0.1654,1.2240,1.0586,0.7649,5.8627,0.4345,23
20.04000,1.1645,0.2883,1.3260,1.0377,0.8688,5.8621,0.3448,32
20.16000,1.1274,0.5116,1.4280,0.9165,0.8997,5.8621,0.2490,65
20.28000,1.1224,0.8059,1.5300,0.7241,1.0488,5.8611,0.3638,55
20.40000,1.1491,1.0570,1.6320,0.5750,1.2364,5.8599,0.3851,57
20.52000,1.1921,1.2269,1.7340,0.5072,1.3837,5.8583,0.2441,46
20.64000,1.2440,1.3339,1.8360,0.5021,1.4710,5.8564,0.2836,47
20.76000,1.2915,1.4141,1.9380,0.5240,1.3035,5.8553,0.3841,29
20.88000,1.3284,1.4800,2.0400,0.5601,1.1933,5.8536,0.2794,31
21.00000,1.3536,1.5182,2.1420,0.6238,1.0752,5.8512,0.2532,38
21.12000,1.3628,1.5503,2.2440,0.6937,0.8823,5.8508,0.3885,14
21.24000,1.3552,1.5656,2.3460,0.7804,0.7464,5.8500,0.3698,18
21.36000,1.3314,-1.5569,2.4480,0.8634,0.7148,5.8487,0.2684,19
21.48000,1.2947,-1.5267,2.5500,0.9351,0.7609,5.8486,0.3477,12
21.60000,1.2493,-1.4891,2.6520,0.9995,0.7927,5.8485,0.4216,21
21.72000,1.1981,-1.4402,2.7540,1.0526,0.8047,5.8479,0.3159,42
21.84000,1.1514,-1.3333,2.8560,1.0477,0.9046,5.8479,0.2838,25
21.96000,1.1093,-1.1696,2.9580,0.9860,1.0057,5.8479,0.3910,57
22.08000,1.0880,-0.8832,3.0600,0.8017,1.0120,5.8471,0.3577,59
22.20000,1.1019,-0.5718,0.0204,0.5922,1.1098,5.8461,0.2525,58
22.32000,1.1423,-0.3860,0.1224,0.5084,1.1957,5.8452,0.3247,74
22.44000,1.1890,-0.2810,0.2244,0.5054,1.2551,5.8442,0.3770,60
22.56000,1.2300,-0.1936,0.3264,0.5201,1.3816,5.8428,0.2587,48
22.68000,1.2655,-0.1185,0.4284,0.5469,1.3273,5.8408,0.2660,49
22.80000,1.2932,-0.0528,0.5304,0.5832,1.2621,5.8390,0.3827,24
22.92000,1.3110,-0.0123,0.6324,0.6448,1.1053,5.8383,0.3266,24
23.04000,1.3137,0.0088,0.7344,0.7256,0.9335,5.8371,0.2594,13
23.16000,1.3012,0.0284,0.8364,0.8080,0.8586,5.8362,0.3685,29
23.28000,1.2760,0.0448,0.9384,0.8937,0.8054,5.8360,0.4021,22
23.40000,1.2403,0.0718,1.0404,0.9687,0.7856,5.8357,0.2901,49
23.52000,1.1967,0.1151,1.1424,1.0273,0.7486,5.8352,0.3140,49
23.64000,1.1516,0.2008,1.2444,1.0437,0.7422,5.8349,0.4157,44
23.76000,1.1110,0.3510,1.3464,0.9955,0.8467,5.8347,0.3380,80
23.88000,1.0905,0.6206,1.4484,0.8278,0.9387,5.8339,0.2594,82
24.00000,1.0995,0.9223,1.5504,0.6281,1.0679,5.8328,0.3590,81
24.12000,1.1360,1.1150,1.6524,0.5375,1.1742,5.8318,0.3736,77
24.24000,1.1789,1.2283,1.7544,0.5262,1.2302,5.8305,0.2553,62
24.36000,1.2174,1.3198,1.8564,0.5366,1.2952,5.8290,0.2895,63
24.48000,1.2524,1.3972,1.9584,0.5612,1.3458,5.8277,0.3774,57
24.60000,1.2807,1.4645,2.0604,0.5959,1.2980,5.8261,0.2863,44
24.72000,1.2999,1.5154,2.1624,0.6471,1.2522,5.8237,0.2507,34
24.84000,1.3072,1.5574,2.2644,0.7070,1.1435,5.8220,0.3720,29
24.96000,1.3011,-1.5554,2.3664,0.7803,1.0711,5.8207,0.3716,19
25.08000,1.2821,-1.5214,2.4684,0.8482,1.0266,5.8189,0.2760,29
25.20000,1.2523,-1.4833,2.5704,0.9122,1.0220,5.8181,0.3361,41
25.32000,1.2160,-1.4278,2.6724,0.9587,1.0485,5.8189,0.4130,43
25.44000,1.1748,-1.3627,2.7744,0.9955,1.0819,5.8190,0.3206,39
25.56000,1.1349,-1.2507,2.8764,0.9855,1.0620,5.8186,0.2773,36
25.68000,1.1096,-1.0460,2.9784,0.8828,1.0717,5.8183,0.3771,82
25.80000,1.1062,-0.7872,3.0804,0.7260,1.1381,5.8180,0.3665,93
25.92000,1.1282,-0.5681,0.0409,0.6089,1.1568,5.8168,0.2638,69
26.04000,1.1564,-0.4069,0.1429,0.5498,1.2302,5.8159,0.3142,49
26.16000,1.1867,-0.2798,0.2449,0.5246,1.2820,5.8151,0.3785,63
26.28000,1.2219,-0.1996,0.3469,0.5464,1.3255,5.8128,0.2827,70
26.40000,1.2508,-0.1323,0.4489,0.5811,1.2885,5.8108,0.2605,49
26.52000,1.2729,-0.0877,0.5509,0.6385,1.1623,5.8100,0.3606,37
26.64000,1.2829,-0.0515,0.6529,0.7044,1.0880,5.8081,0.3330,36
26.76000,1.2799,-0.0104,0.7549,0.7653,1.0449,5.8062,0.2674,40
26.88000,1.2652,0.0222,0.8569,0.8347,0.9802,5.8054,0.3501,48
27.00000,1.2401,0.0578,0.9589,0.9011,0.9344,5.8055,0.3943,57
27.12000,1.2082,0.1107,1.0609,0.9502,0.9343,5.8057,0.3042,61
27.24000,1.1721,0.1800,1.1629,0.9829,0.9501,5.8055,0.3006,70
27.36000,1.1388,0.2966,1.2649,0.9683,0.9780,5.8049,0.3912,65
27.48000,1.1107,0.4689,1.3669,0.8980,1.0062,5.8046,0.3499,89
27.60000,1.1006,0.7130,1.4689,0.7558,1.0238,5.8044,0.2692,82
27.72000,1.1135,0.9516,1.5709,0.6192,1.0604,5.8034,0.3405,80
27.84000,1.1426,1.1186,1.6729,0.5543,1.0704,5.8021,0.3787,74
27.96000,1.1756,1.2336,1.7749,0.5412,1.0859,5.8008,0.2739,75
28.08000,1.2074,1.3200,1.8769,0.5568,1.0967,5.7995,0.2818,50
28.20000,1.2370,1.3857,1.9789,0.5931,1.1620,5.7987,0.3711,56
28.32000,1.2581,1.4510,2.0809,0.6299,1.0612,5.7974,0.3052,50
28.44000,1.2698,1.5019,2.1829,0.6809,0.9936,5.7949,0.2598,43
28.56000,1.2691,1.5439,2.2849,0.7409,0.9889,5.7945,0.3618,33
28.68000,1.2563,-1.5604,2.3869,0.8056,0.9667,5.7938,0.3669,24
28.80000,1.2326,-1.5234,2.4889,0.8706,0.9729,5.7925,0.2832,41
28.92000,1.2000,-1.4788,2.5909,0.9281,0.9781,5.7924,0.3326,60
29.04000,1.1627,-1.4143,2.6929,0.9656,1.0153,5.7927,0.3983,65
29.16000,1.1240,-1.3209,2.7949,0.9742,1.0354,5.7920,0.3176,57
29.28000,1.0934,-1.1409,2.8969,0.8961,1.0564,5.7914,0.2850,68
29.40000,1.0806,-0.8590,2.9989,0.7163,1.0446,5.7914,0.3723,76
29.52000,1.0932,-0.5778,3.1009,0.5371,1.0767,5.7910,0.3534,81
29.64000,1.1238,-0.3980,0.0613,0.4592,1.1343,5.7901,0.2661,73
29.76000,1.1595,-0.2860,0.1633,0.4492,1.1036,5.7895,0.3167,76
29.88000,1.1972,-0.2234,0.2653,0.4887,1.1108,5.7884,0.3655,84
30.00000,1.2269,-0.1689,0.3673,0.5362,1.1166,5.7863,0.2796,63
