t,AR,ell_angle,field_angle,lag,Lz,Fmag,Fz,Nv
10.08000,1.2811,0.2208,0.7728,0.5520,1.3995,5.9632,0.1402,13
10.20000,1.1883,0.3896,0.8568,0.4673,1.5000,5.9645,0.2902,23
10.32000,1.1465,0.7160,0.9408,0.2249,1.5372,5.9632,0.4360,19
10.44000,1.1768,1.0576,1.0248,-0.0327,1.5493,5.9621,0.1938,20
10.56000,1.2546,1.2533,1.1088,-0.1444,1.5670,5.9624,0.1705,21
10.68000,1.3457,1.3558,1.1928,-0.1630,1.3995,5.9614,0.4125,16
10.80000,1.4303,1.4187,1.2768,-0.1419,1.1676,5.9605,0.2783,15
10.92000,1.5019,1.4659,1.3608,-0.1051,1.0315,5.9606,0.1044,10
11.04000,1.5621,1.5010,1.4448,-0.0562,0.9801,5.9601,0.3381,7
11.16000,1.6081,1.5276,1.5288,0.0012,0.9418,5.9595,0.3589,5
11.28000,1.6404,1.5474,1.6128,0.0654,0.9255,5.9586,0.1088,1
11.40000,1.6579,1.5637,1.6968,0.1331,0.8977,5.9576,0.2424,3
11.52000,1.6575,-1.5665,1.7808,0.2057,0.8894,5.9569,0.3905,0
11.64000,1.6380,-1.5534,1.8648,0.2766,0.8599,5.9540,0.1700,0
11.76000,1.6000,-1.5402,1.9488,0.3474,0.8886,5.9516,0.1751,0
11.88000,1.5469,-1.5257,2.0328,0.4169,0.9293,5.9525,0.3903,1
12.00000,1.4800,-1.5053,2.1168,0.4805,1.0356,5.9497,0.2874,2
12.12000,1.4029,-1.4781,2.2008,0.5373,1.1312,5.9481,0.1764,1
12.24000,1.3188,-1.4415,2.2848,0.5847,1.2177,5.9507,0.3528,7
12.36000,1.2357,-1.3705,2.3688,0.5977,1.3193,5.9502,0.3712,6
12.48000,1.1586,-1.2350,2.4528,0.5462,1.3955,5.9484,0.1873,19
12.60000,1.1064,-0.9422,2.5368,0.3375,1.4221,5.9494,0.2578,12
12.72000,1.1181,-0.5329,2.6208,0.0121,1.4478,5.9497,0.3947,19
12.84000,1.1812,-0.2998,2.7048,-0.1370,1.4565,5.9483,0.2434,26
12.96000,1.2607,-0.1864,2.7888,-0.1664,1.3953,5.9483,0.1732,22
13.08000,1.3420,-0.1205,2.8728,-0.1482,1.2509,5.9486,0.3505,16
13.20000,1.4188,-0.0813,2.9568,-0.1035,1.1453,5.9478,0.3038,15
13.32000,1.4870,-0.0527,3.0408,-0.0481,1.0487,5.9474,0.1420,10
13.44000,1.5442,-0.0290,3.1248,0.0122,1.0139,5.9470,0.2776,5
13.56000,1.5865,-0.0104,0.0672,0.0776,0.9698,5.9459,0.3396,1
13.68000,1.6098,0.0056,0.1512,0.1456,0.9526,5.9448,0.1566,1
13.80000,1.6133,0.0226,0.2352,0.2126,0.9603,5.9443,0.2188,2
13.92000,1.5982,0.0420,0.3192,0.2772,0.9696,5.9442,0.3633,2
14.04000,1.5641,0.0589,0.4032,0.3444,1.0131,5.9423,0.2291,2
14.16000,1.5139,0.0801,0.4872,0.4071,1.0835,5.9402,0.1990,2
14.28000,1.4520,0.1114,0.5712,0.4598,1.1590,5.9407,0.3729,2
14.40000,1.3808,0.1515,0.6552,0.5037,1.2192,5.9409,0.3256,8
14.52000,1.3045,0.2098,0.7392,0.5294,1.3034,5.9393,0.1897,7
14.64000,1.2270,0.2961,0.8232,0.5271,1.3565,5.9391,0.3057,19
14.76000,1.1603,0.4522,0.9072,0.4550,1.4059,5.9395,0.3755,23
14.88000,1.1234,0.7365,0.9912,0.2547,1.4482,5.9390,0.2193,18
15.00000,1.1425,1.0615,1.0752,0.0137,1.4626,5.9385,0.2187,18
15.12000,1.1979,1.2649,1.1592,-0.1057,1.4087,5.9386,0.3665,21
15.24000,1.2699,1.3673,1.2432,-0.1241,1.3276,5.9378,0.2711,13
15.36000,1.3416,1.4306,1.3272,-0.1034,1.2244,5.9371,0.1584,15
15.48000,1.4063,1.4800,1.4112,-0.0688,1.1232,5.9370,0.3105,14
15.60000,1.4630,1.5166,1.4952,-0.0214,1.0847,5.9368,0.3240,9
15.72000,1.5100,1.5395,1.5792,0.0397,1.0627,5.9364,0.1566,5
15.84000,1.5436,1.5602,1.6632,0.1030,1.0373,5.9358,0.2475,4
15.96000,1.5608,-1.5610,1.7472,0.1666,1.0328,5.9351,0.3492,1
16.08000,1.5624,-1.5411,1.8312,0.2307,1.0563,5.9335,0.1965,2
16.20000,1.5466,-1.5239,1.9152,0.2975,1.1064,5.9324,0.1968,1
16.32000,1.5164,-1.5047,1.9992,0.3623,1.1624,5.9321,0.3532,1
16.44000,1.4742,-1.4800,2.0832,0.4216,1.2503,5.9302,0.2785,2
16.56000,1.4206,-1.4518,2.1672,0.4774,1.3302,5.9292,0.1872,3
16.68000,1.3583,-1.4128,2.2512,0.5224,1.4030,5.9305,0.3288,6
16.80000,1.2901,-1.3574,2.3352,0.5511,1.4389,5.9305,0.3583,8
16.92000,1.2219,-1.2675,2.4192,0.5452,1.4833,5.9295,0.2042,15
17.04000,1.1598,-1.1164,2.5032,0.4780,1.5291,5.9297,0.2491,20
17.16000,1.1254,-0.8443,2.5872,0.2900,1.5644,5.9294,0.3745,13
17.28000,1.1387,-0.5250,2.6712,0.0546,1.6146,5.9286,0.2561,10
17.40000,1.1915,-0.3147,2.7552,-0.0717,1.5852,5.9286,0.1853,14
17.52000,1.2600,-0.1991,2.8392,-0.1032,1.4668,5.9286,0.3346,19
17.64000,1.3314,-0.1330,2.9232,-0.0854,1.3268,5.9283,0.3111,18
17.76000,1.3972,-0.0832,3.0072,-0.0511,1.2018,5.9280,0.1661,19
17.88000,1.4556,-0.0533,3.0912,0.0029,1.0783,5.9275,0.2673,11
18.00000,1.5025,-0.0292,0.0336,0.0628,0.9686,5.9269,0.3385,14
18.12000,1.5352,-0.0067,0.1176,0.1243,0.8812,5.9258,0.1850,6
18.24000,1.5505,0.0079,0.2016,0.1937,0.7933,5.9249,0.2061,3
18.36000,1.5486,0.0233,0.2856,0.2623,0.7778,5.9244,0.3411,3
18.48000,1.5291,0.0384,0.3696,0.3312,0.7994,5.9223,0.2426,0
18.60000,1.4937,0.0593,0.4536,0.3943,0.8547,5.9210,0.1851,0
18.72000,1.4446,0.0795,0.5376,0.4581,0.9283,5.9211,0.3378,1
18.84000,1.3853,0.1077,0.6216,0.5139,1.0118,5.9203,0.3389,5
18.96000,1.3187,0.1532,0.7056,0.5524,1.1065,5.9199,0.2102,6
19.08000,1.2481,0.2223,0.7896,0.5673,1.1593,5.9209,0.2824,13
19.20000,1.1815,0.3437,0.8736,0.5299,1.1897,5.9207,0.3721,18
19.32000,1.1322,0.5653,0.9576,0.3923,1.2304,5.9197,0.2506,22
19.44000,1.1293,0.8916,1.0416,0.1500,1.2522,5.9198,0.2124,21
19.56000,1.1699,1.1452,1.1256,-0.0196,1.2635,5.9195,0.3432,24
19.68000,1.2323,1.2909,1.2096,-0.0813,1.2478,5.9184,0.2970,23
19.80000,1.2962,1.3865,1.2936,-0.0929,1.1862,5.9184,0.1808,26
19.92000,1.3571,1.4509,1.3776,-0.0733,1.0897,5.9184,0.2853,16
20.04000,1.4125,1.4924,1.4616,-0.0308,0.9781,5.9179,0.3266,20
20.16000,1.4572,1.5243,1.5456,0.0214,0.8771,5.9176,0.1864,8
20.28000,1.4902,1.5450,1.6296,0.0846,0.8134,5.9170,0.2287,11
20.40000,1.5081,1.5626,1.7136,0.1510,0.7688,5.9167,0.3344,4
20.52000,1.5096,-1.5601,1.7976,0.2161,0.7516,5.9155,0.2228,0
20.64000,1.4957,-1.5428,1.8816,0.2828,0.7553,5.9135,0.1979,2
20.76000,1.4682,-1.5245,1.9656,0.3485,0.8160,5.9133,0.3254,1
20.88000,1.4278,-1.5009,2.0496,0.4089,0.8758,5.9121,0.2891,1
21.00000,1.3775,-1.4694,2.1336,0.4614,0.9585,5.9101,0.2150,7
21.12000,1.3216,-1.4229,2.2176,0.4989,1.0549,5.9109,0.3129,8
21.24000,1.2594,-1.3658,2.3016,0.5259,1.1249,5.9112,0.3453,8
21.36000,1.1984,-1.2699,2.3856,0.5139,1.1991,5.9096,0.2348,19
21.48000,1.1473,-1.1023,2.4696,0.4303,1.2306,5.9094,0.2533,24
21.60000,1.1177,-0.8323,2.5536,0.2443,1.2675,5.9097,0.3453,19
21.72000,1.1324,-0.5256,2.6376,0.0217,1.2817,5.9091,0.2726,29
21.84000,1.1801,-0.3209,2.7216,-0.0991,1.2731,5.9082,0.2103,18
21.96000,1.2409,-0.2010,2.8056,-0.1350,1.2479,5.9084,0.3026,18
22.08000,1.3042,-0.1303,2.8896,-0.1217,1.1875,5.9082,0.3028,17
22.20000,1.3616,-0.0759,2.9736,-0.0921,1.1263,5.9078,0.1981,14
22.32000,1.4122,-0.0412,3.0576,-0.0427,1.0381,5.9076,0.2459,13
22.44000,1.4521,-0.0215,0.0000,0.0215,0.9338,5.9073,0.3160,4
22.56000,1.4788,-0.0051,0.0840,0.0892,0.8607,5.9068,0.2211,8
22.68000,1.4911,0.0144,0.1680,0.1537,0.8368,5.9059,0.2082,4
22.80000,1.4883,0.0307,0.2520,0.2214,0.8308,5.9051,0.3119,3
22.92000,1.4718,0.0471,0.3360,0.2890,0.8311,5.9041,0.2650,1
23.04000,1.4436,0.0687,0.4200,0.3513,0.8682,5.9024,0.2022,2
23.16000,1.4059,0.0982,0.5040,0.4058,0.9430,5.9017,0.2987,3
23.28000,1.3586,0.1307,0.5880,0.4573,1.0367,5.9016,0.3285,5
23.40000,1.3052,0.1761,0.6720,0.4960,1.1115,5.9015,0.2411,7
23.52000,1.2487,0.2434,0.7560,0.5127,1.1862,5.9010,0.2630,13
23.64000,1.1948,0.3490,0.8400,0.4911,1.2299,5.9008,0.3364,10
23.76000,1.1525,0.5189,0.9240,0.4051,1.2581,5.9008,0.2757,22
23.88000,1.1345,0.7645,1.0080,0.2435,1.2875,5.9002,0.2253,17
24.00000,1.1488,1.0199,1.0920,0.0722,1.3170,5.8999,0.3052,21
24.12000,1.1892,1.2065,1.1760,-0.0305,1.3567,5.8998,0.3047,17
24.24000,1.2392,1.3323,1.2600,-0.0723,1.3166,5.8993,0.2123,27
24.36000,1.2911,1.4179,1.3440,-0.0738,1.2342,5.8991,0.2598,22
24.48000,1.3402,1.4770,1.4280,-0.0489,1.1702,5.8991,0.3203,24
24.60000,1.3822,1.5194,1.5120,-0.0074,1.1156,5.8988,0.2279,18
24.72000,1.4151,1.5486,1.5960,0.0474,1.0457,5.8982,0.2145,10
24.84000,1.4366,-1.5706,1.6800,0.1091,1.0189,5.8973,0.3092,5
24.96000,1.4457,-1.5488,1.7640,0.1712,1.0006,5.8961,0.2544,2
25.08000,1.4420,-1.5277,1.8480,0.2341,0.9856,5.8942,0.1950,2
25.20000,1.4262,-1.5061,1.9320,0.2966,1.0000,5.8927,0.2934,0
25.32000,1.3997,-1.4800,2.0160,0.3544,1.0359,5.8919,0.3051,0
25.44000,1.3640,-1.4444,2.1000,0.4029,1.0948,5.8904,0.2199,3
25.56000,1.3214,-1.4004,2.1840,0.4429,1.1731,5.8902,0.2776,2
25.68000,1.2732,-1.3455,2.2680,0.4719,1.2700,5.8908,0.3443,7
25.80000,1.2245,-1.2608,2.3520,0.4713,1.3375,5.8903,0.2551,21
25.92000,1.1802,-1.1321,2.4360,0.4266,1.3993,5.8899,0.2326,17
26.04000,1.1535,-0.9364,2.5200,0.3149,1.4378,5.8900,0.3288,19
26.16000,1.1540,-0.7050,2.6040,0.1675,1.4924,5.8894,0.2953,21
26.28000,1.1785,-0.5011,2.6880,0.0475,1.5265,5.8892,0.2131,22
26.40000,1.2183,-0.3485,2.7720,-0.0211,1.5123,5.8890,0.2836,30
26.52000,1.2625,-0.2339,2.8560,-0.0516,1.4697,5.8886,0.3170,21
26.64000,1.3090,-0.1524,2.9400,-0.0492,1.4040,5.8885,0.2209,19
26.76000,1.3530,-0.0904,3.0240,-0.0272,1.3315,5.8883,0.2344,17
26.88000,1.3921,-0.0438,3.1080,0.0103,1.2262,5.8877,0.3125,15
27.00000,1.4233,-0.0108,0.0504,0.0612,1.1810,5.8872,0.2439,10
27.12000,1.4431,0.0139,0.1344,0.1206,1.1426,5.8865,0.2009,3
27.24000,1.4498,0.0372,0.2184,0.1813,1.0918,5.8852,0.2910,4
27.36000,1.4435,0.0611,0.3024,0.2413,1.0843,5.8841,0.2830,7
27.48000,1.4253,0.0871,0.3864,0.2994,1.0907,5.8824,0.2081,5
27.60000,1.3958,0.1157,0.4704,0.3548,1.1268,5.8814,0.2727,2
27.72000,1.3576,0.1519,0.5544,0.4026,1.2091,5.8811,0.3284,1
27.84000,1.3135,0.1991,0.6384,0.4393,1.2869,5.8805,0.2549,9
27.96000,1.2640,0.2586,0.7224,0.4638,1.3357,5.8806,0.2523,11
28.08000,1.2143,0.3465,0.8064,0.4599,1.3905,5.8810,0.3289,14
28.20000,1.1689,0.4774,0.8904,0.4131,1.4565,5.8806,0.2935,20
28.32000,1.1390,0.6782,0.9744,0.2963,1.4997,5.8802,0.2292,24
28.44000,1.1399,0.9253,1.0584,0.1332,1.5073,5.8802,0.2899,25
28.56000,1.1671,1.1340,1.1424,0.0084,1.5088,5.8796,0.3166,21
28.68000,1.2109,1.2751,1.2264,-0.0486,1.4998,5.8792,0.2312,22
28.80000,1.2564,1.3832,1.3104,-0.0728,1.4410,5.8793,0.2427,23
28.92000,1.3026,1.4595,1.3944,-0.0651,1.3343,5.8795,0.3132,21
29.04000,1.3453,1.5146,1.4784,-0.0361,1.1901,5.8794,0.2508,21
29.16000,1.3816,1.5565,1.5624,0.0060,1.0940,5.8792,0.2080,12
29.28000,1.4093,-1.5556,1.6464,0.0604,1.0022,5.8788,0.2880,6
29.40000,1.4255,-1.5340,1.7304,0.1229,0.9009,5.8779,0.2750,4
29.52000,1.4286,-1.5176,1.8144,0.1904,0.8387,5.8766,0.2082,4
29.64000,1.4197,-1.5010,1.8984,0.2579,0.8104,5.8761,0.2648,3
29.76000,1.3995,-1.4831,1.9824,0.3239,0.7943,5.8753,0.3012,3
29.88000,1.3692,-1.4608,2.0664,0.3856,0.8105,5.8735,0.2448,4
30.00000,1.3304,-1.4263,2.1504,0.4352,0.8803,5.8735,0.2569,4
