t,AR,ell_angle,field_angle,lag,Lz,Fmag,Fz,Nv
3.48000,1.8372,1.4605,1.3920,-0.0685,0.7762,5.9987,0.2505,0
3.60000,1.9173,1.4902,1.4400,-0.0502,0.7906,5.9984,0.0559,0
3.72000,1.9865,1.5175,1.4880,-0.0295,0.8013,5.9992,0.1054,0
3.84000,2.0394,1.5429,1.5360,-0.0069,0.7966,5.9992,0.2573,0
3.96000,2.0714,1.5670,1.5840,0.0170,0.7873,5.9987,0.0961,0
4.08000,2.0788,-1.5513,1.6320,0.0417,0.7767,5.9986,0.0668,0
4.20000,2.0605,-1.5286,1.6800,0.0670,0.7484,5.9992,0.2386,0
4.32000,2.0174,-1.5061,1.7280,0.0925,0.7224,5.9985,0.1477,0
4.44000,1.9528,-1.4831,1.7760,0.1175,0.7052,5.9973,0.0574,0
4.56000,1.8724,-1.4590,1.8240,0.1414,0.6796,5.9984,0.2035,0
4.68000,1.7817,-1.4332,1.8720,0.1637,0.6599,5.9983,0.1984,0
4.80000,1.6856,-1.4044,1.9200,0.1828,0.6510,5.9964,0.0782,0
4.92000,1.5893,-1.3707,1.9680,0.1971,0.6381,5.9973,0.1585,0
5.04000,1.4968,-1.3298,2.0160,0.2042,0.6257,5.9984,0.2268,0
5.16000,1.4110,-1.2777,2.0640,0.2002,0.6192,5.9965,0.1218,0
5.28000,1.3348,-1.2085,2.1120,0.1789,0.6086,5.9963,0.1178,0
5.40000,1.2717,-1.1138,2.1600,0.1322,0.5910,5.9981,0.2191,0
5.52000,1.2257,-0.9850,2.2080,0.0514,0.5720,5.9972,0.1740,0
5.64000,1.2016,-0.8225,2.2560,-0.0631,0.5524,5.9958,0.1008,0
5.76000,1.2023,-0.6510,2.3040,-0.1866,0.5280,5.9974,0.1807,0
5.88000,1.2244,-0.5044,2.3520,-0.2852,0.5017,5.9981,0.2131,0
6.00000,1.2605,-0.3948,2.4000,-0.3468,0.4889,5.9961,0.1150,0
6.12000,1.3034,-0.3161,2.4480,-0.3775,0.4594,5.9966,0.1296,1
6.24000,1.3487,-0.2600,2.4960,-0.3856,0.4060,5.9984,0.2214,0
6.36000,1.3930,-0.2184,2.5440,-0.3792,0.3581,5.9972,0.1525,0
6.48000,1.4340,-0.1852,2.5920,-0.3644,0.3133,5.9962,0.0891,0
6.60000,1.4701,-0.1576,2.6400,-0.3440,0.2661,5.9982,0.1962,0
6.72000,1.5009,-0.1350,2.6880,-0.3186,0.2264,5.9980,0.1971,0
6.84000,1.5264,-0.1160,2.7360,-0.2896,0.1893,5.9962,0.0764,0
6.96000,1.5467,-0.1001,2.7840,-0.2575,0.1470,5.9976,0.1487,0
7.08000,1.5612,-0.0866,2.8320,-0.2230,0.1116,5.9984,0.2298,0
7.20000,1.5702,-0.0744,2.8800,-0.1872,0.0877,5.9970,0.0947,0
7.32000,1.5746,-0.0631,2.9280,-0.1505,0.0676,5.9977,0.0989,0
7.44000,1.5747,-0.0526,2.9760,-0.1130,0.0550,5.9986,0.2391,0
7.56000,1.5710,-0.0419,3.0240,-0.0757,0.0570,5.9981,0.1357,0
7.68000,1.5644,-0.0300,3.0720,-0.0396,0.0650,5.9981,0.0641,0
7.80000,1.5554,-0.0170,3.1200,-0.0046,0.0715,5.9986,0.2180,0
7.92000,1.5447,-0.0028,0.0264,0.0292,0.0819,5.9986,0.1826,0
8.04000,1.5332,0.0132,0.0744,0.0612,0.0960,5.9981,0.0585,0
8.16000,1.5213,0.0302,0.1224,0.0922,0.1044,5.9981,0.1747,0
8.28000,1.5097,0.0491,0.1704,0.1213,0.1078,5.9985,0.2165,0
8.40000,1.4978,0.0684,0.2184,0.1500,0.1096,5.9977,0.0829,0
8.52000,1.4849,0.0883,0.2664,0.1781,0.1073,5.9973,0.1266,0
8.64000,1.4713,0.1091,0.3144,0.2053,0.1027,5.9982,0.2221,0
8.76000,1.4567,0.1317,0.3624,0.2307,0.1004,5.9976,0.1271,0
8.88000,1.4398,0.1535,0.4104,0.2569,0.0981,5.9967,0.0959,0
9.00000,1.4202,0.1753,0.4584,0.2831,0.0950,5.9977,0.2015,0
9.12000,1.3987,0.1997,0.5064,0.3067,0.1011,5.9976,0.1761,0
9.24000,1.3751,0.2287,0.5544,0.3257,0.1155,5.9964,0.0943,0
9.36000,1.3496,0.2629,0.6024,0.3395,0.1301,5.9971,0.1622,0
9.48000,1.3224,0.3029,0.6504,0.3475,0.1458,5.9978,0.2105,0
9.60000,1.2925,0.3498,0.6984,0.3486,0.1674,5.9966,0.1240,0
9.72000,1.2613,0.4084,0.7464,0.3380,0.1916,5.9964,0.1210,0
9.84000,1.2324,0.4864,0.7944,0.3080,0.2155,5.9977,0.2141,0
9.96000,1.2103,0.5904,0.8424,0.2520,0.2431,5.9972,0.1738,0
10.08000,1.1983,0.7202,0.8904,0.1702,0.2734,5.9962,0.0982,0
10.20000,1.2019,0.8647,0.9384,0.0737,0.3014,5.9973,0.1817,0
10.32000,1.2229,1.0019,0.9864,-0.0155,0.3290,5.9978,0.2188,0
10.44000,1.2593,1.1179,1.0344,-0.0835,0.3569,5.9965,0.1078,0
10.56000,1.3086,1.2097,1.0824,-0.1273,0.3729,5.9968,0.1290,0
10.68000,1.3678,1.2795,1.1304,-0.1491,0.3803,5.9980,0.2342,0
10.80000,1.4342,1.3327,1.1784,-0.1543,0.4002,5.9972,0.1450,0
10.92000,1.5042,1.3762,1.2264,-0.1498,0.4274,5.9967,0.0832,0
11.04000,1.5744,1.4130,1.2744,-0.1385,0.4423,5.9981,0.2122,0
11.16000,1.6426,1.4432,1.3224,-0.1208,0.4569,5.9979,0.1874,0
11.28000,1.7053,1.4693,1.3704,-0.0989,0.4669,5.9975,0.0621,0
11.40000,1.7602,1.4913,1.4184,-0.0729,0.4622,5.9983,0.1694,0
11.52000,1.8044,1.5109,1.4664,-0.0445,0.4561,5.9984,0.2164,0
11.64000,1.8361,1.5286,1.5144,-0.0142,0.4536,5.9982,0.0709,0
11.76000,1.8540,1.5460,1.5624,0.0164,0.4558,5.9984,0.1261,0
11.88000,1.8581,1.5651,1.6104,0.0453,0.4565,5.9985,0.2253,0
12.00000,1.8489,-1.5586,1.6584,0.0754,0.4537,5.9981,0.1030,0
12.12000,1.8266,-1.5406,1.7064,0.1054,0.4494,5.9977,0.0954,0
12.24000,1.7922,-1.5220,1.7544,0.1348,0.4398,5.9982,0.2148,0
12.36000,1.7476,-1.5026,1.8024,0.1634,0.4372,5.9979,0.1467,0
12.48000,1.6947,-1.4817,1.8504,0.1906,0.4407,5.9970,0.0848,0
12.60000,1.6356,-1.4593,1.8984,0.2161,0.4432,5.9976,0.1870,0
12.72000,1.5732,-1.4326,1.9464,0.2375,0.4516,5.9976,0.1889,0
12.84000,1.5096,-1.3998,1.9944,0.2526,0.4589,5.9964,0.1018,0
12.96000,1.4458,-1.3609,2.0424,0.2617,0.4604,5.9968,0.1497,0
13.08000,1.3839,-1.3130,2.0904,0.2618,0.4591,5.9975,0.2098,0
13.20000,1.3267,-1.2512,2.1384,0.2481,0.4610,5.9963,0.1412,0
13.32000,1.2772,-1.1697,2.1864,0.2145,0.4628,5.9959,0.1189,0
13.44000,1.2372,-1.0650,2.2344,0.1578,0.4647,5.9972,0.1983,0
13.56000,1.2117,-0.9335,2.2824,0.0744,0.4657,5.9966,0.1875,0
13.68000,1.2037,-0.7846,2.3304,-0.0266,0.4608,5.9952,0.1128,0
13.80000,1.2140,-0.6401,2.3784,-0.1231,0.4445,5.9964,0.1595,0
13.92000,1.2396,-0.5202,2.4264,-0.1950,0.4286,5.9972,0.2150,0
14.04000,1.2742,-0.4286,2.4744,-0.2386,0.4272,5.9957,0.1343,0
14.16000,1.3127,-0.3596,2.5224,-0.2595,0.4378,5.9960,0.1154,0
14.28000,1.3496,-0.3038,2.5704,-0.2674,0.4494,5.9976,0.2112,0
14.40000,1.3847,-0.2582,2.6184,-0.2650,0.4637,5.9966,0.1717,0
14.52000,1.4187,-0.2207,2.6664,-0.2545,0.4709,5.9961,0.0880,0
14.64000,1.4505,-0.1882,2.7144,-0.2390,0.4675,5.9975,0.1793,0
14.76000,1.4795,-0.1606,2.7624,-0.2185,0.4625,5.9974,0.2066,0
14.88000,1.5064,-0.1375,2.8104,-0.1937,0.4567,5.9964,0.0877,0
15.00000,1.5308,-0.1173,2.8584,-0.1659,0.4442,5.9973,0.1350,0
15.12000,1.5521,-0.0989,2.9064,-0.1363,0.4338,5.9978,0.2242,0
15.24000,1.5699,-0.0795,2.9544,-0.1077,0.4318,5.9971,0.1114,0
15.36000,1.5845,-0.0598,3.0024,-0.0794,0.4287,5.9974,0.0952,0
15.48000,1.5957,-0.0409,3.0504,-0.0503,0.4221,5.9978,0.2181,0
15.60000,1.6032,-0.0219,3.0984,-0.0212,0.4177,5.9977,0.1481,0
15.72000,1.6067,-0.0028,0.0048,0.0076,0.4113,5.9976,0.0773,0
15.84000,1.6068,0.0158,0.0528,0.0371,0.3968,5.9978,0.1905,0
15.96000,1.6037,0.0334,0.1008,0.0675,0.3769,5.9978,0.1786,0
16.08000,1.5968,0.0514,0.1488,0.0974,0.3673,5.9971,0.0843,0
16.20000,1.5862,0.0708,0.1968,0.1260,0.3565,5.9972,0.1565,0
16.32000,1.5719,0.0899,0.2448,0.1549,0.3445,5.9975,0.1958,0
16.44000,1.5537,0.1094,0.2928,0.1834,0.3374,5.9964,0.1121,0
16.56000,1.5314,0.1301,0.3408,0.2107,0.3268,5.9962,0.1290,0
16.68000,1.5052,0.1534,0.3888,0.2354,0.3213,5.9969,0.1956,0
16.80000,1.4750,0.1800,0.4368,0.2568,0.3211,5.9962,0.1498,0
16.92000,1.4399,0.2072,0.4848,0.2776,0.3217,5.9956,0.1168,0
17.04000,1.4013,0.2372,0.5328,0.2956,0.3268,5.9965,0.1768,0
17.16000,1.3609,0.2741,0.5808,0.3067,0.3425,5.9965,0.1836,0
17.28000,1.3199,0.3203,0.6288,0.3085,0.3545,5.9954,0.1289,0
17.40000,1.2797,0.3793,0.6768,0.2975,0.3655,5.9958,0.1492,0
17.52000,1.2438,0.4582,0.7248,0.2667,0.3749,5.9966,0.1970,0
17.64000,1.2151,0.5617,0.7728,0.2111,0.3882,5.9956,0.1555,0
17.76000,1.1991,0.6919,0.8208,0.1289,0.3991,5.9953,0.1264,0
17.88000,1.1977,0.8368,0.8688,0.0320,0.4021,5.9965,0.1857,0
18.00000,1.2131,0.9754,0.9168,-0.0586,0.4113,5.9962,0.1856,0
18.12000,1.2433,1.0910,0.9648,-0.1261,0.4283,5.9953,0.1205,0
18.24000,1.2834,1.1824,1.0128,-0.1696,0.4422,5.9962,0.1568,0
18.36000,1.3298,1.2534,1.0608,-0.1926,0.4483,5.9968,0.2040,0
18.48000,1.3807,1.3074,1.1088,-0.1986,0.4553,5.9958,0.1328,0
18.60000,1.4330,1.3524,1.1568,-0.1956,0.4626,5.9961,0.1209,1
18.72000,1.4852,1.3910,1.2048,-0.1862,0.4670,5.9968,0.2025,2
18.84000,1.5357,1.4256,1.2528,-0.1727,0.4746,5.9960,0.1570,0
18.96000,1.5845,1.4556,1.3008,-0.1548,0.4804,5.9961,0.0960,0
19.08000,1.6298,1.4826,1.3488,-0.1338,0.4851,5.9970,0.1827,0
19.20000,1.6704,1.5057,1.3968,-0.1089,0.4951,5.9967,0.1798,0
19.32000,1.7040,1.5283,1.4448,-0.0834,0.4990,5.9967,0.0868,0
19.44000,1.7307,1.5498,1.4928,-0.0570,0.4902,5.9972,0.1552,0
19.56000,1.7496,1.5684,1.5408,-0.0276,0.4759,5.9971,0.1923,0
19.68000,1.7587,-1.5547,1.5888,0.0019,0.4650,5.9968,0.0977,0
19.80000,1.7579,-1.5362,1.6368,0.0314,0.4464,5.9968,0.1317,0
19.92000,1.7472,-1.5189,1.6848,0.0621,0.4207,5.9969,0.1955,0
20.04000,1.7262,-1.5037,1.7328,0.0950,0.3979,5.9965,0.1235,0
20.16000,1.6959,-1.4888,1.7808,0.1280,0.3781,5.9960,0.1180,0
20.28000,1.6561,-1.4757,1.8288,0.1629,0.3546,5.9965,0.1870,0
20.40000,1.6082,-1.4625,1.8768,0.1977,0.3501,5.9961,0.1531,0
20.52000,1.5551,-1.4448,1.9248,0.2280,0.3584,5.9952,0.1176,0
20.64000,1.4996,-1.4201,1.9728,0.2514,0.3658,5.9957,0.1703,0
20.76000,1.4421,-1.3930,2.0208,0.2723,0.3681,5.9959,0.1773,0
20.88000,1.3834,-1.3631,2.0688,0.2903,0.3761,5.9949,0.1327,0
21.00000,1.3260,-1.3249,2.1168,0.3002,0.3859,5.9950,0.1502,0
21.12000,1.2725,-1.2715,2.1648,0.2947,0.3951,5.9956,0.1851,0
21.24000,1.2263,-1.1932,2.2128,0.2645,0.3986,5.9951,0.1584,0
21.36000,1.1889,-1.0838,2.2608,0.2030,0.4001,5.9947,0.1360,0
21.48000,1.1673,-0.9351,2.3088,0.1023,0.3997,5.9954,0.1737,0
21.60000,1.1633,-0.7665,2.3568,-0.0183,0.3962,5.9955,0.1828,0
21.72000,1.1777,-0.6095,2.4048,-0.1272,0.3930,5.9947,0.1369,0
21.84000,1.2052,-0.4845,2.4528,-0.2043,0.3821,5.9950,0.1489,0
21.96000,1.2421,-0.3932,2.5008,-0.2476,0.3653,5.9957,0.1933,0
22.08000,1.2859,-0.3291,2.5488,-0.2637,0.3601,5.9950,0.1528,0
22.20000,1.3317,-0.2786,2.5968,-0.2662,0.3581,5.9949,0.1238,0
22.32000,1.3790,-0.2391,2.6448,-0.2577,0.3538,5.9957,0.1829,0
22.44000,1.4256,-0.2061,2.6928,-0.2427,0.3489,5.9954,0.1743,0
22.56000,1.4717,-0.1789,2.7408,-0.2219,0.3416,5.9948,0.1112,0
22.68000,1.5175,-0.1577,2.7888,-0.1951,0.3336,5.9957,0.1595,0
22.80000,1.5609,-0.1384,2.8368,-0.1664,0.3417,5.9958,0.1899,0
22.92000,1.5990,-0.1159,2.8848,-0.1409,0.3569,5.9953,0.1122,2
23.04000,1.6321,-0.0947,2.9328,-0.1140,0.3663,5.9960,0.1328,0
23.16000,1.6591,-0.0743,2.9808,-0.0865,0.3820,5.9962,0.1952,0
23.28000,1.6795,-0.0530,3.0288,-0.0597,0.3915,5.9959,0.1248,0
23.40000,1.6940,-0.0340,3.0768,-0.0307,0.3936,5.9961,0.1127,0
23.52000,1.7007,-0.0143,3.1248,-0.0025,0.4028,5.9962,0.1886,0
23.64000,1.6995,0.0060,0.0312,0.0253,0.4128,5.9960,0.1456,0
23.76000,1.6906,0.0280,0.0792,0.0513,0.4119,5.9959,0.1070,0
23.88000,1.6753,0.0498,0.1272,0.0774,0.3946,5.9960,0.1730,0
24.00000,1.6533,0.0694,0.1752,0.1058,0.3784,5.9959,0.1645,0
24.12000,1.6247,0.0891,0.2232,0.1341,0.3690,5.9953,0.1147,0
24.24000,1.5906,0.1097,0.2712,0.1616,0.3564,5.9955,0.1549,0
24.36000,1.5521,0.1313,0.3192,0.1880,0.3529,5.9957,0.1756,0
24.48000,1.5113,0.1574,0.3672,0.2099,0.3464,5.9948,0.1331,0
24.60000,1.4669,0.1841,0.4152,0.2311,0.3397,5.9946,0.1412,0
24.72000,1.4218,0.2162,0.4632,0.2471,0.3336,5.9953,0.1766,0
24.84000,1.3762,0.2539,0.5112,0.2573,0.3252,5.9948,0.1567,0
24.96000,1.3315,0.3002,0.5592,0.2590,0.3246,5.9941,0.1380,0
25.08000,1.2862,0.3534,0.6072,0.2538,0.3206,5.9948,0.1660,0
25.20000,1.2457,0.4240,0.6552,0.2312,0.3300,5.9951,0.1749,0
25.32000,1.2134,0.5180,0.7032,0.1852,0.3372,5.9942,0.1471,0
25.44000,1.1901,0.6363,0.7512,0.1149,0.3416,5.9945,0.1498,0
25.56000,1.1811,0.7759,0.7992,0.0233,0.3403,5.9953,0.1800,0
25.68000,1.1854,0.9189,0.8472,-0.0716,0.3333,5.9946,0.1638,0
25.80000,1.2043,1.0458,0.8952,-0.1506,0.3267,5.9942,0.1374,0
25.92000,1.2355,1.1457,0.9432,-0.2025,0.3188,5.9949,0.1699,0
26.04000,1.2742,1.2227,0.9912,-0.2315,0.3112,5.9948,0.1800,1
26.16000,1.3189,1.2814,1.0392,-0.2422,0.2998,5.9941,0.1342,1
26.28000,1.3662,1.3275,1.0872,-0.2402,0.2916,5.9947,0.1481,0
26.40000,1.4144,1.3652,1.1352,-0.2300,0.2825,5.9951,0.1881,0
26.52000,1.4631,1.3956,1.1832,-0.2124,0.2777,5.9943,0.1412,0
26.64000,1.5113,1.4207,1.2312,-0.1895,0.2788,5.9947,0.1253,2
26.76000,1.5561,1.4441,1.2792,-0.1648,0.2846,5.9953,0.1842,0
26.88000,1.5962,1.4660,1.3272,-0.1387,0.2849,5.9949,0.1540,0
27.00000,1.6324,1.4855,1.3752,-0.1103,0.2891,5.9949,0.1091,0
27.12000,1.6625,1.5052,1.4232,-0.0820,0.2926,5.9953,0.1720,0
27.24000,1.6858,1.5240,1.4712,-0.0528,0.2956,5.9952,0.1676,0
27.36000,1.7020,1.5426,1.5192,-0.0234,0.3028,5.9952,0.1056,0
27.48000,1.7098,1.5631,1.5672,0.0041,0.3036,5.9954,0.1543,0
27.60000,1.7097,-1.5597,1.6152,0.0333,0.2952,5.9953,0.1764,0
27.72000,1.7018,-1.5420,1.6632,0.0636,0.2870,5.9951,0.1150,0
27.84000,1.6861,-1.5251,1.7112,0.0948,0.2761,5.9951,0.1390,0
27.96000,1.6624,-1.5081,1.7592,0.1258,0.2738,5.9951,0.1791,0
28.08000,1.6318,-1.4883,1.8072,0.1539,0.2805,5.9947,0.1330,0
28.20000,1.5956,-1.4650,1.8552,0.1786,0.2834,5.9945,0.1298,0
28.32000,1.5544,-1.4408,1.9032,0.2024,0.2713,5.9948,0.1752,0
28.44000,1.5087,-1.4170,1.9512,0.2266,0.2689,5.9944,0.1532,0
28.56000,1.4596,-1.3922,1.9992,0.2499,0.2670,5.9939,0.1319,0
28.68000,1.4092,-1.3628,2.0472,0.2685,0.2649,5.9942,0.1660,1
28.80000,1.3576,-1.3294,2.0952,0.2831,0.2631,5.9942,0.1699,0
28.92000,1.3067,-1.2877,2.1432,0.2894,0.2678,5.9937,0.1417,0
29.04000,1.2604,-1.2282,2.1912,0.2779,0.2739,5.9938,0.1540,0
29.16000,1.2201,-1.1469,2.2392,0.2445,0.2820,5.9941,0.1770,0
29.28000,1.1890,-1.0363,2.2872,0.1820,0.2927,5.9937,0.1586,0
29.40000,1.1698,-0.8963,2.3352,0.0900,0.2988,5.9935,0.1450,0
29.52000,1.1664,-0.7392,2.3832,-0.0192,0.3023,5.9940,0.1698,0
29.64000,1.1810,-0.5928,2.4312,-0.1176,0.3105,5.9939,0.1736,0
29.76000,1.2094,-0.4757,2.4792,-0.1867,0.3104,5.9935,0.1448,1
29.88000,1.2464,-0.3871,2.5272,-0.2273,0.3019,5.9937,0.1544,0
30.00000,1.2899,-0.3222,2.5752,-0.2442,0.2957,5.9940,0.1796,0
