t_ms,N,N0
357.75401,193995,140060
358.09636,193971,139933
358.43871,193948,140017
358.78106,193924,139968
359.12341,193900,140058
359.46575,193876,139932
359.80810,193853,139875
360.15045,193829,139854
360.49280,193805,139683
360.83515,193782,139614
361.17750,193758,139538
361.51984,193734,139420
361.86219,193711,139416
362.20454,193687,139518
362.54689,193663,139732
362.88924,193640,139768
363.23159,193616,139744
363.57393,193592,139798
363.91628,193569,140031
364.25863,193545,139973
364.60098,193521,139894
364.94333,193498,139901
365.28568,193474,139853
365.62802,193450,139820
365.97037,193427,139796
366.31272,193403,139807
366.65507,193380,139832
366.99742,193356,139798
367.33977,193333,139803
367.68211,193309,139755
368.02446,193286,139622
368.36681,193262,139540
368.70916,193239,139506
369.05151,193215,139484
369.39386,193192,139380
369.73620,193168,139439
370.07855,193144,139495
370.42090,193121,139422
370.76325,193097,139423
371.10560,193074,139392
371.44795,193050,139397
371.79029,193027,139305
372.13264,193003,139279
372.47499,192980,139213
372.81734,192956,139259
373.15969,192933,139376
373.50204,192909,139340
373.84438,192886,139261
374.18673,192863,139320
374.52908,192839,139420
374.87143,192816,139500
375.21378,192793,139481
375.55613,192769,139352
375.89847,192746,139302
376.24082,192722,139213
376.58317,192699,139206
376.92552,192675,139322
377.26787,192652,139416
377.61022,192628,139237
377.95256,192605,139055
378.29491,192582,139052
378.63726,192558,138989
378.97961,192535,138871
379.32196,192512,138894
379.66431,192488,138924
380.00665,192465,138906
380.34900,192442,138803
380.69135,192418,138877
381.03370,192395,138944
381.37605,192372,139146
381.71840,192348,139136
382.06074,192325,139039
382.40309,192302,139092
382.74544,192278,139132
383.08779,192255,138963
383.43014,192232,138856
383.77249,192208,138858
384.11483,192185,138707
384.45718,192162,138648
384.79953,192139,138434
385.14188,192115,138484
385.48423,192092,138653
385.82658,192069,138524
386.16892,192046,138451
386.51127,192023,138528
386.85362,191999,138617
387.19597,191976,138637
387.53832,191953,138689
387.88067,191930,138635
388.22301,191907,138746
388.56536,191883,138740
388.90771,191860,138809
389.25006,191837,138434
389.59241,191814,138505
389.93476,191791,138306
390.27710,191767,138156
390.61945,191744,138321
390.96180,191721,138461
391.30415,191698,138441
391.64650,191675,138447
391.98885,191652,138409
392.33119,191629,138328
392.67354,191606,138489
393.01589,191583,138333
393.35824,191559,138271
393.70059,191536,138101
394.04294,191513,138157
394.38528,191490,138228
394.72763,191467,138222
395.06998,191444,138189
395.41233,191421,138138
395.75468,191398,138327
396.09703,191375,138353
396.43937,191352,138251
396.78172,191329,138294
397.12407,191305,138198
397.46642,191282,138103
397.80877,191259,138007
398.15112,191236,137995
398.49346,191213,138042
398.83581,191190,138022
399.17816,191167,137988
399.52051,191145,137895
399.86286,191122,137996
400.20521,191099,137866
400.54755,191076,137717
400.88990,191053,137732
401.23225,191030,137741
401.57460,191007,137743
401.91695,190984,137816
402.25930,190961,137747
402.60164,190938,137820
402.94399,190915,137781
403.28634,190892,137775
403.62869,190869,137898
403.97104,190846,137988
404.31339,190823,137882
404.65573,190800,137813
404.99808,190777,137712
405.34043,190754,137869
405.68278,190732,138020
406.02513,190709,138091
406.36748,190686,138042
406.70982,190663,137954
407.05217,190640,137882
407.39452,190617,137685
407.73687,190594,137708
408.07922,190572,137496
408.42157,190549,137241
408.76391,190526,137189
409.10626,190503,137050
409.44861,190480,137206
409.79096,190457,137353
410.13331,190435,137634
410.47566,190412,137587
410.81800,190389,137460
411.16035,190366,137351
411.50270,190343,137303
411.84505,190321,137015
412.18740,190298,136988
412.52975,190275,137206
412.87209,190252,137301
413.21444,190230,137332
413.55679,190207,137377
413.89914,190184,137338
414.24149,190161,137410
414.58384,190139,137369
414.92618,190116,137269
415.26853,190093,137194
415.61088,190071,137062
415.95323,190048,137073
416.29558,190025,137014
416.63793,190003,136925
416.98027,189980,136948
417.32262,189957,136939
417.66497,189934,136888
418.00732,189912,136890
418.34967,189889,136988
418.69202,189866,137227
419.03436,189844,137139
419.37671,189821,137111
419.71906,189798,137144
420.06141,189776,137242
420.40376,189753,137194
420.74611,189730,137178
421.08845,189708,137230
421.43080,189685,137119
421.77315,189663,137075
422.11550,189640,136972
422.45785,189617,136861
422.80020,189595,136780
423.14254,189572,136789
423.48489,189550,136737
423.82724,189527,136645
424.16959,189505,136837
424.51194,189482,136858
424.85429,189460,136979
425.19663,189437,136968
425.53898,189414,136867
425.88133,189392,136926
426.22368,189369,136852
426.56603,189347,136846
426.90838,189324,136943
427.25072,189301,136909
427.59307,189279,136793
427.93542,189257,136669
428.27777,189234,136621
428.62012,189212,136488
428.96247,189189,136506
429.30481,189167,136572
429.64716,189144,136554
429.98951,189122,136577
430.33186,189099,136561
430.67421,189077,136495
431.01656,189055,136518
431.35890,189032,136528
431.70125,189010,136742
432.04360,188987,136727
432.38595,188965,136801
432.72830,188942,136807
433.07065,188920,136725
433.41299,188897,136703
433.75534,188875,136722
434.09769,188853,136648
434.44004,188830,136637
