t_ms,B_uG,Lz_m6,Lz_m5,Lz_m4,dphi_m5,dphi_m4,w_m5,w_m4,r_ring_m5,r_ring_m4
336.3957,63.0005,-0.000000,-0.970700,-1.896222,+3.141341,-0.276237,-1.000000,-2.000000,2.6885,2.8795
338.2042,63.0005,+0.000000,-0.970906,-1.897022,+3.141517,-0.097090,-1.000000,-2.000000,2.7036,2.8570
340.0128,63.0005,-0.000000,-0.970640,-1.896188,+3.141350,+0.091485,-1.000000,-2.000000,2.6787,2.8352
341.8214,63.0005,+0.000000,-0.970420,-1.894066,+3.141387,-0.047230,-1.000000,-2.000000,2.7180,2.9019
343.6300,63.0004,+0.000000,-0.970522,-1.894665,-3.141152,+0.206773,-1.000000,-2.000000,2.6680,2.8764
345.4386,63.0004,-0.000000,-0.970669,-1.896657,-3.141376,-0.026407,-1.000000,-2.000000,2.7020,2.8330
347.2471,63.0004,-0.000000,-0.970493,-1.896286,-3.141113,-0.356571,-1.000000,-2.000000,2.6741,2.8574
349.0557,63.0004,-0.000000,-0.970427,-1.893731,+3.141590,+0.093924,-1.000000,-2.000000,2.6858,2.7675
350.8643,63.0004,+0.000000,-0.970243,-1.893265,+3.141230,-0.021966,-1.000000,-2.000000,2.6884,2.9304
352.6729,63.0004,-0.000000,-0.970388,-1.895208,-3.141074,+0.006026,-1.000000,-2.000000,2.6730,2.7489
354.4815,63.0004,+0.000000,-0.970473,-1.895881,-3.141071,-0.167282,-1.000000,-2.000000,2.6756,2.9451
356.2900,63.0004,+0.000000,-0.970269,-1.893613,-3.140827,-0.180931,-1.000000,-2.000000,2.6694,2.7030
358.0986,63.0004,-0.000000,-0.970156,-1.893444,-3.141078,-0.122059,-1.000000,-2.000000,2.6827,3.0460
359.9072,63.0003,+0.000000,-0.970006,-1.892598,+3.141436,-0.051248,-1.000000,-2.000000,2.6674,2.7145
361.7158,63.0003,-0.000000,-0.970368,-1.895370,-3.141560,-0.157750,-1.000000,-2.000000,2.6636,2.9241
363.5244,63.0003,+0.000000,-0.970198,-1.894610,+3.141481,-0.053287,-1.000000,-2.000000,2.6685,2.7560
