N0,T,cf
9.91372e+04,45.095,0.9229
2.02269e+04,47.869,0.7203
7.75374e+04,40.623,0.8543
1.83476e+05,47.986,0.9704
2.10403e+05,50.024,0.9584
2.72842e+04,54.092,0.7802
7.78221e+04,54.327,0.9341
2.04825e+05,50.056,0.9722
9.62245e+04,47.510,0.9306
5.80395e+04,46.275,0.8843
3.07364e+05,48.051,0.9817
8.51198e+04,54.866,0.9407
2.80444e+05,59.602,0.9854
5.23097e+04,58.306,0.9111
6.09868e+04,45.957,0.8670
1.82897e+05,45.791,0.9444
7.69554e+04,46.322,0.9217
2.31577e+04,66.633,0.8148
1.68506e+04,61.542,0.7618
7.52096e+04,49.835,0.8955
3.12913e+05,52.776,0.9843
2.28971e+04,52.610,0.7420
2.30112e+04,47.107,0.8359
1.27618e+05,44.314,0.9436
1.19418e+05,55.292,0.9625
7.45934e+04,60.102,0.9145
3.60751e+04,51.441,0.8654
6.19831e+04,58.060,0.9189
5.78345e+04,47.848,0.8828
1.86860e+05,49.417,0.9695
3.29362e+04,56.728,0.8869
8.30821e+04,45.366,0.9304
2.91752e+05,47.328,0.9787
6.03665e+04,56.986,0.9098
2.43449e+04,54.800,0.8263
2.02737e+04,49.122,0.6937
2.15322e+05,48.700,0.9644
8.03382e+04,49.137,0.9231
1.73915e+05,53.231,0.9678
1.65801e+05,47.321,0.9746
7.39145e+04,59.060,0.9406
2.50547e+05,43.664,0.9786
1.13801e+05,53.768,0.9608
9.96028e+04,49.940,0.9410
1.36363e+05,46.329,0.9621
1.43803e+05,60.810,0.9723
3.32188e+04,51.341,0.8379
1.03792e+05,53.947,0.9504
8.49066e+04,39.293,0.9062
1.29268e+05,42.649,0.9463
3.19362e+04,40.869,0.7621
8.40182e+04,54.032,0.8907
8.75101e+04,52.948,0.9509
4.10146e+04,44.312,0.8609
2.55926e+05,58.278,0.9807
1.32852e+05,42.029,0.9474
2.51543e+05,50.293,0.9715
3.84654e+04,47.187,0.8316
8.20553e+04,44.148,0.8898
8.90901e+04,55.836,0.9443
3.21520e+04,47.002,0.7993
2.45462e+05,65.960,0.9750
1.99465e+05,56.921,0.9670
7.73537e+04,49.136,0.9211
2.24828e+05,54.453,0.9731
2.38452e+05,50.546,0.9785
2.80955e+05,54.690,0.9809
2.96239e+04,42.925,0.8108
2.47418e+05,41.067,0.9667
8.41539e+04,49.368,0.9264
1.56440e+05,44.937,0.9556
3.68963e+05,49.090,0.9769
9.43255e+04,60.321,0.9612
2.74776e+04,57.565,0.8827
3.44309e+04,46.145,0.8564
6.31554e+04,51.795,0.9209
1.61175e+05,52.426,0.9605
2.52572e+05,53.743,0.9763
1.40586e+05,44.436,0.9380
1.45576e+05,44.363,0.9447
7.86128e+04,42.303,0.9067
1.46110e+05,49.080,0.9602
3.03382e+05,59.303,0.9838
1.50186e+04,58.882,0.6381
4.72202e+04,41.316,0.8455
5.43384e+04,63.670,0.9316
8.54331e+04,39.408,0.9297
5.81503e+04,44.548,0.9169
1.71947e+05,69.159,0.9761
4.36781e+04,60.955,0.8878
2.51430e+05,53.799,0.9680
2.88317e+04,40.619,0.8018
1.22967e+05,41.721,0.9341
3.22179e+05,55.012,0.9856
1.06948e+05,47.978,0.9459
3.65386e+04,57.754,0.8462
4.69384e+04,53.890,0.8428
8.73133e+04,54.058,0.9544
2.37819e+05,47.664,0.9728
1.48022e+05,47.912,0.9607
9.66235e+04,48.812,0.9448
2.77779e+04,53.883,0.8488
2.53539e+05,48.167,0.9648
1.42910e+05,50.983,0.9502
2.76761e+05,44.013,0.9780
1.42480e+05,42.269,0.9307
2.07583e+05,53.923,0.9742
1.59716e+05,53.076,0.9614
3.60900e+04,46.091,0.8021
2.34989e+05,51.984,0.9748
3.05083e+04,64.799,0.8524
8.93963e+04,50.845,0.9235
1.24422e+05,48.820,0.9531
2.64696e+05,52.984,0.9779
1.60776e+05,45.319,0.9562
6.44489e+04,54.354,0.8985
2.31232e+04,47.469,0.8232
3.07992e+04,50.142,0.8335
6.37073e+04,50.474,0.9270
4.75393e+04,58.097,0.8825
1.62985e+05,40.790,0.9294
1.33569e+05,53.209,0.9497
9.85952e+04,49.661,0.9598
3.05591e+05,54.911,0.9835
1.70562e+05,61.035,0.9768
5.86050e+04,48.779,0.9179
2.08188e+04,55.742,0.8174
2.90213e+05,66.377,0.9810
9.59186e+04,43.616,0.9221
2.60354e+05,54.821,0.9819
2.70354e+04,45.818,0.8288
2.21402e+05,49.096,0.9732
2.96745e+04,42.585,0.8003
6.87458e+04,51.556,0.9243
2.22387e+05,49.822,0.9691
2.37323e+04,53.049,0.8152
4.58832e+04,39.948,0.7897
2.35011e+05,50.359,0.9661
1.71396e+05,40.448,0.9515
7.79084e+04,54.124,0.9188
1.26894e+05,41.169,0.9380
2.61101e+05,52.703,0.9750
2.26215e+05,54.401,0.9803
1.61600e+05,50.507,0.9573
1.24995e+05,54.547,0.9463
5.37158e+04,45.778,0.9052
1.44645e+05,46.379,0.9588
1.02530e+05,39.730,0.9244
5.58321e+04,44.078,0.8991
1.05674e+05,52.236,0.9597
2.93837e+04,54.250,0.8754
5.77006e+04,71.012,0.9453
5.41011e+04,45.944,0.8521
2.34842e+04,39.734,0.7086
8.04157e+04,44.971,0.9108
2.53196e+05,48.512,0.9743
2.27191e+05,43.720,0.9698
3.71939e+04,47.062,0.8274
5.74017e+04,43.757,0.8742
1.25033e+05,52.796,0.9631
5.70874e+04,54.940,0.9180
1.01444e+05,62.537,0.9460
5.65632e+04,66.454,0.9159
3.60923e+04,45.560,0.8707
9.75414e+04,48.988,0.9403
1.72351e+05,47.233,0.9696
1.52049e+04,45.143,0.5765
2.09898e+04,54.616,0.8030
2.27976e+05,46.053,0.9709
2.79279e+05,60.449,0.9845
2.68728e+05,58.091,0.9782
9.46068e+04,51.897,0.9432
2.52904e+05,49.904,0.9604
2.73365e+05,46.681,0.9733
2.49385e+05,48.608,0.9834
1.62966e+05,69.347,0.9584
1.57174e+05,59.618,0.9709
2.53462e+05,44.457,0.9676
8.09853e+04,50.302,0.9230
1.81451e+04,63.366,0.7087
1.11229e+05,52.670,0.9620
2.75103e+05,53.666,0.9802
2.21619e+05,52.925,0.9803
2.37387e+05,53.317,0.9669
1.76070e+04,51.963,0.6365
7.96654e+04,51.013,0.9229
4.19831e+04,46.095,0.8828
8.91338e+04,39.584,0.9338
5.55942e+04,51.528,0.9209
1.92277e+05,55.633,0.9728
2.15574e+04,42.207,0.6513
1.24740e+05,44.871,0.9416
1.90369e+05,44.639,0.9712
2.31285e+05,45.443,0.9718
3.87949e+04,71.418,0.9159
8.25661e+04,56.463,0.9515
1.87695e+05,46.263,0.9499
2.42808e+05,52.638,0.9809
2.84516e+04,51.877,0.7856
8.90336e+04,55.504,0.9361
2.55044e+05,43.092,0.9645
1.24084e+05,58.376,0.9408
1.50488e+05,45.514,0.9643
1.49191e+05,54.647,0.9581
1.93067e+05,42.749,0.9692
1.40407e+05,44.840,0.9535
2.98060e+05,51.887,0.9843
4.40025e+04,48.348,0.8917
1.61784e+05,70.794,0.9705
2.02221e+04,67.971,0.8619
2.97773e+04,41.109,0.8054
1.31152e+05,46.229,0.9455
3.15542e+04,38.429,0.8128
9.59647e+04,49.453,0.9396
1.74039e+05,47.293,0.9644
5.68518e+04,60.246,0.9081
2.10600e+04,44.488,0.7850
1.08182e+05,46.339,0.9423
4.44210e+04,71.039,0.9126
2.61557e+05,49.644,0.9794
9.78687e+04,47.161,0.9348
3.11958e+05,49.589,0.9806
6.37556e+04,45.401,0.9222
4.88493e+04,49.179,0.8951
1.41522e+05,52.956,0.9681
1.84317e+05,42.662,0.9656
2.61931e+05,43.343,0.9738
2.66498e+05,42.433,0.9756
2.11497e+05,50.798,0.9732
3.91777e+04,46.613,0.8047
1.49856e+05,55.608,0.9602
2.66789e+04,48.826,0.7778
9.54627e+04,47.869,0.9226
2.18217e+04,42.172,0.7046
2.35030e+04,47.687,0.7917
2.65268e+05,51.454,0.9720
3.64156e+04,60.181,0.8487
2.48438e+05,49.631,0.9758
2.19614e+04,54.371,0.7293
1.39815e+05,53.811,0.9618
5.35094e+04,55.285,0.9054
4.09641e+04,43.004,0.8505
1.88278e+05,71.833,0.9843
2.56644e+05,44.349,0.9711
1.91899e+05,50.865,0.9721
2.66044e+05,58.737,0.9796
1.71010e+05,50.246,0.9712
2.77122e+04,46.850,0.8288
1.96355e+04,47.020,0.7333
1.05022e+05,53.119,0.9556
1.57408e+05,61.791,0.9703
7.17092e+04,51.646,0.9318
2.45662e+05,49.848,0.9801
1.32034e+05,49.496,0.9568
2.23913e+04,47.830,0.8012
2.08901e+05,47.097,0.9636
2.49059e+05,45.893,0.9644
7.13172e+04,59.102,0.9441
1.46177e+05,59.691,0.9629
2.01523e+05,47.733,0.9682
1.30427e+05,55.745,0.9674
2.37747e+05,45.400,0.9751
2.79588e+04,51.143,0.7613
2.11800e+05,49.719,0.9644
9.87726e+04,49.848,0.9287
4.34297e+04,45.786,0.8558
4.78733e+04,56.872,0.8986
2.44647e+05,55.487,0.9792
7.73601e+04,47.300,0.9246
1.29695e+05,56.931,0.9669
1.23914e+05,68.363,0.9669
3.11420e+04,57.634,0.8493
7.55948e+04,48.115,0.9299
2.82172e+05,54.669,0.9740
3.77765e+04,48.979,0.8509
9.33560e+04,63.803,0.9666
2.28589e+05,49.885,0.9699
1.87230e+05,48.610,0.9795
5.37351e+04,47.024,0.9172
1.81191e+05,47.643,0.9690
5.72735e+04,47.217,0.8709
7.81929e+04,57.284,0.9324
2.96511e+05,54.436,0.9822
5.65741e+04,47.301,0.9142
9.99924e+04,48.701,0.9445
2.21005e+04,45.767,0.7351
4.09916e+04,59.747,0.9101
2.61004e+05,58.040,0.9801
3.19701e+05,67.193,0.9854
1.33400e+05,56.294,0.9575
8.05886e+04,45.309,0.9187
2.66597e+05,52.097,0.9829
1.73525e+04,49.151,0.6505
2.63380e+04,48.589,0.8552
1.92830e+05,51.861,0.9797
5.45355e+04,47.650,0.9110
5.81718e+04,67.027,0.9198
6.91094e+04,61.504,0.9413
1.07277e+05,51.143,0.9575
1.37487e+05,58.083,0.9647
2.75537e+04,50.495,0.8061
4.41054e+04,60.372,0.8739
2.56514e+04,49.071,0.8071
7.33239e+04,55.472,0.9119
2.24585e+04,44.331,0.7654
1.55753e+05,44.612,0.9659
7.51752e+04,58.586,0.9201
3.51237e+05,44.115,0.9800
3.38326e+04,48.718,0.8667
2.11131e+04,50.622,0.7827
7.98822e+04,52.257,0.9098
1.72175e+05,57.167,0.9726
3.04711e+05,48.724,0.9788
1.32610e+05,46.441,0.9649
1.81163e+05,41.729,0.9531
2.85722e+04,54.976,0.8109
1.04197e+05,59.727,0.9451
1.29401e+05,51.561,0.9523
1.10634e+05,55.570,0.9506
1.23115e+05,43.917,0.9426
1.24147e+05,42.604,0.9467
7.32931e+04,52.324,0.9289
2.30547e+05,51.249,0.9797
6.77226e+04,56.750,0.9276
2.65178e+05,56.623,0.9747
3.87135e+04,44.177,0.8478
1.57631e+05,44.854,0.9488
2.00584e+04,59.004,0.8190
2.09400e+04,53.892,0.7747
2.07519e+04,57.937,0.7366
1.65362e+05,52.059,0.9633
5.99908e+04,45.859,0.8995
2.44539e+05,44.662,0.9769
2.19108e+05,52.631,0.9704
9.23552e+04,44.838,0.9251
7.12583e+04,44.962,0.9082
1.80718e+05,47.510,0.9586
2.07022e+05,46.386,0.9763
8.73012e+04,42.125,0.9146
2.77080e+04,48.726,0.8086
2.05379e+05,58.211,0.9732
1.30297e+05,58.776,0.9692
2.01254e+05,56.005,0.9721
1.74868e+05,50.972,0.9510
1.57317e+05,47.996,0.9559
1.92096e+05,44.189,0.9565
3.12667e+04,61.687,0.8619
2.43138e+05,44.081,0.9657
2.59578e+05,42.811,0.9723
1.09993e+05,53.164,0.9333
4.73264e+04,49.594,0.8931
4.43700e+04,43.067,0.8665
1.57607e+05,53.993,0.9706
6.68308e+04,55.086,0.8904
3.85043e+04,57.355,0.8440
3.01628e+04,56.310,0.8538
3.00803e+05,60.033,0.9854
3.42726e+04,48.120,0.7854
1.87021e+05,50.445,0.9745
9.30725e+04,59.721,0.9374
8.53254e+04,46.811,0.9239
2.42457e+04,61.233,0.7972
4.92172e+04,59.994,0.9184
6.54917e+04,51.949,0.9314
2.19818e+05,47.671,0.9742
1.49444e+05,49.539,0.9573
4.41910e+04,55.400,0.8652
3.31925e+05,46.506,0.9806
2.40493e+05,64.229,0.9795
2.35333e+04,55.287,0.8427
9.96664e+04,62.497,0.9499
7.14282e+04,50.315,0.8786
2.21851e+05,59.051,0.9790
2.24160e+05,52.542,0.9733
3.00535e+04,59.088,0.8914
7.41420e+04,53.564,0.9265
6.35139e+04,56.679,0.9364
1.07819e+05,50.511,0.9263
2.60150e+05,43.126,0.9782
3.87410e+05,41.504,0.9839
1.39475e+05,44.077,0.9496
9.33316e+04,69.812,0.9543
1.62351e+05,61.612,0.9730
2.31668e+05,47.275,0.9660
3.62246e+04,55.521,0.8861
3.39958e+04,65.676,0.8676
1.60368e+05,48.092,0.9584
1.96594e+04,60.362,0.8099
3.28715e+05,53.814,0.9849
1.44086e+05,48.594,0.9694
2.73546e+05,48.905,0.9780
2.03341e+04,52.133,0.7429
1.13605e+05,42.878,0.9470
2.53212e+04,42.647,0.7674
1.83489e+04,52.668,0.7701
1.85730e+05,63.480,0.9696
6.92086e+04,46.384,0.9217
3.10091e+04,47.274,0.7712
4.85640e+04,60.008,0.9084
3.11585e+05,53.334,0.9840
1.01470e+05,56.307,0.9543
3.41590e+05,60.789,0.9845
1.25801e+05,48.685,0.9448
1.18630e+05,57.048,0.9668
8.64065e+04,55.225,0.9396
1.43158e+05,45.330,0.9642
1.36698e+05,50.619,0.9631
5.10190e+04,54.865,0.9002
1.60674e+05,59.244,0.9704
8.98315e+04,54.802,0.9494
2.49273e+04,48.701,0.8282
1.09672e+05,44.716,0.9545
3.21393e+05,57.460,0.9866
2.29699e+04,57.805,0.8409
2.29250e+05,59.999,0.9803
1.79421e+05,48.720,0.9700
2.44285e+05,70.022,0.9851
2.27375e+05,48.416,0.9780
2.22343e+04,51.025,0.7914
1.53545e+05,57.946,0.9785
4.25226e+04,53.017,0.8698
2.44594e+05,50.520,0.9715
2.21052e+05,50.799,0.9707
5.51922e+04,52.287,0.9119
2.65269e+05,55.650,0.9770
6.90156e+04,45.110,0.9109
7.11987e+04,39.161,0.9037
2.83174e+05,49.307,0.9684
7.52767e+04,58.699,0.9362
2.91760e+05,42.983,0.9770
9.87451e+04,53.009,0.9485
2.05815e+04,46.233,0.7179
2.20111e+05,39.490,0.9622
8.41262e+04,58.682,0.9615
2.47653e+04,44.721,0.7641
1.97560e+04,51.244,0.7533
2.22235e+05,54.630,0.9730
6.11842e+04,53.340,0.9064
4.37585e+04,67.140,0.9192
7.59967e+04,44.824,0.9275
6.21033e+04,60.444,0.9428
1.64731e+05,45.087,0.9647
8.28152e+04,50.987,0.8833
1.96070e+05,61.342,0.9756
7.25678e+04,46.998,0.9313
2.76036e+05,47.459,0.9808
2.23550e+04,49.606,0.7495
2.57833e+05,44.341,0.9787
1.73464e+04,46.277,0.6565
2.87849e+05,52.263,0.9783
2.47673e+04,42.936,0.7310
3.09289e+05,47.403,0.9817
3.16590e+05,68.054,0.9834
5.43964e+04,73.175,0.9435
8.90425e+04,51.126,0.9006
2.06673e+05,44.658,0.9602
8.47962e+04,43.248,0.9155
3.25731e+04,36.390,0.7649
1.27110e+05,56.747,0.9569
4.34046e+04,53.519,0.8794
1.96747e+05,47.691,0.9739
1.74078e+05,53.504,0.9765
1.62995e+05,53.954,0.9687
3.22297e+05,60.111,0.9842
2.65509e+04,52.041,0.8333
7.86423e+04,46.753,0.9342
2.10295e+04,49.802,0.7762
1.61206e+05,50.904,0.9671
3.01406e+05,43.365,0.9758
1.33021e+05,48.484,0.9578
2.06271e+05,47.566,0.9662
2.37749e+04,47.673,0.7874
3.32705e+05,51.492,0.9829
4.50579e+04,40.811,0.8399
4.49054e+04,57.893,0.8983
5.61503e+04,56.769,0.8989
1.07009e+05,46.768,0.9458
5.21363e+04,39.333,0.8338
1.42856e+05,45.909,0.9507
2.32727e+05,55.243,0.9823
4.38296e+04,52.435,0.8534
1.48336e+05,39.287,0.9381
7.58972e+04,43.698,0.9191
1.67368e+05,53.140,0.9691
3.70752e+04,60.272,0.8791
1.45229e+05,49.124,0.9587
3.94958e+04,40.669,0.8214
2.25116e+05,40.011,0.9669
6.47528e+04,64.732,0.9269
1.82313e+05,51.214,0.9670
3.46303e+04,56.069,0.8672
1.07493e+05,53.819,0.9344
8.70988e+04,47.872,0.9308
2.92990e+05,39.086,0.9683
9.21757e+04,46.797,0.9055
1.76010e+05,44.753,0.9702
1.58517e+05,42.965,0.9507
3.12778e+05,60.638,0.9849
7.06321e+04,56.783,0.8971
1.34321e+05,75.626,0.9718
2.78286e+04,55.461,0.8240
1.12419e+05,46.110,0.9377
2.41252e+05,49.074,0.9747
1.79165e+05,51.954,0.9632
3.72799e+04,56.384,0.8649
2.58485e+04,60.358,0.8463
1.03674e+05,62.294,0.9382
9.67374e+04,50.498,0.9540
5.22125e+04,47.452,0.8940
5.01479e+04,51.258,0.9015
2.46490e+05,54.589,0.9718
1.98052e+05,41.096,0.9669
3.76448e+04,52.374,0.7911
9.07973e+04,59.922,0.9585
1.58633e+05,60.615,0.9788
2.42961e+04,39.845,0.7527
3.62922e+05,49.873,0.9844
2.58828e+04,57.027,0.8556
1.19080e+05,52.021,0.9561
9.60658e+04,53.288,0.9295
2.96440e+05,47.681,0.9799
1.54395e+05,47.039,0.9459
3.27230e+04,63.759,0.8938
1.08314e+05,50.478,0.9358
1.69271e+05,45.528,0.9542
2.42043e+05,49.064,0.9741
2.33157e+04,49.491,0.8031
1.20645e+05,45.420,0.9424
5.36425e+04,45.179,0.8852
1.86209e+05,41.610,0.9556
1.96495e+05,55.055,0.9715
6.10472e+04,45.931,0.8856
3.33846e+05,45.097,0.9785
4.65826e+04,53.677,0.8950
7.10457e+04,56.429,0.9453
1.36821e+05,50.563,0.9574
1.94796e+05,57.229,0.9727
3.45273e+04,63.598,0.8640
3.00118e+05,52.246,0.9796
4.83114e+04,55.986,0.8904
1.01815e+05,51.721,0.9578
8.90382e+04,50.347,0.9013
2.82487e+05,50.395,0.9811
2.46056e+04,47.643,0.7360
1.87031e+05,45.714,0.9527
7.37659e+04,57.849,0.9034
6.78784e+04,46.956,0.8726
3.83710e+04,91.442,0.9392
3.03068e+05,44.860,0.9834
2.03743e+05,49.178,0.9658
3.66519e+05,56.652,0.9907
5.63696e+04,43.157,0.8561
2.91140e+04,53.014,0.8566
4.46970e+04,50.853,0.9046
1.67397e+05,54.424,0.9503
1.79574e+05,55.435,0.9715
2.84710e+05,55.434,0.9808
3.06707e+05,55.802,0.9857
2.61917e+04,62.054,0.8377
1.82364e+05,45.514,0.9662
2.88075e+05,55.903,0.9856
2.69718e+05,51.905,0.9812
6.12411e+04,45.467,0.9202
1.62271e+05,46.789,0.9634
1.06784e+05,43.249,0.9437
1.44327e+05,67.148,0.9751
3.19880e+05,49.684,0.9845
1.28057e+05,52.304,0.9462
8.72169e+04,38.449,0.9232
2.82648e+04,69.301,0.8571
1.03160e+05,47.135,0.9357
1.54939e+05,49.088,0.9716
2.88817e+05,45.841,0.9797
6.36151e+04,56.515,0.9208
2.74666e+05,58.087,0.9814
9.45232e+04,44.397,0.9453
2.99329e+05,62.900,0.9844
1.49946e+05,44.259,0.9431
8.07283e+04,48.594,0.9397
8.52642e+04,47.961,0.9367
2.27355e+05,42.749,0.9645
1.83260e+05,60.307,0.9750
1.42219e+05,42.993,0.9338
2.27489e+05,57.007,0.9636
2.50036e+05,49.044,0.9790
1.80212e+04,41.171,0.6868
1.05498e+05,54.962,0.9442
2.00950e+04,49.352,0.7842
2.40497e+05,49.452,0.9691
2.06265e+05,54.454,0.9813
2.75131e+04,52.871,0.8728
2.53651e+04,47.272,0.7409
6.96373e+04,47.268,0.9013
1.24601e+05,45.223,0.9328
4.87411e+04,49.238,0.8949
2.17852e+05,46.465,0.9743
1.65792e+05,50.006,0.9693
1.04253e+05,49.035,0.9514
2.89361e+04,45.562,0.7828
3.46612e+05,50.866,0.9861
2.56477e+04,51.199,0.8039
2.27994e+04,48.473,0.7756
4.31595e+04,44.583,0.8609
2.03110e+04,46.543,0.7421
2.68539e+05,50.164,0.9769
2.16901e+05,57.486,0.9731
2.02400e+05,58.813,0.9791
2.50339e+04,37.426,0.7266
1.97083e+05,56.797,0.9837
1.92006e+05,60.290,0.9780
1.06456e+05,50.774,0.9523
1.54542e+05,50.176,0.9447
1.65417e+05,48.452,0.9547
2.96227e+05,56.034,0.9777
3.07000e+04,48.499,0.8168
1.31702e+05,55.141,0.9698
2.02200e+05,40.670,0.9660
2.58521e+05,54.592,0.9829
2.97998e+05,61.880,0.9837
2.44263e+05,45.689,0.9725
2.80824e+05,49.510,0.9783
1.94400e+05,46.865,0.9680
3.30832e+04,44.474,0.8377
5.55620e+04,40.670,0.8114
5.28293e+04,50.893,0.8759
2.46933e+05,39.422,0.9636
2.58321e+05,42.829,0.9669
1.45521e+05,52.628,0.9541
7.56165e+04,48.718,0.9119
5.18364e+04,42.171,0.8417
1.38545e+05,46.580,0.9087
1.05044e+05,49.808,0.9357
1.05441e+05,47.204,0.9376
2.64276e+05,54.717,0.9786
9.28603e+04,59.721,0.9452
1.82819e+05,45.780,0.9645
2.04968e+05,50.602,0.9678
2.12295e+05,49.663,0.9645
1.62698e+05,61.846,0.9832
2.38340e+05,59.591,0.9714
1.39376e+05,43.318,0.9453
1.96928e+05,49.963,0.9733
9.12461e+04,43.558,0.9296
5.91445e+04,50.949,0.8999
2.01436e+05,47.163,0.9577
1.95963e+05,46.322,0.9479
7.70964e+04,48.085,0.9240
3.07559e+04,53.321,0.7844
2.63800e+04,53.863,0.8683
1.23589e+05,42.207,0.9522
2.33534e+05,40.239,0.9690
1.43227e+05,46.299,0.9657
2.53449e+05,45.496,0.9693
8.48382e+04,55.643,0.9420
1.62163e+04,42.747,0.6825
8.48654e+04,39.226,0.9119
4.40616e+04,48.933,0.8736
1.79909e+05,49.915,0.9633
2.74965e+04,49.087,0.8506
1.45310e+05,54.021,0.9611
8.12554e+04,50.375,0.9163
3.53282e+04,59.565,0.8642
7.67443e+04,40.176,0.9130
1.31203e+05,45.717,0.9500
2.19927e+05,65.430,0.9756
2.58043e+05,43.867,0.9788
3.02983e+04,55.248,0.8566
2.43759e+05,39.954,0.9659
9.32293e+04,64.027,0.9227
1.73303e+05,38.406,0.9580
2.08117e+04,59.523,0.8080
1.65124e+05,48.623,0.9652
9.64799e+04,46.988,0.9379
9.43716e+04,48.963,0.9417
1.35836e+05,45.856,0.9497
2.18017e+05,50.428,0.9614
2.08932e+05,55.324,0.9774
4.31428e+04,50.944,0.8851
1.65388e+05,44.591,0.9617
2.53178e+05,46.430,0.9706
2.60857e+05,50.693,0.9760
1.03656e+05,59.191,0.9633
1.60586e+05,43.148,0.9552
2.01754e+05,47.678,0.9643
2.85793e+04,54.462,0.7691
8.73609e+04,59.633,0.9491
4.54003e+04,53.262,0.9059
6.54720e+04,51.315,0.9283
2.13329e+04,60.265,0.8386
2.02167e+05,41.822,0.9550
2.02681e+04,56.561,0.7376
4.19096e+04,63.057,0.8918
2.25527e+05,53.323,0.9563
5.40601e+04,48.237,0.8997
1.35041e+05,45.867,0.9536
1.96985e+04,48.953,0.7471
3.60544e+04,44.216,0.8005
8.66045e+04,59.061,0.9495
6.05494e+04,65.395,0.9500
3.08399e+05,58.563,0.9834
2.34009e+05,56.487,0.9724
6.56226e+04,51.862,0.9184
1.70713e+05,56.620,0.9811
2.76638e+04,55.186,0.8654
1.62265e+05,47.196,0.9599
6.40941e+04,50.597,0.9091
4.34640e+04,62.549,0.8949
1.96354e+05,51.110,0.9723
2.34586e+04,60.125,0.8272
1.09807e+05,47.004,0.9375
