N0,T,cf
1.03015e+05,54.450,0.9521
1.90188e+05,41.091,0.9551
2.50833e+04,58.681,0.8029
1.28890e+05,61.652,0.9503
2.21441e+04,51.020,0.7602
3.18720e+04,48.980,0.8486
1.20190e+05,48.946,0.9574
2.31832e+05,42.247,0.9666
1.98740e+05,45.820,0.9672
4.85393e+04,50.757,0.8584
1.19859e+05,49.725,0.9549
2.47384e+05,44.805,0.9809
4.45549e+04,55.506,0.8946
2.07757e+05,43.330,0.9729
2.31872e+05,51.935,0.9723
6.96200e+04,44.178,0.9059
2.42334e+05,45.551,0.9693
3.97257e+04,43.911,0.7965
1.63862e+04,46.382,0.5963
1.26800e+05,55.787,0.9619
3.36571e+04,44.325,0.8294
1.64571e+05,53.417,0.9656
2.77262e+05,49.153,0.9809
3.30894e+04,36.752,0.7810
5.68119e+04,59.269,0.9317
2.26903e+05,48.759,0.9703
2.19205e+05,52.195,0.9835
3.07803e+05,44.352,0.9803
1.23630e+05,48.788,0.9482
1.36414e+05,45.914,0.9379
2.39396e+04,60.216,0.8248
2.94044e+05,42.909,0.9759
3.83380e+04,50.178,0.8568
1.59718e+05,44.878,0.9644
2.09419e+05,60.778,0.9734
1.75867e+05,59.966,0.9759
3.41512e+04,48.811,0.8331
2.51420e+04,47.964,0.7977
2.39690e+05,48.143,0.9675
1.95490e+04,50.023,0.7794
2.68195e+05,47.099,0.9752
2.61940e+05,54.674,0.9839
1.36426e+05,51.746,0.9437
1.58542e+05,53.923,0.9679
1.03984e+05,54.868,0.9519
9.70738e+04,61.563,0.9490
2.74027e+05,49.250,0.9793
4.86338e+04,57.345,0.9033
3.09882e+05,48.568,0.9731
9.23260e+04,51.892,0.9247
2.49106e+05,58.064,0.9833
1.90339e+05,50.338,0.9694
1.81462e+05,54.874,0.9635
2.13358e+05,58.751,0.9774
1.32990e+05,47.221,0.9593
2.20546e+05,48.410,0.9727
8.63860e+04,57.200,0.9612
1.80176e+05,54.698,0.9730
2.70037e+05,54.120,0.9847
3.98683e+04,61.203,0.8987
1.85386e+05,56.580,0.9691
2.33933e+05,44.382,0.9647
5.11541e+04,44.268,0.8899
1.89701e+05,48.260,0.9664
5.10042e+04,45.431,0.8567
9.30990e+04,46.542,0.9173
1.89288e+05,58.974,0.9794
6.92810e+04,49.632,0.9027
3.07440e+04,45.423,0.7932
6.21077e+04,47.652,0.8641
8.21082e+04,59.127,0.9509
1.65515e+05,52.826,0.9741
2.51574e+05,61.214,0.9817
6.74133e+04,65.587,0.9554
7.68119e+04,52.843,0.9120
2.78484e+04,53.074,0.8382
6.42574e+04,49.843,0.8717
3.39195e+05,68.954,0.9847
4.84974e+04,48.663,0.8223
5.23658e+04,48.254,0.8905
2.26020e+05,49.861,0.9734
2.96841e+05,64.888,0.9858
2.62809e+05,56.338,0.9811
7.68426e+04,45.218,0.9458
3.98685e+04,48.261,0.8100
1.98730e+05,57.560,0.9789
1.58693e+05,50.966,0.9673
2.52245e+04,56.875,0.7425
3.42175e+05,64.910,0.9874
2.37285e+05,47.256,0.9761
2.88778e+04,49.018,0.7956
1.34530e+05,77.730,0.9769
1.24943e+05,56.009,0.9334
2.91438e+04,55.349,0.8488
2.42774e+05,43.756,0.9754
3.40054e+04,44.437,0.8633
2.07348e+05,49.802,0.9679
9.54310e+04,55.676,0.9430
2.17920e+04,45.852,0.8271
4.88951e+04,51.239,0.9049
8.05177e+04,62.839,0.9395
3.24764e+04,46.989,0.8421
4.97191e+04,48.900,0.8921
2.19039e+04,48.727,0.7340
2.18791e+04,50.157,0.7720
1.79082e+04,41.396,0.6822
4.87502e+04,49.468,0.8908
1.51423e+05,55.295,0.9647
1.58728e+05,59.330,0.9657
1.13048e+05,43.942,0.9543
1.94403e+04,64.836,0.7859
2.12302e+05,55.691,0.9673
1.86725e+05,49.985,0.9746
3.36242e+04,39.800,0.8197
4.54557e+04,52.228,0.8929
1.30075e+05,49.550,0.9566
8.15139e+04,46.495,0.9277
2.11752e+05,41.853,0.9649
2.66150e+05,45.786,0.9765
2.91400e+05,52.357,0.9839
2.12021e+05,53.014,0.9551
7.13774e+04,59.506,0.9335
2.78273e+05,48.748,0.9817
2.71406e+05,48.733,0.9762
2.71130e+04,58.818,0.7763
6.60051e+04,50.541,0.9104
1.65887e+05,59.690,0.9676
1.71825e+04,50.598,0.6608
8.51286e+04,42.875,0.9014
8.37634e+04,47.404,0.8786
5.39542e+04,42.170,0.8876
4.04873e+05,50.942,0.9864
2.08142e+05,60.087,0.9833
4.16672e+04,54.691,0.8613
1.86147e+05,45.367,0.9550
1.26050e+05,61.529,0.9633
1.95845e+04,49.379,0.6703
9.76179e+04,42.804,0.9232
1.02458e+05,69.039,0.9513
5.50126e+04,68.657,0.9010
3.28600e+04,46.870,0.8272
1.87073e+04,44.608,0.7105
2.79666e+04,52.020,0.8004
6.31379e+04,52.810,0.9110
1.84413e+04,46.073,0.6616
7.84166e+04,53.360,0.9426
2.93468e+04,54.981,0.8663
1.53837e+05,48.249,0.9488
2.50267e+04,55.614,0.8543
4.78955e+04,48.920,0.8772
2.95393e+04,50.866,0.8826
2.01643e+05,56.419,0.9852
4.82063e+04,64.536,0.9069
1.47723e+05,55.983,0.9692
2.41418e+05,40.536,0.9643
1.89734e+05,48.463,0.9750
3.28094e+04,64.549,0.9146
1.11408e+05,47.717,0.9412
2.70550e+05,53.859,0.9679
2.62637e+05,53.090,0.9769
2.51083e+05,66.340,0.9735
3.58833e+04,47.292,0.8571
2.77850e+05,42.653,0.9711
2.97570e+04,42.322,0.7231
1.54949e+05,48.813,0.9491
5.53557e+04,52.375,0.9212
1.24521e+05,49.241,0.9367
2.92506e+04,43.439,0.8059
3.13496e+05,55.798,0.9863
2.84329e+05,43.799,0.9716
1.42943e+05,76.800,0.9710
2.18804e+04,42.262,0.7480
2.58807e+04,52.313,0.7411
3.43373e+04,53.861,0.8810
1.46043e+05,47.086,0.9499
3.18959e+05,57.914,0.9821
9.96928e+04,43.968,0.9453
3.29810e+04,44.668,0.8074
1.87671e+04,51.156,0.7234
6.98960e+04,50.320,0.9132
1.73143e+05,47.229,0.9664
2.40244e+05,47.706,0.9725
1.03456e+05,49.948,0.9437
2.43287e+04,46.408,0.8145
1.17001e+05,61.289,0.9639
1.05998e+05,45.641,0.9342
1.42581e+05,46.224,0.9553
2.33460e+05,38.616,0.9678
2.51961e+04,55.268,0.8056
4.01023e+04,53.710,0.8826
1.85276e+04,61.936,0.7631
2.08834e+05,49.515,0.9640
1.22635e+05,68.025,0.9550
1.63756e+05,51.173,0.9635
9.07827e+04,58.856,0.9435
9.00335e+04,56.915,0.9571
1.71457e+05,44.616,0.9559
3.57518e+04,39.776,0.8145
1.86108e+05,51.243,0.9695
1.27313e+05,61.955,0.9481
2.70693e+05,42.133,0.9742
2.53885e+05,48.114,0.9744
8.46558e+04,47.535,0.9203
2.12292e+05,44.175,0.9418
4.07023e+04,57.694,0.8784
9.27578e+04,51.486,0.9352
1.80992e+05,44.939,0.9546
7.86975e+04,48.402,0.9330
1.03962e+05,41.920,0.9300
4.30677e+04,50.151,0.9152
3.12748e+04,48.105,0.8211
2.47288e+05,43.768,0.9668
2.15390e+04,42.704,0.7441
6.01383e+04,49.364,0.9174
1.02870e+05,41.917,0.9246
1.65223e+05,44.075,0.9544
1.02900e+05,46.053,0.9383
2.76465e+05,48.092,0.9841
1.02829e+05,48.341,0.9130
8.98236e+04,43.980,0.9176
2.42900e+04,54.924,0.8025
1.32933e+05,62.585,0.9701
5.01786e+04,49.946,0.9097
2.27731e+05,51.561,0.9829
8.82306e+04,56.618,0.9365
4.38357e+04,44.313,0.8830
7.43522e+04,57.275,0.9184
9.90277e+04,54.095,0.9495
8.77664e+04,46.998,0.9301
1.90281e+04,53.749,0.6726
5.68278e+04,52.195,0.9142
3.41577e+05,51.100,0.9783
1.76509e+04,57.030,0.6658
3.16492e+04,36.839,0.7448
8.70547e+04,41.043,0.9162
1.16052e+05,53.945,0.9527
2.72566e+04,52.059,0.8288
1.94393e+05,47.779,0.9677
7.58466e+04,66.876,0.9394
1.54522e+05,53.482,0.9662
1.98544e+05,52.709,0.9749
9.83785e+04,45.640,0.9256
1.87028e+05,50.568,0.9653
1.49077e+04,46.050,0.6237
1.19186e+05,51.966,0.9532
1.92612e+05,43.400,0.9649
1.23761e+05,46.190,0.9409
1.07398e+05,82.993,0.9604
1.43932e+05,42.269,0.9570
2.11590e+05,44.353,0.9755
8.71772e+04,59.852,0.9286
8.12843e+04,46.449,0.9428
3.04144e+05,55.604,0.9832
1.51877e+05,54.295,0.9678
1.37208e+05,45.552,0.9513
3.18854e+05,45.043,0.9845
2.04621e+04,61.968,0.7987
2.29138e+04,56.620,0.8146
4.05172e+05,52.805,0.9861
2.05621e+05,49.093,0.9734
3.29096e+04,67.045,0.8661
1.68815e+05,56.729,0.9646
2.17428e+05,41.999,0.9575
5.14146e+04,53.793,0.8478
2.63998e+05,49.356,0.9716
2.26167e+05,44.917,0.9738
1.24096e+05,48.797,0.9527
2.90959e+04,48.455,0.8252
2.98566e+04,47.822,0.8616
1.93293e+04,46.183,0.7454
4.93995e+04,44.957,0.8796
7.19977e+04,48.079,0.9440
4.22451e+04,51.849,0.8929
2.14902e+05,52.253,0.9703
1.95020e+05,39.856,0.9474
3.37254e+04,51.147,0.8419
1.93094e+05,64.462,0.9712
1.95534e+05,50.130,0.9692
2.49284e+05,45.335,0.9763
1.86303e+04,59.851,0.7785
1.12834e+05,62.535,0.9507
3.03459e+05,59.819,0.9876
1.90840e+05,47.997,0.9720
2.19305e+05,56.031,0.9784
4.24289e+04,55.409,0.8748
2.79546e+04,50.910,0.7735
1.84834e+04,42.690,0.6834
1.13102e+05,51.533,0.9575
9.70553e+04,56.192,0.9474
9.49251e+04,56.868,0.9308
2.36145e+04,49.327,0.8004
1.83052e+05,57.728,0.9713
4.13927e+04,57.782,0.9014
3.72831e+05,47.602,0.9826
2.18263e+05,63.123,0.9766
3.38806e+05,59.665,0.9875
1.39890e+05,54.792,0.9656
1.44068e+05,42.020,0.9631
1.82319e+04,50.039,0.6119
3.38043e+04,46.536,0.8452
9.05588e+04,58.519,0.9508
9.66048e+04,51.790,0.9381
3.42144e+05,44.537,0.9828
1.95709e+05,59.442,0.9714
2.10774e+05,62.572,0.9776
3.12156e+05,42.895,0.9817
2.39153e+05,44.831,0.9741
2.39506e+05,50.400,0.9671
1.31907e+05,48.155,0.9403
1.05002e+05,56.114,0.9380
2.74969e+05,46.296,0.9728
2.23205e+05,42.602,0.9555
7.30887e+04,49.189,0.9355
2.43015e+05,41.331,0.9709
1.53783e+05,34.530,0.9402
1.37923e+05,65.471,0.9584
2.14824e+05,53.411,0.9643
1.12132e+05,50.242,0.9648
3.30361e+04,51.199,0.8580
1.75367e+05,45.152,0.9645
1.80784e+04,57.156,0.7538
1.25263e+05,41.685,0.9533
5.50342e+04,35.628,0.8387
5.29569e+04,60.829,0.9175
2.54995e+05,53.775,0.9785
8.63739e+04,48.258,0.9298
1.86066e+05,45.552,0.9590
7.43484e+04,64.624,0.9442
3.18482e+05,45.455,0.9779
2.13344e+04,39.249,0.6313
1.08629e+05,39.145,0.9185
2.21855e+05,59.642,0.9729
8.43822e+04,71.171,0.9501
2.50571e+05,47.528,0.9794
1.64185e+05,55.333,0.9648
2.94185e+04,69.489,0.8924
1.83135e+05,66.835,0.9726
5.10077e+04,62.877,0.9334
5.62007e+04,41.734,0.8312
1.72981e+05,51.920,0.9650
7.80075e+04,51.626,0.9178
2.08295e+04,55.231,0.8192
7.26901e+04,54.025,0.9370
1.79580e+05,45.933,0.9596
1.85216e+05,64.832,0.9805
3.36769e+04,39.136,0.8265
9.16689e+04,54.517,0.9000
1.94619e+05,50.442,0.9726
1.72851e+05,50.510,0.9716
6.43162e+04,44.466,0.8686
1.29136e+05,49.357,0.9448
2.12934e+05,50.329,0.9752
5.04283e+04,61.765,0.8780
9.84113e+04,51.213,0.9470
1.46996e+05,54.546,0.9670
7.47176e+04,50.216,0.9334
2.50995e+05,57.909,0.9798
7.74376e+04,46.329,0.9170
2.68636e+05,48.594,0.9697
6.40511e+04,53.859,0.9388
2.40837e+05,49.593,0.9783
1.55311e+05,42.894,0.9565
9.92964e+04,46.356,0.9395
1.72854e+04,44.739,0.7153
1.76384e+05,47.989,0.9697
3.20049e+04,45.799,0.8147
9.71746e+04,67.246,0.9470
2.11645e+05,66.656,0.9784
1.88212e+05,48.313,0.9549
5.60863e+04,50.956,0.8988
2.65355e+05,61.834,0.9819
1.75380e+05,39.246,0.9625
1.73708e+04,37.406,0.6153
6.89428e+04,47.253,0.8968
1.73411e+05,46.238,0.9684
2.66185e+04,46.795,0.8052
4.68323e+04,46.732,0.8664
1.54798e+05,54.205,0.9677
3.76848e+04,41.388,0.8780
3.88414e+05,46.896,0.9858
4.91976e+04,52.855,0.9246
1.78053e+05,39.477,0.9528
3.28101e+04,45.742,0.8003
1.06016e+05,48.545,0.9328
6.25412e+04,43.555,0.9055
3.11039e+05,57.588,0.9855
2.03209e+04,48.096,0.6841
1.36721e+05,46.168,0.9538
4.11640e+04,44.051,0.8226
1.70527e+05,68.897,0.9786
5.89785e+04,52.434,0.9184
5.23526e+04,60.155,0.9254
2.22102e+05,52.281,0.9791
1.22169e+05,60.039,0.9668
2.46078e+04,56.909,0.8157
7.69124e+04,46.195,0.9302
1.04060e+05,57.843,0.9581
4.26062e+04,55.655,0.8854
2.21043e+04,51.839,0.7829
2.39916e+05,49.111,0.9662
2.05790e+05,53.757,0.9648
8.67013e+04,50.700,0.9372
4.42659e+04,49.329,0.8665
1.70074e+05,55.771,0.9755
3.19185e+04,54.232,0.8176
2.21838e+04,57.113,0.7674
1.42495e+05,43.537,0.9583
7.48110e+04,52.211,0.9267
1.77121e+05,46.624,0.9638
1.85946e+05,48.723,0.9692
4.38033e+04,45.282,0.8584
9.33606e+04,63.624,0.9514
1.71338e+05,44.381,0.9506
2.93413e+05,53.454,0.9759
2.98455e+05,57.128,0.9817
6.09730e+04,51.953,0.9038
1.32203e+05,49.242,0.9392
4.22626e+04,68.173,0.9032
7.44751e+04,48.729,0.9107
2.36467e+04,58.775,0.8385
1.66507e+05,55.075,0.9737
2.10946e+05,76.300,0.9857
1.90072e+04,50.052,0.8148
4.60303e+04,57.683,0.8758
5.82077e+04,51.961,0.9251
3.64676e+04,49.306,0.7804
3.40276e+05,59.511,0.9871
2.70798e+04,53.779,0.8867
5.14465e+04,49.726,0.8661
7.98220e+04,39.721,0.9109
2.66901e+04,50.827,0.8596
4.54479e+04,60.742,0.9065
1.52496e+05,47.428,0.9594
2.40693e+05,43.246,0.9665
6.39241e+04,37.968,0.8777
1.89218e+05,49.578,0.9738
1.42943e+05,52.324,0.9546
9.49818e+04,56.332,0.9494
3.27073e+04,45.721,0.8072
2.68365e+05,47.216,0.9816
1.96073e+05,44.304,0.9672
1.11438e+05,47.774,0.9538
2.18441e+05,51.223,0.9744
1.63858e+05,49.544,0.9478
2.62937e+05,43.548,0.9704
1.54545e+05,39.286,0.9575
1.46654e+05,47.828,0.9440
3.48699e+04,43.196,0.8499
1.41145e+05,56.561,0.9692
4.88572e+04,51.466,0.8853
7.31860e+04,60.765,0.9407
2.55336e+05,43.006,0.9637
1.89775e+05,49.198,0.9609
1.97136e+05,54.457,0.9794
2.68068e+05,57.318,0.9832
2.89732e+04,51.224,0.8717
1.06889e+05,56.520,0.9464
1.36710e+05,47.302,0.9637
7.85381e+04,48.862,0.8982
3.79621e+04,46.977,0.8676
2.17042e+05,40.928,0.9622
2.67662e+04,46.653,0.8066
8.39527e+04,66.793,0.9510
7.66953e+04,57.869,0.9250
5.63838e+04,43.713,0.8824
2.28567e+04,55.747,0.7515
1.18211e+05,47.172,0.9516
2.63783e+05,50.696,0.9794
4.62505e+04,50.725,0.8444
8.28831e+04,45.082,0.8946
2.89043e+04,49.577,0.8304
3.80559e+04,44.480,0.8327
2.10616e+05,57.858,0.9791
2.44719e+04,59.363,0.8794
1.64966e+05,47.451,0.9592
1.42682e+05,57.160,0.9596
7.46924e+04,55.418,0.9177
2.45678e+04,52.917,0.8202
4.06456e+04,50.722,0.8953
1.30936e+05,70.591,0.9684
1.18369e+05,54.910,0.9502
6.02441e+04,60.695,0.9413
1.57486e+05,43.763,0.9538
2.94933e+05,50.437,0.9732
3.19460e+04,59.166,0.8766
1.73641e+04,41.736,0.6633
3.78600e+04,40.668,0.7926
1.03843e+05,51.614,0.9640
4.50020e+04,48.195,0.8794
2.95230e+04,65.607,0.8895
7.33274e+04,51.952,0.8794
1.03079e+05,45.240,0.9370
2.07486e+05,42.981,0.9535
7.03167e+04,51.765,0.9150
2.48079e+04,45.962,0.7722
6.21840e+04,48.407,0.9178
7.22428e+04,47.809,0.9115
9.95096e+04,46.487,0.9350
1.84690e+05,53.009,0.9720
3.26848e+04,51.984,0.7809
9.68830e+04,60.414,0.9512
1.50040e+04,40.864,0.6521
5.90575e+04,63.581,0.9480
1.21336e+05,50.390,0.9333
7.57580e+04,59.224,0.9337
6.14664e+04,40.950,0.8959
1.10296e+05,57.745,0.9624
1.95207e+04,49.487,0.7538
2.76898e+05,43.224,0.9804
1.22241e+05,44.885,0.9638
2.88239e+04,63.813,0.8969
7.43162e+04,39.932,0.8739
3.67736e+05,50.706,0.9860
2.96732e+04,60.168,0.8606
2.82399e+05,47.111,0.9776
7.10098e+04,58.630,0.9409
2.53996e+04,58.999,0.8411
3.97001e+04,56.837,0.9131
3.79027e+04,41.940,0.8569
1.52789e+05,51.312,0.9588
1.39555e+05,54.308,0.9697
8.03697e+04,54.250,0.9252
6.02346e+04,49.419,0.9298
9.77062e+04,39.921,0.9307
1.66275e+04,40.902,0.6334
1.04936e+05,51.246,0.9315
4.70243e+04,47.628,0.8815
9.05474e+04,77.383,0.9624
7.51167e+04,53.978,0.9349
1.16098e+05,48.363,0.9451
1.66898e+05,59.104,0.9678
2.22550e+05,48.267,0.9731
2.60643e+05,52.503,0.9806
5.39585e+04,51.404,0.8901
7.41111e+04,52.635,0.9372
3.40044e+05,57.646,0.9811
7.84750e+04,41.862,0.9026
2.72608e+04,50.723,0.7722
1.94123e+05,49.787,0.9755
4.16203e+04,58.821,0.9151
1.42926e+05,46.287,0.9584
1.21807e+05,57.520,0.9656
9.61185e+04,58.642,0.9282
1.50270e+05,48.109,0.9523
2.02217e+05,58.766,0.9756
2.06158e+05,53.944,0.9760
2.48235e+05,43.402,0.9674
4.42393e+04,48.171,0.8349
2.83707e+04,53.175,0.8470
1.50722e+05,52.253,0.9627
1.92136e+05,39.925,0.9632
3.82991e+04,61.033,0.8984
1.07234e+05,48.809,0.9522
1.87018e+04,55.096,0.7343
2.19150e+05,45.655,0.9686
1.38721e+05,53.793,0.9568
1.28806e+05,43.436,0.9599
2.03313e+05,44.724,0.9587
4.78244e+04,57.713,0.8840
2.71109e+04,48.425,0.7986
6.32736e+04,52.193,0.8937
9.47602e+04,54.204,0.9558
2.35009e+05,42.258,0.9716
3.36220e+04,52.285,0.8480
1.30864e+05,55.971,0.9510
1.64111e+05,53.161,0.9615
2.44618e+05,48.933,0.9758
2.58627e+05,51.178,0.9799
2.18518e+05,48.423,0.9605
2.53140e+05,54.419,0.9819
5.27017e+04,42.457,0.8585
6.59902e+04,52.479,0.8993
2.93064e+05,66.005,0.9889
1.87031e+05,59.895,0.9673
3.30587e+05,61.714,0.9869
1.13184e+05,49.760,0.9477
2.02696e+05,58.801,0.9746
3.50508e+05,46.238,0.9814
3.10524e+05,58.382,0.9814
9.27770e+04,50.589,0.9284
3.70356e+04,46.562,0.8798
9.97148e+04,53.453,0.9506
9.41928e+04,47.067,0.9500
9.61979e+04,47.011,0.9095
5.22604e+04,56.712,0.9280
1.16317e+05,42.551,0.9374
9.03232e+04,48.625,0.9170
3.39465e+04,44.715,0.8403
2.47148e+04,54.002,0.8283
2.11395e+05,49.064,0.9675
2.38795e+05,49.387,0.9776
1.76612e+04,47.682,0.6610
6.57631e+04,52.490,0.9300
5.41203e+04,50.957,0.9235
1.43189e+05,59.631,0.9599
6.30443e+04,58.571,0.9343
1.12353e+05,55.910,0.9677
8.89989e+04,46.815,0.9032
1.72536e+05,52.893,0.9687
1.75037e+05,56.333,0.9532
9.47519e+04,54.451,0.9444
2.88666e+04,52.617,0.7679
2.07908e+05,58.634,0.9857
1.31282e+05,48.212,0.9647
8.50943e+04,61.321,0.9547
5.84509e+04,50.823,0.9193
4.53230e+04,50.336,0.8945
1.10766e+05,59.585,0.9684
2.30586e+05,57.335,0.9798
1.45559e+05,38.671,0.9439
2.51304e+05,48.727,0.9747
2.66894e+05,47.826,0.9676
1.69098e+05,41.381,0.9558
2.91446e+04,48.228,0.8315
6.79740e+04,52.260,0.9177
4.06327e+04,52.718,0.8586
2.67664e+04,59.585,0.8561
2.81286e+05,50.104,0.9833
1.47405e+05,48.982,0.9573
1.70804e+05,64.125,0.9728
2.04638e+05,44.605,0.9728
3.01586e+05,51.119,0.9789
3.15170e+04,45.562,0.8180
2.03124e+05,55.703,0.9779
1.16725e+05,43.046,0.9082
4.74112e+04,56.521,0.8646
2.72397e+05,57.124,0.9875
8.15048e+04,52.581,0.9465
1.06757e+05,42.753,0.9180
2.28982e+05,49.254,0.9709
2.02653e+05,53.354,0.9781
1.99459e+05,59.601,0.9687
4.04650e+04,41.502,0.8490
8.73070e+04,50.541,0.9321
7.50893e+04,45.444,0.9114
1.06757e+05,42.506,0.9294
2.98760e+04,52.821,0.8600
2.76990e+04,47.755,0.8222
2.91658e+04,40.043,0.7783
7.38670e+04,41.771,0.8925
2.66332e+05,47.662,0.9747
3.31109e+04,54.708,0.8619
5.42025e+04,54.208,0.8723
2.10019e+04,48.527,0.7731
8.69060e+04,47.726,0.9255
2.37886e+05,64.040,0.9726
2.05389e+04,63.748,0.7884
2.24570e+05,38.140,0.9652
1.16804e+05,42.507,0.9362
8.31277e+04,60.987,0.9430
2.41981e+05,41.916,0.9743
1.21765e+05,36.682,0.9369
8.03731e+04,57.063,0.9200
3.62943e+04,50.328,0.8658
1.56705e+05,47.024,0.9560
2.52524e+05,52.503,0.9815
8.60043e+04,57.354,0.9496
3.48075e+04,49.480,0.8408
4.81159e+04,48.343,0.8501
2.05936e+05,61.229,0.9499
2.64612e+05,58.681,0.9856
1.33483e+05,60.091,0.9680
3.25241e+05,58.497,0.9788
2.52399e+04,46.376,0.7815
7.06486e+04,57.398,0.9402
1.13698e+05,55.775,0.9594
1.96170e+05,69.351,0.9765
2.53588e+05,63.656,0.9869
2.02953e+04,52.881,0.7015
7.20715e+04,59.177,0.9379
3.28668e+05,52.494,0.9775
2.56301e+05,51.845,0.9803
3.19143e+04,47.820,0.8538
1.23854e+05,47.815,0.9622
2.88332e+04,52.658,0.8514
1.25884e+05,46.130,0.8982
1.74895e+05,59.618,0.9751
1.95301e+05,47.173,0.9617
1.55890e+04,54.687,0.6051
1.67921e+05,61.072,0.9600
2.94893e+04,42.889,0.8152
4.67066e+04,57.385,0.8728
7.07780e+04,55.638,0.8883
2.20395e+05,53.942,0.9746
2.51293e+05,51.821,0.9694
3.50058e+05,48.012,0.9799
3.17280e+04,47.259,0.8483
1.05167e+05,46.507,0.9291
7.21942e+04,44.457,0.9218
5.88520e+04,39.557,0.8647
2.01926e+05,52.878,0.9657
1.87589e+05,60.449,0.9740
2.64765e+04,49.119,0.8417
1.16107e+05,50.134,0.9562
2.65831e+04,57.092,0.8332
1.53738e+05,57.545,0.9457
1.38818e+05,45.908,0.9622
1.35129e+05,49.536,0.9514
2.80446e+05,45.567,0.9766
2.87956e+05,52.208,0.9789
2.80625e+05,56.560,0.9809
2.66744e+04,53.213,0.7852
1.38251e+05,51.781,0.9639
5.71624e+04,51.329,0.9169
1.12154e+05,40.343,0.9317
5.74915e+04,58.892,0.9104
3.56593e+04,52.036,0.8342
6.56427e+04,41.121,0.8974
2.39387e+05,47.133,0.9719
7.74647e+04,54.666,0.9228
4.15682e+04,41.408,0.8127
2.31452e+05,62.497,0.9766
7.04771e+04,58.328,0.9256
1.89135e+04,58.237,0.8046
5.15417e+04,58.841,0.9076
2.06926e+05,55.742,0.9794
2.41625e+05,52.195,0.9764
3.43474e+05,52.432,0.9866
2.51609e+05,51.553,0.9716
1.92267e+05,43.638,0.9655
1.35055e+05,59.088,0.9634
6.92638e+04,47.688,0.9223
9.67641e+04,53.797,0.9552
3.52065e+04,47.963,0.8125
9.37226e+04,67.507,0.9458
1.70031e+05,50.950,0.9546
9.94504e+04,53.860,0.9586
2.21587e+04,44.495,0.7061
2.56649e+05,42.782,0.9751
5.17906e+04,43.941,0.8797
5.30068e+04,47.440,0.8965
2.37560e+04,52.377,0.7856
1.66271e+04,50.988,0.6789
2.67641e+05,47.884,0.9791
6.23963e+04,45.561,0.9148
2.94577e+04,56.439,0.8413
8.77133e+04,56.217,0.9528
8.18353e+04,48.520,0.9363
2.63116e+05,63.282,0.9864
8.36253e+04,47.041,0.9332
1.93393e+04,49.319,0.7236
1.66439e+05,60.314,0.9719
1.07479e+05,49.118,0.9426
2.36076e+05,36.946,0.9716
2.13493e+05,46.801,0.9614
2.37144e+05,57.920,0.9764
6.80460e+04,46.668,0.9211
2.72773e+04,40.216,0.8024
1.21126e+05,48.592,0.9423
4.47100e+04,52.870,0.8662
2.43674e+04,50.288,0.7188
2.45893e+04,31.971,0.6499
2.49506e+05,46.823,0.9746
1.98491e+04,46.451,0.6703
3.74911e+04,41.686,0.8370
1.42564e+05,42.722,0.9556
1.99622e+05,58.693,0.9711
2.31338e+04,46.780,0.7392
3.80428e+04,46.612,0.8632
7.11985e+04,47.974,0.9070
1.15199e+05,59.007,0.9610
1.96671e+05,47.000,0.9636
3.43496e+04,49.803,0.8804
1.98388e+04,38.178,0.6393
1.49647e+05,58.032,0.9627
2.40874e+05,59.467,0.9851
1.36599e+05,51.039,0.9534
3.11296e+04,55.178,0.8674
1.30924e+05,52.028,0.9677
4.85672e+04,36.674,0.7769
6.96990e+04,38.964,0.8789
4.50139e+04,48.029,0.8553
9.25397e+04,49.171,0.9439
1.87952e+05,50.931,0.9713
2.83084e+05,42.403,0.9701
2.77835e+05,54.523,0.9777
4.43714e+04,53.329,0.8418
3.00770e+05,54.003,0.9789
1.28915e+05,43.246,0.9524
1.17701e+05,50.383,0.9290
1.72544e+05,61.876,0.9802
5.18963e+04,67.995,0.9286
2.91310e+05,54.152,0.9860
3.23889e+04,48.269,0.8063
5.27228e+04,51.320,0.9156
1.88556e+05,68.476,0.9817
5.98689e+04,55.879,0.9239
8.18960e+04,51.623,0.9321
2.74101e+04,39.759,0.8218
9.55949e+04,47.265,0.9041
1.09691e+05,55.651,0.9628
1.30115e+05,43.846,0.9375
5.58322e+04,52.064,0.9234
3.08635e+04,48.324,0.8271
1.37606e+05,50.440,0.9582
1.80408e+05,54.780,0.9676
1.08322e+05,48.167,0.9390
8.44463e+04,52.087,0.9385
2.84053e+05,54.022,0.9788
1.51086e+05,58.469,0.9581
2.82405e+05,50.853,0.9760
3.59484e+05,50.954,0.9841
2.57832e+05,44.759,0.9731
5.30279e+04,69.257,0.9359
8.62628e+04,40.788,0.9119
1.87284e+05,44.350,0.9521
1.63306e+05,51.303,0.9682
2.58206e+05,50.814,0.9627
1.53429e+05,51.133,0.9463
7.97142e+04,44.190,0.9267
3.96476e+04,45.971,0.7858
5.04254e+04,49.882,0.9144
7.03479e+04,52.497,0.9155
2.63109e+05,57.355,0.9814
1.29519e+05,59.346,0.9645
4.77599e+04,54.885,0.9075
2.88958e+04,45.833,0.7388
1.16819e+05,47.714,0.9366
1.78184e+05,53.410,0.9687
2.81635e+05,49.446,0.9778
2.33224e+05,59.363,0.9745
4.38338e+04,52.859,0.8837
7.18806e+04,54.598,0.9456
