t,Fz,Fperp,Fmag,Lz,Jz,edge_frac
34.20000,1.84843,0.20783,1.86007,4.15240,6.00083,0.00000
34.32000,1.83112,0.21748,1.84399,4.16747,5.99859,0.00000
34.44000,1.81432,0.22569,1.82830,4.18619,6.00050,0.00000
34.56000,1.79931,0.23130,1.81412,4.20465,6.00396,0.00000
34.68000,1.78661,0.23487,1.80198,4.21858,6.00519,0.00000
34.80000,1.77507,0.23758,1.79090,4.23236,6.00743,0.00000
34.92000,1.76299,0.24024,1.77928,4.24940,6.01238,0.00000
35.04000,1.75068,0.24244,1.76739,4.27003,6.02071,0.00000
35.16000,1.73797,0.24407,1.75503,4.28612,6.02409,0.00000
35.28000,1.72529,0.24437,1.74251,4.29632,6.02160,0.00000
35.40000,1.71367,0.24315,1.73084,4.30594,6.01961,0.00000
35.52000,1.70321,0.24072,1.72014,4.31814,6.02136,0.00000
35.64000,1.69458,0.23756,1.71115,4.33316,6.02774,0.00000
35.76000,1.68899,0.23370,1.70508,4.35307,6.04206,0.00000
35.88000,1.68622,0.22928,1.70173,4.36841,6.05463,0.00000
36.00000,1.68564,0.22505,1.70060,4.37353,6.05918,0.00000
36.12000,1.68718,0.22114,1.70161,4.38022,6.06740,0.00000
36.24000,1.69059,0.21790,1.70458,4.38835,6.07895,0.00000
36.36000,1.69672,0.21541,1.71034,4.38450,6.08121,0.00000
36.48000,1.70643,0.21375,1.71977,4.37168,6.07812,0.00000
36.60000,1.71869,0.21326,1.73187,4.35223,6.07092,0.00000
36.72000,1.73165,0.21451,1.74488,4.32883,6.06048,0.00000
36.84000,1.74359,0.21729,1.75708,4.30818,6.05177,0.00000
36.96000,1.75404,0.22197,1.76803,4.28655,6.04059,0.00000
37.08000,1.76342,0.22830,1.77814,4.26609,6.02951,0.00000
37.20000,1.77302,0.23588,1.78864,4.24482,6.01784,0.00000
37.32000,1.78405,0.24481,1.80077,4.22631,6.01036,0.00000
37.44000,1.79695,0.25451,1.81488,4.20849,6.00544,0.00000
37.56000,1.81242,0.26363,1.83149,4.19057,6.00299,0.00000
37.68000,1.83105,0.27162,1.85108,4.17629,6.00734,0.00000
37.80000,1.85222,0.27888,1.87310,4.16176,6.01398,0.00000
37.92000,1.87380,0.28549,1.89543,4.14498,6.01878,0.00000
38.04000,1.89359,0.29154,1.91591,4.13162,6.02522,0.00000
38.16000,1.91150,0.29773,1.93455,4.12106,6.03257,0.00000
38.28000,1.92732,0.30369,1.95110,4.11003,6.03735,0.00000
38.40000,1.94044,0.30865,1.96483,4.10369,6.04413,0.00000
38.52000,1.95115,0.31269,1.97605,4.09351,6.04467,0.00000
38.64000,1.96045,0.31575,1.98572,4.07629,6.03674,0.00000
38.76000,1.96972,0.31777,1.99518,4.05714,6.02686,0.00000
38.88000,1.97927,0.31916,2.00484,4.04060,6.01987,0.00000
39.00000,1.98850,0.32076,2.01420,4.02776,6.01626,0.00000
39.12000,1.99659,0.32342,2.02261,4.01769,6.01428,0.00000
39.24000,2.00318,0.32829,2.02990,4.01176,6.01494,0.00000
39.36000,2.00750,0.33642,2.03549,4.00781,6.01530,0.00000
39.48000,2.00877,0.34719,2.03855,4.00215,6.01092,0.00000
39.60000,2.00638,0.36047,2.03850,4.00455,6.01093,0.00000
39.72000,2.00061,0.37627,2.03569,4.01475,6.01536,0.00000
39.84000,1.99239,0.39346,2.03087,4.02585,6.01824,0.00000
39.96000,1.98329,0.41043,2.02531,4.03216,6.01544,0.00000
40.08000,1.97436,0.42657,2.01991,4.03427,6.00863,0.00000
40.20000,1.96603,0.44223,2.01515,4.03236,5.99839,0.00000
40.32000,1.95887,0.45753,2.01159,4.02940,5.98827,0.00000
40.44000,1.95300,0.47174,2.00916,4.03036,5.98336,0.00000
40.56000,1.94735,0.48413,2.00663,4.03556,5.98291,0.00000
40.68000,1.94140,0.49496,2.00350,4.04178,5.98318,0.00000
40.80000,1.93502,0.50491,1.99981,4.04995,5.98498,0.00000
40.92000,1.92828,0.51431,1.99569,4.05402,5.98230,0.00000
41.04000,1.92216,0.52324,1.99211,4.05551,5.97767,0.00000
41.16000,1.91793,0.53166,1.99025,4.05216,5.97009,0.00000
41.28000,1.91590,0.54004,1.99056,4.04724,5.96315,0.00000
41.40000,1.91659,0.54874,1.99360,4.04492,5.96151,0.00000
41.52000,1.91910,0.55759,1.99846,4.03961,5.95871,0.00000
41.64000,1.92247,0.56605,2.00408,4.02905,5.95153,0.00000
41.76000,1.92602,0.57457,2.00989,4.01844,5.94446,0.00000
41.88000,1.92807,0.58332,2.01438,4.01142,5.93950,0.00000
42.00000,1.92766,0.59224,2.01659,4.00846,5.93613,0.00000
42.12000,1.92543,0.60118,2.01711,4.00902,5.93445,0.00000
42.24000,1.92165,0.61014,2.01619,4.01666,5.93831,0.00000
42.36000,1.91869,0.61874,2.01599,4.02610,5.94480,0.00000
42.48000,1.91778,0.62655,2.01753,4.03624,5.95401,0.00000
42.60000,1.91881,0.63387,2.02080,4.04628,5.96509,0.00000
42.72000,1.92130,0.64076,2.02533,4.04598,5.96728,0.00000
42.84000,1.92493,0.64781,2.03101,4.03798,5.96291,0.00000
42.96000,1.92947,0.65549,2.03777,4.02765,5.95711,0.00000
43.08000,1.93488,0.66356,2.04550,4.01423,5.94911,0.00000
43.20000,1.94134,0.67149,2.05420,3.99959,5.94093,0.00000
43.32000,1.94867,0.67881,2.06352,3.98134,5.93001,0.00000
43.44000,1.95564,0.68568,2.07236,3.96112,5.91676,0.00000
43.56000,1.96124,0.69220,2.07981,3.94611,5.90735,0.00000
43.68000,1.96557,0.69868,2.08605,3.93777,5.90333,0.00000
43.80000,1.96881,0.70473,2.09113,3.93232,5.90112,0.00000
43.92000,1.96984,0.70976,2.09381,3.93122,5.90107,0.00000
44.04000,1.96740,0.71417,2.09301,3.94047,5.90787,0.00000
44.16000,1.96108,0.71864,2.08860,3.95052,5.91160,0.00000
44.28000,1.95085,0.72333,2.08063,3.96355,5.91440,0.00000
44.40000,1.93821,0.72860,2.07063,3.97974,5.91794,0.00000
44.52000,1.92478,0.73446,2.06015,3.99369,5.91847,0.00000
44.64000,1.91151,0.74090,2.05007,4.00426,5.91576,0.00000
44.76000,1.89883,0.74782,2.04078,4.01478,5.91361,0.00000
44.88000,1.88730,0.75483,2.03265,4.02702,5.91432,0.00000
45.00000,1.87702,0.76155,2.02563,4.03748,5.91451,0.00000
45.12000,1.86700,0.76786,2.01874,4.04471,5.91171,0.00000
45.24000,1.85567,0.77378,2.01054,4.05305,5.90872,0.00000
45.36000,1.84264,0.77978,2.00085,4.06330,5.90594,0.00000
45.48000,1.82835,0.78591,1.99010,4.07123,5.89958,0.00000
45.60000,1.81368,0.79168,1.97894,4.08104,5.89472,0.00000
45.72000,1.79927,0.79692,1.96785,4.09354,5.89281,0.00000
45.84000,1.78575,0.80148,1.95737,4.10607,5.89182,0.00000
45.96000,1.77474,0.80545,1.94897,4.11146,5.88620,0.00000
46.08000,1.76705,0.80891,1.94340,4.11648,5.88353,0.00000
46.20000,1.76303,0.81186,1.94098,4.12101,5.88404,0.00000
46.32000,1.76192,0.81384,1.94080,4.12423,5.88615,0.00000
46.44000,1.76182,0.81459,1.94102,4.12301,5.88483,0.00000
46.56000,1.76064,0.81449,1.93991,4.11636,5.87700,0.00000
46.68000,1.75870,0.81394,1.93792,4.10977,5.86846,0.00000
46.80000,1.75747,0.81298,1.93640,4.10326,5.86073,0.00000
46.92000,1.75750,0.81205,1.93603,4.09287,5.85036,0.00000
47.04000,1.75862,0.81128,1.93673,4.08509,5.84372,0.00000
47.16000,1.76080,0.81021,1.93826,4.07894,5.83974,0.00000
47.28000,1.76425,0.80853,1.94069,4.07176,5.83601,0.00000
47.40000,1.76981,0.80620,1.94479,4.06495,5.83476,0.00000
