K3_m6_s,timing_strength,decompress_factor,N0_final
1.924024182760237e-42,0.18181818181818182,1.0,47079.921439735444
1.924024182760237e-42,0.2727272727272727,0.1,50787.81003365844
1.924024182760237e-42,0.2727272727272727,0.18181818181818182,50393.80439603454
1.924024182760237e-42,0.2727272727272727,0.2636363636363636,49987.06283970667
1.924024182760237e-42,0.2727272727272727,0.34545454545454546,49574.13700357376
1.924024182760237e-42,0.2727272727272727,0.42727272727272725,49157.62176749157
1.924024182760237e-42,0.2727272727272727,0.509090909090909,48739.05499131392
1.924024182760237e-42,0.2727272727272727,0.5909090909090909,48319.51268770134
1.924024182760237e-42,0.2727272727272727,0.6727272727272727,47899.811405312175
1.924024182760237e-42,0.2727272727272727,0.7545454545454545,47480.599481024365
1.924024182760237e-42,0.2727272727272727,0.8363636363636363,47062.40618714793
1.924024182760237e-42,0.2727272727272727,0.9181818181818182,46645.67153316921
1.924024182760237e-42,0.2727272727272727,1.0,46230.765891863884
1.924024182760237e-42,0.36363636363636365,0.1,50644.64115067742
1.924024182760237e-42,0.36363636363636365,0.18181818181818182,50236.75482305661
1.924024182760237e-42,0.36363636363636365,0.2636363636363636,49814.4364810415
1.924024182760237e-42,0.36363636363636365,0.34545454545454546,49385.53378429207
1.924024182760237e-42,0.36363636363636365,0.42727272727272725,48952.99792175706
1.924024182760237e-42,0.36363636363636365,0.509090909090909,48520.777384013345
1.924024182760237e-42,0.36363636363636365,0.5909090909090909,48085.58059798624
1.924024182760237e-42,0.36363636363636365,0.6727272727272727,47652.620154033844
1.924024182760237e-42,0.36363636363636365,0.7545454545454545,47220.488236230645
1.924024182760237e-42,0.36363636363636365,0.8363636363636363,46793.92538701827
1.924024182760237e-42,0.36363636363636365,0.9181818181818182,46379.98998154291
1.924024182760237e-42,0.36363636363636365,1.0,46083.27933912188
1.924024182760237e-42,0.45454545454545453,0.1,51060.08010650351
1.924024182760237e-42,0.45454545454545453,0.18181818181818182,50637.7238188884
1.924024182760237e-42,0.45454545454545453,0.2636363636363636,50192.54468637838
1.924024182760237e-42,0.45454545454545453,0.34545454545454546,49746.313141513005
1.924024182760237e-42,0.45454545454545453,0.42727272727272725,49296.44788989178
1.924024182760237e-42,0.45454545454545453,0.509090909090909,48845.22010505145
1.924024182760237e-42,0.45454545454545453,0.5909090909090909,48394.208092691304
1.924024182760237e-42,0.45454545454545453,0.6727272727272727,47950.06715522772
1.924024182760237e-42,0.45454545454545453,0.7545454545454545,47519.39569579797
1.924024182760237e-42,0.45454545454545453,0.8363636363636363,47109.917972969924
1.924024182760237e-42,0.45454545454545453,0.9181818181818182,46787.10973897731
1.924024182760237e-42,0.45454545454545453,1.0,46560.133912054254
1.924024182760237e-42,0.5454545454545454,0.1,52056.740851260205
1.924024182760237e-42,0.5454545454545454,0.18181818181818182,51600.45162185964
1.924024182760237e-42,0.5454545454545454,0.2636363636363636,51138.2569451054
1.924024182760237e-42,0.5454545454545454,0.34545454545454546,50668.76543772645
