T0_uK,K3_m6_s,value
114.87179487179486,1.3099097638483763e-41,0.0
114.87179487179486,1.6230983175920034e-41,0.0
114.87179487179486,2.0111676554194557e-41,0.0
114.87179487179486,2.492021151378044e-41,0.0
114.87179487179486,3.087842727671721e-41,0.0
114.87179487179486,3.8261202982015517e-41,0.0
114.87179487179486,4.740913908963265e-41,0.0
114.87179487179486,5.874427080289712e-41,0.0
114.87179487179486,7.278953843983101e-41,0.0
114.87179487179486,9.019291300867314e-41,0.0
114.87179487179486,1.117572900082943e-40,0.0
114.87179487179486,1.3847753058820664e-40,0.0
114.87179487179486,1.7158635894253092e-40,0.0
114.87179487179486,2.126112333899673e-40,0.0
114.87179487179486,2.634448148570035e-40,0.0
114.87179487179486,3.2643228379068263e-40,0.0
114.87179487179486,4.044795338205457e-40,0.0
114.87179487179486,5.0118723362727555e-40,0.0
117.43589743589743,9.999999999999999e-43,0.0
117.43589743589743,1.2390917011134509e-42,0.0
117.43589743589743,1.5353482437682257e-42,0.0
117.43589743589743,1.90243726717232e-42,0.0
117.43589743589743,2.3572942296421748e-42,0.0
117.43589743589743,2.920903717032244e-42,0.0
117.43589743589743,3.619267555526085e-42,0.0
117.43589743589743,4.484604392161538e-42,0.0
117.43589743589743,5.556836085104294e-42,0.0
117.43589743589743,6.885429477500488e-42,0.0
117.43589743589743,8.53167852417278e-42,0.0
117.43589743589743,1.0571532055870346e-41,0.0
117.43589743589743,1.3099097638483763e-41,0.0
117.43589743589743,1.6230983175920034e-41,0.0
117.43589743589743,2.0111676554194557e-41,0.0
117.43589743589743,2.492021151378044e-41,0.0
117.43589743589743,3.087842727671721e-41,0.0
117.43589743589743,3.8261202982015517e-41,0.0
117.43589743589743,4.740913908963265e-41,0.0
117.43589743589743,5.874427080289712e-41,0.0
117.43589743589743,7.278953843983101e-41,0.0
117.43589743589743,9.019291300867314e-41,0.0
117.43589743589743,1.117572900082943e-40,0.0
117.43589743589743,1.3847753058820664e-40,0.0
117.43589743589743,1.7158635894253092e-40,0.0
117.43589743589743,2.126112333899673e-40,0.0
117.43589743589743,2.634448148570035e-40,0.0
117.43589743589743,3.2643228379068263e-40,0.0
117.43589743589743,4.044795338205457e-40,0.0
117.43589743589743,5.0118723362727555e-40,0.0
120.0,9.999999999999999e-43,0.0
120.0,1.2390917011134509e-42,0.0
120.0,1.5353482437682257e-42,0.0
120.0,1.90243726717232e-42,0.0
120.0,2.3572942296421748e-42,0.0
120.0,2.920903717032244e-42,0.0
120.0,3.619267555526085e-42,0.0
120.0,4.484604392161538e-42,0.0
120.0,5.556836085104294e-42,0.0
120.0,6.885429477500488e-42,0.0
120.0,8.53167852417278e-42,0.0
120.0,1.0571532055870346e-41,0.0
120.0,1.3099097638483763e-41,0.0
120.0,1.6230983175920034e-41,0.0
120.0,2.0111676554194557e-41,0.0
120.0,2.492021151378044e-41,0.0
120.0,3.087842727671721e-41,0.0
120.0,3.8261202982015517e-41,0.0
120.0,4.740913908963265e-41,0.0
120.0,5.874427080289712e-41,0.0
120.0,7.278953843983101e-41,0.0
120.0,9.019291300867314e-41,0.0
120.0,1.117572900082943e-40,0.0
120.0,1.3847753058820664e-40,0.0
120.0,1.7158635894253092e-40,0.0
120.0,2.126112333899673e-40,0.0
120.0,2.634448148570035e-40,0.0
120.0,3.2643228379068263e-40,0.0
120.0,4.044795338205457e-40,0.0
120.0,5.0118723362727555e-40,0.0
